        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            Re{I[3][1]} (A),            Im{I[3][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A),            Re{I[3][2]} (A),            Im{I[3][2]} (A),            I_inc[3][3] (A),            Re{I[1][3]} (A),            Im{I[1][3]} (A),            Re{I[2][3]} (A),            Im{I[2][3]} (A),            Re{I[3][3]} (A),            Im{I[3][3]} (A)
 1.62000000e+02,        +1.414213562373e-01,        +1.447588702218e-01,        -2.370859817842e-03,        -4.433654374074e-03,        -9.571202085244e-02,        -4.447059905586e-03,        -9.574312161026e-02,        +1.414213562373e-01,        -4.433654374074e-03,        -9.571202085244e-02,        +2.114567388951e-01,        -8.689663460214e-03,        -6.308644893278e-02,        +3.800506189097e-03,        +1.414213562373e-01,        -4.447059905588e-03,        -9.574312161026e-02,        -6.308644893278e-02,        +3.800506189098e-03,        +2.113859290896e-01,        -8.720700010029e-03
 1.63000000e+02,        +1.414213562373e-01,        +1.447033250013e-01,        -2.851878758051e-03,        -5.434674723176e-03,        -9.565196744036e-02,        -5.448849207540e-03,        -9.568264366859e-02,        +1.414213562373e-01,        -5.434674723174e-03,        -9.565196744036e-02,        +2.113547591678e-01,        -9.409555077120e-03,        -6.300205478834e-02,        +4.922605971341e-03,        +1.414213562373e-01,        -5.448849207537e-03,        -9.568264366859e-02,        -6.300205478835e-02,        +4.922605971339e-03,        +2.112836541460e-01,        -9.440209629063e-03
 1.64000000e+02,        +1.414213562373e-01,        +1.446378888112e-01,        -3.331914351353e-03,        -6.434921663658e-03,        -9.558043182576e-02,        -6.449857799491e-03,        -9.561065745405e-02,        +1.414213562373e-01,        -6.434921663662e-03,        -9.558043182576e-02,        +2.112429676370e-01,        -1.012858922856e-02,        -6.289917925085e-02,        +6.044071924261e-03,        +1.414213562373e-01,        -6.449857799490e-03,        -9.561065745406e-02,        -6.289917925085e-02,        +6.044071924258e-03,        +2.111715725282e-01,        -1.015886775766e-02
 1.65000000e+02,        +1.414213562373e-01,        +1.445625823537e-01,        -3.810758729235e-03,        -7.434234502511e-03,        -9.549742403577e-02,        -7.449924218887e-03,        -9.552717267074e-02,        +1.414213562373e-01,        -7.434234502511e-03,        -9.549742403578e-02,        +2.111212765027e-01,        -1.084672803547e-02,        -6.277773068326e-02,        +7.164680563484e-03,        +1.414213562373e-01,        -7.449924218887e-03,        -9.552717267074e-02,        -6.277773068325e-02,        +7.164680563483e-03,        +2.110495957208e-01,        -1.087663707925e-02
 1.66000000e+02,        +1.414213562373e-01,        +1.444774310737e-01,        -4.288204521301e-03,        -8.432452711707e-03,        -9.540295717430e-02,        -8.448887130702e-03,        -9.543220208558e-02,        +1.414213562373e-01,        -8.432452711705e-03,        -9.540295717430e-02,        +2.109895876018e-01,        -1.156392808886e-02,        -6.263761135465e-02,        +8.284202817537e-03,        +1.414213562373e-01,        -8.448887130701e-03,        -9.543220208558e-02,        -6.263761135466e-02,        +8.284202817538e-03,        +2.109176247714e-01,        -1.159347474451e-02
 1.67000000e+02,        +1.414213562373e-01,        +1.443824651447e-01,        -4.764044978793e-03,        -9.429416009707e-03,        -9.529704741879e-02,        -9.446585404173e-03,        -9.532576152413e-02,        +1.414213562373e-01,        -9.429416009709e-03,        -9.529704741879e-02,        +2.108477919378e-01,        -1.228013950621e-02,        -6.247871696787e-02,        +9.402403195243e-03,        +1.414213562373e-01,        -9.446585404169e-03,        -9.532576152413e-02,        -6.247871696787e-02,        +9.402403195240e-03,        +2.107755498142e-01,        -1.230933142478e-02
 1.68000000e+02,        +1.414213562373e-01,        +1.442777194517e-01,        -5.238074097653e-03,        -1.042496444314e-02,        -9.517971401446e-02,        -1.044285818903e-02,        -9.520786986390e-02,        +1.414213562373e-01,        -1.042496444314e-02,        -9.517971401446e-02,        +2.106957691908e-01,        -1.299530486212e-02,        -6.230093616190e-02,        +1.051903882710e-02,        +1.414213562373e-01,        -1.044285818902e-02,        -9.520786986390e-02,        -6.230093616190e-02,        +1.051903882710e-02,        +2.106232495707e-01,        -1.302415023911e-02
 1.69000000e+02,        +1.414213562373e-01,        +1.441632335694e-01,        -5.710086740992e-03,        -1.141893846863e-02,        -9.505097926602e-02,        -1.143754499107e-02,        -9.507854902520e-02,        +1.414213562373e-01,        -1.141893846863e-02,        -9.505097926602e-02,        +2.105333872077e-01,        -1.370935797230e-02,        -6.210414999267e-02,        +1.163385835936e-02,        +1.414213562373e-01,        -1.143754499107e-02,        -9.507854902520e-02,        -6.210414999267e-02,        +1.163385835936e-02,        +2.104605908328e-01,        -1.373786553375e-02
 1.70000000e+02,        +1.414213562373e-01,        +1.440390517375e-01,        -6.179878760810e-03,        -1.241117903474e-02,        -9.491086852667e-02,        -1.243048574698e-02,        -9.493782395970e-02,        +1.414213562373e-01,        -1.241117903474e-02,        -9.491086852666e-02,        +2.103605014824e-01,        -1.442222250646e-02,        -6.188823139800e-02,        +1.274660067631e-02,        +1.414213562373e-01,        -1.243048574698e-02,        -9.493782395970e-02,        -6.188823139800e-02,        +1.274660067631e-02,        +2.102874279328e-01,        -1.445040148953e-02
 1.71000000e+02,        +1.414213562373e-01,        +1.439052228315e-01,        -6.647247118859e-03,        -1.340152766399e-02,        -9.475941018453e-02,        -1.342152089817e-02,        -9.478572263652e-02,        +1.414213562373e-01,        -1.340152766399e-02,        -9.475941018453e-02,        +2.101769546308e-01,        -1.513381040155e-02,        -6.165304465524e-02,        +1.385699342175e-02,        +1.414213562373e-01,        -1.342152089817e-02,        -9.478572263652e-02,        -6.165304465524e-02,        +1.385699342175e-02,        +2.101036022080e-01,        -1.516167052821e-02
 1.72000000e+02,        +1.414213562373e-01,        +1.437618003304e-01,        -7.111990006495e-03,        -1.438982653492e-02,        -9.459663564639e-02,        -1.441049146350e-02,        -9.462227602623e-02,        +1.414213562373e-01,        -1.438982653492e-02,        -9.459663564639e-02,        +2.099825758766e-01,        -1.584402004220e-02,        -6.139844484418e-02,        +1.496475128652e-02,        +1.414213562373e-01,        -1.441049146350e-02,        -9.462227602622e-02,        -6.139844484417e-02,        +1.496475128652e-02,        +2.099089414750e-01,        -1.587157148466e-02
 1.73000000e+02,        +1.414213562373e-01,        +1.436088422804e-01,        -7.573906963389e-03,        -1.537591856428e-02,        -9.442257931862e-02,        -1.539723911073e-02,        -9.444751808259e-02,        +1.414213562373e-01,        -1.537591856428e-02,        -9.442257931862e-02,        +2.097771805628e-01,        -1.655273416969e-02,        -6.112427733268e-02,        +1.606957402296e-02,        +1.414213562373e-01,        -1.539723911073e-02,        -9.444751808259e-02,        -6.112427733268e-02,        +1.606957402296e-02,        +2.097032595282e-01,        -1.657998750555e-02
 1.74000000e+02,        +1.414213562373e-01,        +1.434464112553e-01,        -8.032798994979e-03,        -1.635964748918e-02,        -9.423727858543e-02,        -1.638160622650e-02,        -9.426148572236e-02,        +1.414213562373e-01,        -1.635964748918e-02,        -9.423727858543e-02,        +2.095605697142e-01,        -1.725981747507e-02,        -6.083037730961e-02,        +1.717114414155e-02,        +1.414213562373e-01,        -1.638160622651e-02,        -9.426148572236e-02,        -6.083037730961e-02,        +1.717114414155e-02,        +2.094863556889e-01,        -1.728678362988e-02
 1.75000000e+02,        +1.414213562373e-01,        +1.432745743132e-01,        -8.488468688520e-03,        -1.734085794943e-02,        -9.404077378406e-02,        -1.736343598467e-02,        -9.406421880319e-02,        +1.414213562373e-01,        -1.734085794943e-02,        -9.404077378406e-02,        +2.093325296855e-01,        -1.796511382513e-02,        -6.051656939790e-02,        +1.826912423822e-02,        +1.414213562373e-01,        -1.736343598466e-02,        -9.406421880318e-02,        -6.051656939789e-02,        +1.826912423822e-02,        +2.092580144375e-01,        -1.799180399969e-02
 1.76000000e+02,        +1.414213562373e-01,        +1.430934029492e-01,        -8.940720327620e-03,        -1.831939556985e-02,        -9.383310817701e-02,        -1.834257241270e-02,        -9.385576009990e-02,        +1.414213562373e-01,        -1.831939556985e-02,        -9.383310817701e-02,        +2.090928319364e-01,        -1.866844306267e-02,        -6.018266739284e-02,        +1.936315389326e-02,        +1.414213562373e-01,        -1.834257241270e-02,        -9.385576009990e-02,        -6.018266739284e-02,        +1.936315389326e-02,        +2.090180051725e-01,        -1.869486864154e-02
 1.77000000e+02,        +1.414213562373e-01,        +1.429029730459e-01,        -9.389360005128e-03,        -1.929510704283e-02,        -9.361432792108e-02,        -1.931886045617e-02,        -9.363615527933e-02,        +1.414213562373e-01,        -1.929510704283e-02,        -9.361432792108e-02,        +2.088412329972e-01,        -1.936959731507e-02,        -5.982847418544e-02,        +2.045284607535e-02,        +1.414213562373e-01,        -1.931886045617e-02,        -9.363615527933e-02,        -5.982847418544e-02,        +2.045284607535e-02,        +2.087660821587e-01,        -1.939576975231e-02
 1.78000000e+02,        +1.414213562373e-01,        +1.427033648193e-01,        -9.834195734255e-03,        -2.026784021100e-02,        -9.338448203283e-02,        -2.029214604080e-02,        -9.340545287413e-02,        +1.414213562373e-01,        -2.026784021101e-02,        -9.338448203283e-02,        +2.085774747023e-01,        -2.006833673724e-02,        -5.945378195031e-02,        +2.153778297634e-02,        +1.414213562373e-01,        -2.029214604080e-02,        -9.340545287413e-02,        -5.945378195031e-02,        +2.153778297633e-02,        +2.085019847411e-01,        -2.009426741426e-02
 1.79000000e+02,        +1.414213562373e-01,        +1.424946627620e-01,        -1.027503755783e-02,        -2.123744415009e-02,        -9.314362235050e-02,        -2.126227613222e-02,        -9.316370425574e-02,        +1.414213562373e-01,        -2.123744415009e-02,        -9.314362235049e-02,        +2.083012847956e-01,        -2.076438460811e-02,        -5.905837270302e-02,        +2.261751119511e-02,        +1.414213562373e-01,        -2.126227613222e-02,        -9.316370425574e-02,        -5.905837270302e-02,        +2.261751119512e-02,        +2.082254379322e-01,        -2.079008465771e-02
 1.80000000e+02,        +1.414213562373e-01,        +1.422769555833e-01,        -1.071169765553e-02,        -2.220376925204e-02,        -9.289180349162e-02,        -2.222909879297e-02,        -9.291096360726e-02,        +1.414213562373e-01,        -2.220376925204e-02,        -9.289180349162e-02,        +2.080123780477e-01,        -2.145742169415e-02,        -5.864201936445e-02,        +2.369153618367e-02,        +1.414213562373e-01,        -2.222909879297e-02,        -9.291096360726e-02,        -5.864201936445e-02,        +2.369153618367e-02,        +2.079361535088e-01,        -2.148290178354e-02
 1.81000000e+02,        +1.414213562373e-01,        +1.420503361455e-01,        -1.114399044907e-02,        -2.316666730833e-02,        -9.262908280621e-02,        -2.319246323674e-02,        -9.264728789654e-02,        +1.414213562373e-01,        -2.316666730833e-02,        -9.262908280621e-02,        +2.077104580603e-01,        -2.214707979114e-02,        -5.820448751096e-02,        +2.475931586527e-02,        +1.414213562373e-01,        -2.319246323673e-02,        -9.264728789654e-02,        -5.820448751096e-02,        +2.475931586527e-02,        +2.076338317974e-01,        -2.217234985511e-02
 1.82000000e+02,        +1.414213562373e-01,        +1.418149013982e-01,        -1.157173270509e-02,        -2.412599159347e-02,        -9.235552032459e-02,        -2.415221987976e-02,        -9.237273685040e-02,        +1.414213562373e-01,        -2.412599159347e-02,        -9.235552032459e-02,        +2.073952199911e-01,        -2.283293435830e-02,        -5.774553804202e-02,        +2.582025333846e-02,        +1.414213562373e-01,        -2.415221987976e-02,        -9.237273685041e-02,        -5.774553804203e-02,        +2.582025333846e-02,        +2.073181643818e-01,        -2.285800327234e-02
 1.83000000e+02,        +1.414213562373e-01,        +1.415707523084e-01,        -1.199474363580e-02,        -2.508159694849e-02,        -9.207117869939e-02,        -2.510822038927e-02,        -9.208737293081e-02,        +1.414213562373e-01,        -2.508159694849e-02,        -9.207117869939e-02,        +2.070663544944e-01,        -2.351449617120e-02,        -5.726493106277e-02,        +2.687368859174e-02,        +1.414213562373e-01,        -2.510822038928e-02,        -9.208737293081e-02,        -5.726493106277e-02,        +2.687368859174e-02,        +2.069888380292e-01,        -2.353937135215e-02
 1.84000000e+02,        +1.414213562373e-01,        +1.413179937889e-01,        -1.241284499721e-02,        -2.603333986422e-02,        -9.177612314052e-02,        -2.606031772924e-02,        -9.179126131398e-02,        +1.414213562373e-01,        -2.603333986422e-02,        -9.177612314052e-02,        +2.067235532556e-01,        -2.419120194562e-02,        -5.676243136022e-02,        +2.791888918031e-02,        +1.414213562373e-01,        -2.606031772924e-02,        -9.179126131398e-02,        -5.676243136022e-02,        +2.791888918031e-02,        +2.066455402160e-01,        -2.421588886556e-02
 1.85000000e+02,        +1.414213562373e-01,        +1.410567346231e-01,        -1.282586118478e-02,        -2.698107856379e-02,        -9.147042134216e-02,        -2.700836620364e-02,        -9.148446987383e-02,        +1.414213562373e-01,        -2.698107856379e-02,        -9.147042134216e-02,        +2.063665165962e-01,        -2.486240393227e-02,        -5.623781595119e-02,        +2.895503986340e-02,        +1.414213562373e-01,        -2.700836620364e-02,        -9.148446987383e-02,        -5.623781595119e-02,        +2.895503986341e-02,        +2.062879667316e-01,        -2.488690552887e-02
 1.86000000e+02,        +1.414213562373e-01,        +1.407870873874e-01,        -1.323361932657e-02,        -2.792467308367e-02,        -9.115414340023e-02,        -2.795222149807e-02,        -9.116706917126e-02,        +1.414213562373e-01,        -2.792467308367e-02,        -9.115414340023e-02,        +2.059949637415e-01,        -2.552735856119e-02,        -5.569088429741e-02,        +2.998123127971e-02,        +1.414213562373e-01,        -2.795222149807e-02,        -9.116706917125e-02,        -5.569088429741e-02,        +2.998123127971e-02,        +2.059158319598e-01,        -2.555167452542e-02
 1.87000000e+02,        +1.414213562373e-01,        +1.405091683712e-01,        -1.363594937361e-02,        -2.886398535197e-02,        -9.082736171887e-02,        -2.889174072055e-02,        -9.083913245091e-02,        +1.414213562373e-01,        -2.886398535197e-02,        -9.082736171887e-02,        +2.056086464795e-01,        -2.618521433877e-02,        -5.512147191785e-02,        +3.099644786274e-02,        +1.414213562373e-01,        -2.889174072055e-02,        -9.083913245091e-02,        -5.512147191785e-02,        +3.099644786274e-02,        +2.055288825673e-01,        -2.620934025879e-02
 1.88000000e+02,        +1.414213562373e-01,        +1.402230974941e-01,        -1.403268418756e-02,        -2.979887926222e-02,        -9.049015090399e-02,        -2.982678244346e-02,        -9.050073564754e-02,        +1.414213562373e-01,        -2.979887926222e-02,        -9.049015090399e-02,        +2.052073670839e-01,        -2.683499938868e-02,        -5.452946827584e-02,        +3.199955538656e-02,        +1.414213562373e-01,        -2.982678244346e-02,        -9.050073564754e-02,        -5.452946827584e-02,        +3.199955538656e-02,        +2.051269154845e-01,        -2.685892572697e-02
 1.89000000e+02,        +1.414213562373e-01,        +1.399289982208e-01,        -1.442365962544e-02,        -3.072922073997e-02,        -9.014258764198e-02,        -3.075720674897e-02,        -9.015195740397e-02,        +1.414213562373e-01,        -3.072922073997e-02,        -9.014258764199e-02,        +2.047910015203e-01,        -2.747560930317e-02,        -5.391483996490e-02,        +3.298928880782e-02,        +1.414213562373e-01,        -3.075720674897e-02,        -9.015195740396e-02,        -5.391483996490e-02,        +3.298928880782e-02,        +2.047098012038e-01,        -2.749932018335e-02
 1.90000000e+02,        +1.414213562373e-01,        +1.396269974740e-01,        -1.480871462149e-02,        -3.165487779854e-02,        -8.978475056175e-02,        -3.168287528166e-02,        -8.979287910277e-02,        +1.414213562373e-01,        -3.165487779854e-02,        -8.978475056175e-02,        +2.043595290762e-01,        -2.810579636208e-02,        -5.327766034121e-02,        +3.396424146228e-02,        +1.414213562373e-01,        -3.168287528166e-02,        -8.979287910277e-02,        -5.327766034121e-02,        +3.396424146228e-02,        +2.042775135518e-01,        -2.812926814345e-02
 1.91000000e+02,        +1.414213562373e-01,        +1.393172255449e-01,        -1.518769126595e-02,        -3.257572057871e-02,        -8.941672007828e-02,        -3.260365131341e-02,        -8.942358491347e-02,        +1.414213562373e-01,        -3.257572057871e-02,        -8.941672007828e-02,        +2.039130696166e-01,        -2.872416171423e-02,        -5.261814680972e-02,        +3.492285721255e-02,        +1.414213562373e-01,        -3.260365131341e-02,        -8.942358491347e-02,        -5.261814680972e-02,        +3.492285721254e-02,        +2.038301671499e-01,        -2.874736133642e-02
 1.92000000e+02,        +1.414213562373e-01,        +1.389998160018e-01,        -1.556043488076e-02,        -3.349162136544e-02,        -8.903857821709e-02,        -3.351939982733e-02,        -8.904416185617e-02,        +1.414213562373e-01,        -3.349162136544e-02,        -8.903857821709e-02,        +2.034519295894e-01,        -2.932915282855e-02,        -5.193670690072e-02,        +3.586342785922e-02,        +1.414213562373e-01,        -3.351939982733e-02,        -8.904416185617e-02,        -5.193670690072e-02,        +3.586342785922e-02,        +2.033680637076e-01,        -2.935203591853e-02
 1.93000000e+02,        +1.414213562373e-01,        +1.386749055967e-01,        -1.592679409212e-02,        -3.440245457278e-02,        -8.865040842030e-02,        -3.442998762971e-02,        -8.865469988114e-02,        +1.414213562373e-01,        -3.440245457278e-02,        -8.865040842029e-02,        +2.029766576079e-01,        -2.991906942610e-02,        -5.123399397234e-02,        +3.678409903511e-02,        +1.414213562373e-01,        -3.442998762971e-02,        -8.865469988114e-02,        -5.123399397234e-02,        +3.678409903511e-02,        +2.028917479967e-01,        -2.994157817668e-02
 1.94000000e+02,        +1.414213562373e-01,        +1.383426341699e-01,        -1.628662089968e-02,        -3.530809668575e-02,        -8.825229533754e-02,        -3.533528350095e-02,        -8.825529196102e-02,        +1.414213562373e-01,        -3.530809668575e-02,        -8.825229533753e-02,        +2.024881097597e-01,        -3.049208218214e-02,        -5.051097270039e-02,        +3.768288888501e-02,        +1.414213562373e-01,        -3.533528350095e-02,        -8.825529196102e-02,        -5.051097270040e-02,        +3.768288888501e-02,        +2.024020736763e-01,        -3.051414303822e-02
 1.95000000e+02,        +1.414213562373e-01,        +1.380031445540e-01,        -1.663977074258e-02,        -3.620842614625e-02,        -8.784432460953e-02,        -3.623515839854e-02,        -8.784603418838e-02,        +1.414213562373e-01,        -3.620842614625e-02,        -8.784432460953e-02,        +2.019875235598e-01,        -3.104626965810e-02,        -4.976899328180e-02,        +3.855772501150e-02,        +1.414213562373e-01,        -3.623515839854e-02,        -8.784603418838e-02,        -4.976899328180e-02,        +3.855772501150e-02,        +2.019002779069e-01,        -3.106779088808e-02
 1.96000000e+02,        +1.414213562373e-01,        +1.376565824751e-01,        -1.698610256192e-02,        -3.710332316902e-02,        -8.742658265767e-02,        -3.712948572611e-02,        -8.742702586511e-02,        +1.414213562373e-01,        -3.710332316902e-02,        -8.742658265767e-02,        +2.014765974504e-01,        -3.157967999646e-02,        -4.900987126193e-02,        +3.940650624839e-02,        +1.414213562373e-01,        -3.712948572611e-02,        -8.742702586511e-02,        -4.900987126193e-02,        +3.940650624839e-02,        +2.013880616662e-01,        -3.160054928359e-02
 1.97000000e+02,        +1.414213562373e-01,        +1.373030964534e-01,        -1.732547885990e-02,        -3.799266947454e-02,        -8.699915650151e-02,        -3.801814168152e-02,        -8.699836956202e-02,        +1.414213562373e-01,        -3.799266947454e-02,        -8.699915650151e-02,        +2.009575697602e-01,        -3.209042452572e-02,        -4.823596689321e-02,        +4.022719644675e-02,        +1.414213562373e-01,        -3.801814168152e-02,        -8.699836956202e-02,        -4.823596689321e-02,        +4.022719644675e-02,        +2.008676696756e-01,        -3.211050679017e-02
 1.98000000e+02,        +1.414213562373e-01,        +1.369428377034e-01,        -1.765776575548e-02,        -3.887634793068e-02,        -8.656213363591e-02,        -3.890100569247e-02,        -8.656017111702e-02,        +1.414213562373e-01,        -3.887634793068e-02,        -8.656213363591e-02,        +2.004332869547e-01,        -3.257680999544e-02,        -4.745025384256e-02,        +4.101795704003e-02,        +1.414213562373e-01,        -3.890100569247e-02,        -8.656017111702e-02,        -4.745025384256e-02,        +4.101795704003e-02,        +2.003419597329e-01,        -3.259594575084e-02
 1.99000000e+02,        +1.414213562373e-01,        +1.365759600317e-01,        -1.798283303657e-02,        -3.975424210470e-02,        -8.611560201022e-02,        -3.977796093793e-02,        -8.611253952935e-02,        +1.414213562373e-01,        -3.975424210470e-02,        -8.611560201023e-02,        +1.999072460359e-01,        -3.303751386748e-02,        -4.665636206513e-02,        +4.177732286497e-02,        +1.414213562373e-01,        -3.977796093793e-02,        -8.611253952935e-02,        -4.665636206513e-02,        +4.177732286497e-02,        +1.998144462344e-01,        -3.305551851748e-02
 2.00000000e+02,        +1.414213562373e-01,        +1.362026197359e-01,        -1.830055420887e-02,        -4.062623574499e-02,        -8.565965016086e-02,        -4.064889493603e-02,        -8.565558669867e-02,        +1.414213562373e-01,        -4.062623574498e-02,        -8.565965016086e-02,        +1.993835907581e-01,        -3.347180194772e-02,        -4.585857444396e-02,        +4.250442056928e-02,        +1.414213562373e-01,        -4.064889493603e-02,        -8.565558669868e-02,        -4.585857444396e-02,        +4.250442056929e-02,        +1.992892974145e-01,        -3.348846652153e-02
