        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J),              E_elec[3] (J),               E_mag[3] (J),               E_cap[3] (J),               E_ind[3] (J)
 2.03200000e+02,        +7.840990430518e-13,        +7.134032937666e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.027308932204e-12,        +8.116233308026e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.027062212603e-12,        +8.121328629953e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.04800000e+02,        +7.840007411925e-13,        +7.127522987112e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.034034663532e-12,        +8.175536770425e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.033831927947e-12,        +8.181032482526e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.06400000e+02,        +7.838698209439e-13,        +7.121136593421e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.039132671717e-12,        +8.219146686987e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.038963096297e-12,        +8.224931242480e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.08000000e+02,        +7.837065938394e-13,        +7.114875657691e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.042246622080e-12,        +8.241950204227e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.042096562924e-12,        +8.247873982034e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.09600000e+02,        +7.835113937316e-13,        +7.108742056657e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.043232383539e-12,        +8.241124033980e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.043086875170e-12,        +8.247014724265e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.11200000e+02,        +7.832845761464e-13,        +7.102737634792e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.042207157294e-12,        +8.216934639430e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.042051822000e-12,        +8.222618817786e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.12800000e+02,        +7.830265175829e-13,        +7.096864196844e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.039520962698e-12,        +8.172629194478e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.039343764242e-12,        +8.177953733343e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.14400000e+02,        +7.827376147429e-13,        +7.091123500767e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.035663711494e-12,        +8.113482180596e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.035456062723e-12,        +8.118329369284e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.16000000e+02,        +7.824182837618e-13,        +7.085517251900e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.031151700166e-12,        +8.045473949359e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.030908745350e-12,        +8.049767425728e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.17600000e+02,        +7.820689595281e-13,        +7.080047099304e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.026437173604e-12,        +7.974141082393e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.026157391223e-12,        +7.977843521175e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.19200000e+02,        +7.816900951350e-13,        +7.074714634560e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.021861362319e-12,        +7.903897619246e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.021545796479e-12,        +7.907003363387e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.20800000e+02,        +7.812821614420e-13,        +7.069521392622e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.017647210759e-12,        +7.837833720246e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.017298623398e-12,        +7.840359717221e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.22400000e+02,        +7.808456467008e-13,        +7.064468853955e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.013916371717e-12,        +7.777834912223e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.013538500708e-12,        +7.779812283274e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.24000000e+02,        +7.803810561952e-13,        +7.059558447288e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.010715266792e-12,        +7.724844999292e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.010312264464e-12,        +7.726312337798e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.25600000e+02,        +7.798889118646e-13,        +7.054791552467e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.008040446491e-12,        +7.679148560491e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.007616499695e-12,        +7.680147165400e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.27200000e+02,        +7.793697518947e-13,        +7.050169503191e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.005858923661e-12,        +7.640611062752e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.005418022434e-12,        +7.641181852114e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.28800000e+02,        +7.788241302738e-13,        +7.045693589507e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.004122653667e-12,        +7.608858166798e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.003668467522e-12,        +7.609039866036e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.30400000e+02,        +7.782526163165e-13,        +7.041365060089e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.002777971956e-12,        +7.583398281055e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.002313797563e-12,        +7.583226495350e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.32000000e+02,        +7.776557941610e-13,        +7.037185124312e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.001771268981e-12,        +7.563700522491e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.001300021663e-12,        +7.563207380559e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.33600000e+02,        +7.770342622448e-13,        +7.033154954187e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.001052098244e-12,        +7.549240913509e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.000576328193e-12,        +7.548455056714e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.35200000e+02,        +7.763886327649e-13,        +7.029275686187e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.000574645925e-12,        +7.539527416446e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.000096566750e-12,        +7.538474180584e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.36800000e+02,        +7.757195311269e-13,        +7.025548423008e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.000298214700e-12,        +7.534111597264e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.998197367123e-13,        +7.532813289140e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.38400000e+02,        +7.750275953853e-13,        +7.021974235293e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.000187151632e-12,        +7.532592254591e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.997099154763e-13,        +7.531068463540e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.40000000e+02,        +7.743134756799e-13,        +7.018554163341e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.000210489773e-12,        +7.534614493600e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.997358980493e-13,        +7.532882403172e-13,        +0.000000000000e+00,        +0.000000000000e+00
