        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            Re{I[3][1]} (A),            Im{I[3][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A),            Re{I[3][2]} (A),            Im{I[3][2]} (A),            I_inc[3][3] (A),            Re{I[1][3]} (A),            Im{I[1][3]} (A),            Re{I[2][3]} (A),            Im{I[2][3]} (A),            Re{I[3][3]} (A),            Im{I[3][3]} (A)
 1.45600000e+02,        +1.414213562373e-01,        +1.297175006447e-01,        +1.389789213081e-03,        +9.709870852585e-03,        -8.471481514199e-02,        +9.785578161201e-03,        -8.467102374880e-02,        +1.414213562373e-01,        +9.709870852585e-03,        -8.471481514199e-02,        +2.189362249033e-01,        +3.354547801867e-03,        -5.437654108929e-02,        -1.323326001363e-02,        +1.414213562373e-01,        +9.785578161201e-03,        -8.467102374880e-02,        -5.437654108929e-02,        -1.323326001363e-02,        +2.189726667298e-01,        +3.498505411349e-03
 1.47200000e+02,        +1.414213562373e-01,        +1.297583219572e-01,        +1.118691874366e-03,        +8.334172199789e-03,        -8.485391092528e-02,        +8.411867603687e-03,        -8.481110615107e-02,        +1.414213562373e-01,        +8.334172199790e-03,        -8.485391092528e-02,        +2.190927523311e-01,        +2.152074168594e-03,        -5.471774039089e-02,        -1.156554032362e-02,        +1.414213562373e-01,        +8.411867603687e-03,        -8.481110615107e-02,        -5.471774039089e-02,        -1.156554032362e-02,        +2.191316791976e-01,        +2.296974077877e-03
 1.48800000e+02,        +1.414213562373e-01,        +1.297907339220e-01,        +8.458300031236e-04,        +6.956183330716e-03,        -8.496995900992e-02,        +7.035852776883e-03,        -8.492820488285e-02,        +1.414213562373e-01,        +6.956183330716e-03,        -8.496995900992e-02,        +2.192160425722e-01,        +9.463115204089e-04,        -5.500968700286e-02,        -9.889006548216e-03,        +1.414213562373e-01,        +7.035852776883e-03,        -8.492820488285e-02,        -5.500968700286e-02,        -9.889006548215e-03,        +2.192574785842e-01,        +1.092080227427e-03
 1.50400000e+02,        +1.414213562373e-01,        +1.298146762722e-01,        +5.714492168014e-04,        +5.576320137931e-03,        -8.506290518413e-02,        +5.657947255857e-03,        -8.502226543449e-02,        +1.414213562373e-01,        +5.576320137931e-03,        -8.506290518413e-02,        +2.193059922645e-01,        -2.619820526996e-04,        -5.525210301757e-02,        -8.204932565636e-03,        +1.414213562373e-01,        +5.657947255857e-03,        -8.502226543449e-02,        -5.525210301757e-02,        -8.204932565635e-03,        +2.193499591034e-01,        -1.154192017165e-04
 1.52000000e+02,        +1.414213562373e-01,        +1.298300960209e-01,        +2.957971440336e-04,        +4.195000430631e-03,        -8.513270405973e-02,        +4.278566516829e-03,        -8.509324202374e-02,        +1.414213562373e-01,        +4.195000430632e-03,        -8.513270405973e-02,        +2.193624951278e-01,        -1.472047299696e-03,        -5.544472455648e-02,        -6.514599181262e-03,        +1.414213562373e-01,        +4.278566516829e-03,        -8.509324202374e-02,        -5.544472455648e-02,        -6.514599181261e-03,        +2.194090119685e-01,        -1.324766049955e-03
 1.53600000e+02,        +1.414213562373e-01,        +1.298369475359e-01,        +1.912319313992e-05,        +2.812643693108e-03,        -8.517931915338e-02,        +2.898127696302e-03,        -8.514109767375e-02,        +1.414213562373e-01,        +2.812643693108e-03,        -8.517931915338e-02,        +2.193854403138e-01,        -2.683122098922e-03,        -5.558730032093e-02,        -4.819295257601e-03,        +1.414213562373e-01,        +2.898127696302e-03,        -8.514109767375e-02,        -5.558730032093e-02,        -4.819295257600e-03,        +2.194345237335e-01,        -2.535199222351e-03
 1.55200000e+02,        +1.414213562373e-01,        +1.298351926051e-01,        -2.583216824843e-04,        +1.429670839849e-03,        -8.520272295939e-02,        +1.517049346594e-03,        -8.516580428204e-02,        +1.414213562373e-01,        +1.429670839849e-03,        -8.520272295939e-02,        +2.193747106390e-01,        -3.894439456306e-03,        -5.567959000521e-02,        -3.120319128868e-03,        +1.414213562373e-01,        +1.517049346594e-03,        -8.516580428204e-02,        -5.567959000521e-02,        -3.120319128867e-03,        +2.194263745173e-01,        -3.745952680885e-03
 1.56800000e+02,        +1.414213562373e-01,        +1.298248004936e-01,        -5.362852217280e-04,        +4.650396766736e-05,        -8.520289701403e-02,        +1.357511881341e-04,        -8.516734268029e-02,        +1.414213562373e-01,        +4.650396766717e-05,        -8.520289701403e-02,        +2.193301806877e-01,        -5.105225149746e-03,        -5.572136255651e-02,        -1.418980362862e-03,        +1.414213562373e-01,        +1.357511881342e-04,        -8.516734268029e-02,        -5.572136255651e-02,        -1.418980362860e-03,        +2.193844360968e-01,        -4.956253081003e-03
 1.58400000e+02,        +1.414213562373e-01,        +1.298057479921e-01,        -8.145140955007e-04,        -1.336433894777e-03,        -8.517983195138e-02,        -1.245346141095e-03,        -8.514570268481e-02,        +1.414213562373e-01,        -1.336433894777e-03,        -8.517983195138e-02,        +2.192517147705e-01,        -6.314694940541e-03,        -5.571239426817e-02,        +2.833980496513e-04,        +1.414213562373e-01,        -1.245346141095e-03,        -8.514570268481e-02,        -5.571239426817e-02,        +2.833980496521e-04,        +2.193085698533e-01,        -6.165316972958e-03
 1.60000000e+02,        +1.414213562373e-01,        +1.297780194564e-01,        -1.092754148469e-03,        -2.718719039635e-03,        -8.513352755051e-02,        -2.625821338594e-03,        -8.510088313722e-02,        +1.414213562373e-01,        -2.718719039635e-03,        -8.513352755051e-02,        +2.191391647282e-01,        -7.522051253712e-03,        -5.565246669454e-02,        +1.985476978654e-03,        +1.414213562373e-01,        -2.625821338594e-03,        -8.510088313723e-02,        -5.565246669454e-02,        +1.985476978655e-03,        +2.191986245634e-01,        -7.372347469157e-03
 1.61600000e+02,        +1.414213562373e-01,        +1.297416068376e-01,        -1.370750642402e-03,        -4.099927334334e-03,        -8.506399277420e-02,        -4.005252692460e-03,        -8.503289193542e-02,        +1.414213562373e-01,        -4.099927334334e-03,        -8.506399277420e-02,        +2.189923675751e-01,        -8.726479202210e-03,        -5.554136438224e-02,        +3.685897785451e-03,        +1.414213562373e-01,        -4.005252692460e-03,        -8.503289193542e-02,        -5.554136438225e-02,        +3.685897785451e-03,        +2.190544340278e-01,        -8.576530251921e-03
 1.63200000e+02,        +1.414213562373e-01,        +1.296965097036e-01,        -1.648248500724e-03,        -5.479634477457e-03,        -8.497124579920e-02,        -5.383218338179e-03,        -8.494174605428e-02,        +1.414213562373e-01,        -5.479634477457e-03,        -8.497124579920e-02,        +2.188111429853e-01,        -9.927141798397e-03,        -5.537887242057e-02,        +5.383278142086e-03,        +1.414213562373e-01,        -5.383218338180e-03,        -8.494174605428e-02,        -5.537887242057e-02,        +5.383278142086e-03,        +2.188758145415e-01,        -9.777028764173e-03
 1.64800000e+02,        +1.414213562373e-01,        +1.296427352511e-01,        -1.924992553868e-03,        -6.857416255640e-03,        -8.485531403820e-02,        -6.759296516676e-03,        -8.482747155603e-02,        +1.414213562373e-01,        -6.857416255640e-03,        -8.485531403820e-02,        +2.185952906410e-01,        -1.112317415413e-02,        -5.516477383035e-02,        +7.076206839456e-03,        +1.414213562373e-01,        -6.759296516676e-03,        -8.482747155603e-02,        -5.516477383035e-02,        +7.076206839455e-03,        +2.186625622246e-01,        -1.097297838336e-02
 1.66400000e+02,        +1.414213562373e-01,        +1.295802983091e-01,        -2.200727785003e-03,        -8.232848801143e-03,        -8.471623415366e-02,        -8.133065833193e-03,        -8.469010358990e-02,        +1.414213562373e-01,        -8.232848801143e-03,        -8.471623415366e-02,        +2.183445874874e-01,        -1.231367641949e-02,        -5.489884683489e-02,        +8.763237332566e-03,        +1.414213562373e-01,        -8.133065833193e-03,        -8.469010358990e-02,        -5.489884683489e-02,        +8.763237332565e-03,        +2.184144502584e-01,        -1.216347932746e-02
 1.68000000e+02,        +1.414213562373e-01,        +1.295092213322e-01,        -2.475199575693e-03,        -9.605508849756e-03,        -8.455405206400e-02,        -9.504105516531e-03,        -8.452968638060e-02,        +1.414213562373e-01,        -9.605508849757e-03,        -8.455405206401e-02,        +2.180587849744e-01,        -1.349770514458e-02,        -5.458086209478e-02,        +1.044287970547e-02,        +1.414213562373e-01,        -9.504105516531e-03,        -8.452968638060e-02,        -5.458086209478e-02,        +1.044287970547e-02,        +2.181312261079e-01,        -1.334758797572e-02
 1.69600000e+02,        +1.414213562373e-01,        +1.294295343851e-01,        -2.748153951044e-03,        -1.097497399877e-02,        -8.436882294247e-02,        -1.087199567815e-02,        -8.434627320531e-02,        +1.414213562373e-01,        -1.097497399877e-02,        -8.436882294247e-02,        +2.177376064270e-01,        -1.467426266784e-02,        -5.421058004745e-02,        +1.211359065750e-02,        +1.414213562373e-01,        -1.087199567815e-02,        -8.434627320531e-02,        -5.421058004745e-02,        +1.211359065750e-02,        +2.178126088720e-01,        -1.452430620596e-02
 1.71200000e+02,        +1.414213562373e-01,        +1.293412751185e-01,        -3.019337823865e-03,        -1.234082296482e-02,        -8.416061120925e-02,        -1.223631757056e-02,        -8.413992635840e-02,        +1.414213562373e-01,        -1.234082296482e-02,        -8.416061120925e-02,        +2.173807447747e-01,        -1.584228403401e-02,        -5.378774858219e-02,        +1.377376101151e-02,        +1.414213562373e-01,        -1.223631757056e-02,        -8.413992635840e-02,        -5.378774858218e-02,        +1.377376101151e-02,        +2.174582869932e-01,        -1.569256824866e-02
 1.72800000e+02,        +1.414213562373e-01,        +1.292444887349e-01,        -3.288499237360e-03,        -1.370263584158e-02,        -8.392949051779e-02,        -1.359665384421e-02,        -8.391071710320e-02,        +1.414213562373e-01,        -1.370263584158e-02,        -8.392949051779e-02,        +2.169878610021e-01,        -1.700062082352e-02,        -5.331210141530e-02,        +1.542170012340e-02,        +1.414213562373e-01,        -1.359665384421e-02,        -8.391071710320e-02,        -5.331210141530e-02,        +1.542170012339e-02,        +2.170679166914e-01,        -1.685122443694e-02
 1.74400000e+02,        +1.414213562373e-01,        +1.291392279465e-01,        -3.555387605881e-03,        -1.505999435749e-02,        -8.367554373622e-02,        -1.495258880208e-02,        -8.365872560974e-02,        +1.414213562373e-01,        -1.505999435749e-02,        -8.367554373622e-02,        +2.165585838873e-01,        -1.814802113322e-02,        -5.278335773129e-02,        +1.705561642993e-02,        +1.414213562373e-01,        -1.495258880208e-02,        -8.365872560974e-02,        -5.278335773128e-02,        +1.705561642993e-02,        +2.166411216885e-01,        -1.799902108806e-02
 1.76000000e+02,        +1.414213562373e-01,        +1.290255529230e-01,        -3.819753953258e-03,        -1.641248213410e-02,        -8.339886292537e-02,        -1.630370865041e-02,        -8.338404087704e-02,        +1.414213562373e-01,        -1.641248213410e-02,        -8.339886292537e-02,        +2.160925118897e-01,        -1.928310478658e-02,        -5.220122395410e-02,        +1.867359320943e-02,        +1.414213562373e-01,        -1.630370865041e-02,        -8.338404087704e-02,        -5.220122395410e-02,        +1.867359320943e-02,        +2.161774950906e-01,        -1.913457559001e-02
 1.77600000e+02,        +1.414213562373e-01,        +1.289035312327e-01,        -4.081351148274e-03,        -1.775968494615e-02,        -8.309954931490e-02,        -1.764960174385e-02,        -8.308676063838e-02,        +1.414213562373e-01,        -1.775968494615e-02,        -8.309954931490e-02,        +2.155892184862e-01,        -2.040433268804e-02,        -5.156539895186e-02,        +2.027355846598e-02,        +1.414213562373e-01,        -1.764960174385e-02,        -8.308676063838e-02,        -5.156539895186e-02,        +2.027355846598e-02,        +2.156766047312e-01,        -2.025634560136e-02
 1.79200000e+02,        +1.414213562373e-01,        +1.287732377742e-01,        -4.339934136919e-03,        -1.910119098562e-02,        -8.277771327969e-02,        -1.898985882181e-02,        -8.276699124736e-02,        +1.414213562373e-01,        -1.910119098562e-02,        -8.277771327969e-02,        +2.150482628997e-01,        -2.150996909432e-02,        -5.087558462106e-02,        +2.185324770541e-02,        +1.414213562373e-01,        -1.898985882181e-02,        -8.276699124736e-02,        -5.087558462106e-02,        +2.185324770541e-02,        +2.151380039273e-01,        -2.136259112985e-02
 1.80800000e+02,        +1.414213562373e-01,        +1.286347547012e-01,        -4.595260171179e-03,        -2.043659113304e-02,        -8.243347431867e-02,        -2.032407323177e-02,        -8.242484754253e-02,        +1.414213562373e-01,        -2.043659113304e-02,        -8.243347431867e-02,        +2.144692090861e-01,        -2.259803551962e-02,        -5.013150472494e-02,        +2.341015831436e-02,        +1.414213562373e-01,        -2.032407323177e-02,        -8.242484754253e-02,        -5.013150472494e-02,        +2.341015831436e-02,        +2.145612505275e-01,        -2.245132819736e-02
 1.82400000e+02,        +1.414213562373e-01,        +1.284881713397e-01,        -4.847089034277e-03,        -2.176547924182e-02,        -8.206696103814e-02,        -2.165184113258e-02,        -8.206045268856e-02,        +1.414213562373e-01,        -2.176547924182e-02,        -8.206696103814e-02,        +2.138516571716e-01,        -2.366625513574e-02,        -4.933293618676e-02,        +2.494149439798e-02,        +1.414213562373e-01,        -2.165184113258e-02,        -8.206045268856e-02,        -4.933293618676e-02,        +2.494149439798e-02,        +2.139459384622e-01,        -2.352027294219e-02
 1.84000000e+02,        +1.414213562373e-01,        +1.283335840991e-01,        -5.095183262495e-03,        -2.308745244396e-02,        -8.167831114091e-02,        -2.297276166813e-02,        -8.167393799268e-02,        +1.414213562373e-01,        -2.308745244396e-02,        -8.167831114091e-02,        +2.131952933704e-01,        -2.471198708017e-02,        -4.847975888445e-02,        +2.644410148354e-02,        +1.414213562373e-01,        -2.297276166813e-02,        -8.167393799268e-02,        -4.847975888445e-02,        +2.644410148354e-02,        +2.132917478571e-01,        -2.456677556184e-02
 1.85600000e+02,        +1.414213562373e-01,        +1.281710963767e-01,        -5.339308363893e-03,        -2.440211148944e-02,        -8.126767142034e-02,        -2.428643709746e-02,        -8.126544269802e-02,        +1.414213562373e-01,        -2.440211148944e-02,        -8.126767142034e-02,        +2.124999669009e-01,        -2.573215141278e-02,        -4.757203248525e-02,        +2.791439182725e-02,        +1.414213562373e-01,        -2.428643709746e-02,        -8.126544269802e-02,        -4.757203248525e-02,        +2.791439182725e-02,        +2.125985222700e-01,        -2.558774483084e-02
 1.87200000e+02,        +1.414213562373e-01,        +1.280008184554e-01,        -5.579233034377e-03,        -2.570906113637e-02,        -8.083519775384e-02,        -2.559247286288e-02,        -8.083511375972e-02,        +1.414213562373e-01,        -2.570906113637e-02,        -8.083519775385e-02,        +2.117658055793e-01,        -2.672314817493e-02,        -4.661011203415e-02,        +2.934826377978e-02,        +1.414213562373e-01,        -2.559247286288e-02,        -8.083511375973e-02,        -4.661011203415e-02,        +2.934826377977e-02,        +2.118663847965e-01,        -2.657956665183e-02
 1.88800000e+02,        +1.414213562373e-01,        +1.278228673947e-01,        -5.814729371534e-03,        -2.700791061363e-02,        -8.038105508218e-02,        -2.689047757259e-02,        -8.038310561921e-02,        +1.414213562373e-01,        -2.700791061363e-02,        -8.038105508218e-02,        +2.109933854265e-01,        -2.768077907596e-02,        -4.559481767506e-02,        +3.074102374893e-02,        +1.414213562373e-01,        -2.689047757259e-02,        -8.038310561921e-02,        -4.559481767506e-02,        +3.074102374893e-02,        +2.110959084697e-01,        -2.753802519287e-02
 1.90400000e+02,        +1.414213562373e-01,        +1.276373669146e-01,        -6.045573086372e-03,        -2.829827418161e-02,        -7.990541734723e-02,        -2.818006287143e-02,        -7.990958000544e-02,        +1.414213562373e-01,        -2.829827418161e-02,        -7.990541734723e-02,        +2.101839729808e-01,        -2.860018918714e-02,        -4.452767725689e-02,        +3.208732817526e-02,        +1.414213562373e-01,        -2.818006287143e-02,        -7.990958000544e-02,        -4.452767725689e-02,        +3.208732817526e-02,        +2.102883597644e-01,        -2.845824406379e-02
 1.92000000e+02,        +1.414213562373e-01,        +1.274444472697e-01,        -6.271543712625e-03,        -2.957977181563e-02,        -7.940846733931e-02,        -2.946084317449e-02,        -7.941470581437e-02,        +1.414213562373e-01,        -2.957977181563e-02,        -7.940846733931e-02,        +2.093398600979e-01,        -2.947586049617e-02,        -4.341126167567e-02,        +3.338117744813e-02,        +1.414213562373e-01,        -2.946084317449e-02,        -7.941470581437e-02,        -4.341126167567e-02,        +3.338117744813e-02,        +2.094460351270e-01,        -2.933467953601e-02
 1.93600000e+02,        +1.414213562373e-01,        +1.272442451142e-01,        -6.492424812643e-03,        -3.085203002528e-02,        -7.889039637491e-02,        -3.073243525101e-02,        -7.889865914767e-02,        +1.414213562373e-01,        -3.085203002528e-02,        -7.889039637491e-02,        +2.084648056411e-01,        -3.030171098603e-02,        -4.224962741800e-02,        +3.461601556221e-02,        +1.414213562373e-01,        -3.073243525101e-02,        -7.889865914767e-02,        -4.224962741800e-02,        +3.461601556221e-02,        +2.085727050601e-01,        -3.016121974489e-02
 1.95200000e+02,        +1.414213562373e-01,        +1.270369033567e-01,        -6.708004178298e-03,        -3.211468279004e-02,        -7.835140368751e-02,        -3.199445767890e-02,        -7.836162362975e-02,        +1.414213562373e-01,        -3.211468279004e-02,        -7.835140368751e-02,        +2.075645788909e-01,        -3.107138200235e-02,        -4.104886116078e-02,        +3.578501850211e-02,        +1.414213562373e-01,        -3.199445767890e-02,        -7.836162362975e-02,        -4.104886116078e-02,        +3.578501850211e-02,        +2.076741606410e-01,        -3.093147308963e-02
 1.96800000e+02,        +1.414213562373e-01,        +1.268225710042e-01,        -6.918074025106e-03,        -3.336737252255e-02,        -7.779169537844e-02,        -3.324653026025e-02,        -7.780379115696e-02,        +1.414213562373e-01,        -3.336737252255e-02,        -7.779169537844e-02,        +2.066475537769e-01,        -3.177882739284e-02,        -3.981767544252e-02,        +3.688168516407e-02,        +1.414213562373e-01,        -3.324653026025e-02,        -7.780379115696e-02,        -3.981767544252e-02,        +3.688168516407e-02,        +2.067588114000e-01,        -3.163935996936e-02
 1.98400000e+02,        +1.414213562373e-01,        +1.266014029969e-01,        -7.122431177879e-03,        -3.460975084909e-02,        -7.721148276815e-02,        -3.448827360990e-02,        -7.722536323872e-02,        +1.414213562373e-01,        -3.460975084909e-02,        -7.721148276815e-02,        +2.057252173707e-01,        -3.241933198834e-02,        -3.856791853483e-02,        +3.790085878295e-02,        +1.414213562373e-01,        -3.448827360990e-02,        -7.722536323872e-02,        -3.856791853483e-02,        +3.790085878295e-02,        +2.058381973741e-01,        -3.228013622647e-02
 2.00000000e+02,        +1.414213562373e-01,        +1.263735600352e-01,        -7.320877246724e-03,        -3.584147882146e-02,        -7.661098006545e-02,        -3.571930930405e-02,        -7.662655301242e-02,        +1.414213562373e-01,        -3.584147882146e-02,        -7.661098006545e-02,        +2.048123260063e-01,        -3.299104516447e-02,        -3.731473120358e-02,        +3.884026494357e-02,        +1.414213562373e-01,        -3.571930930405e-02,        -7.662655301242e-02,        -3.731473120358e-02,        +3.884026494357e-02,        +2.049271473424e-01,        -3.285193471908e-02
 2.01600000e+02,        +1.414213562373e-01,        +1.261392083991e-01,        -7.513218792681e-03,        -3.706222599775e-02,        -7.599040151284e-02,        -3.693926115284e-02,        -7.600758777248e-02,        +1.414213562373e-01,        -3.706222599775e-02,        -7.599040151284e-02,        +2.039262990080e-01,        -3.349695693995e-02,        -3.607593921766e-02,        +3.970249360750e-02,        +1.414213562373e-01,        -3.693926115284e-02,        -7.600758777248e-02,        -3.607593921766e-02,        +3.970249360750e-02,        +2.040431709731e-01,        -3.335775243015e-02
 2.03200000e+02,        +1.414213562373e-01,        +1.258985197623e-01,        -7.699267482510e-03,        -3.827166780121e-02,        -7.534995862517e-02,        -3.814775818784e-02,        -7.536871139417e-02,        +1.414213562373e-01,        -3.827166780121e-02,        -7.534995862517e-02,        +2.030853876794e-01,        -3.394691910361e-02,        -3.487021785992e-02,        +4.049702677647e-02,        +1.414213562373e-01,        -3.814775818784e-02,        -7.536871139417e-02,        -3.487021785992e-02,        +4.049702677647e-02,        +2.032046197313e-01,        -3.380748386165e-02
 2.04800000e+02,        +1.414213562373e-01,        +1.256516710018e-01,        -7.878840231873e-03,        -3.946948094004e-02,        -7.468985872223e-02,        -3.934443958126e-02,        -7.471018544849e-02,        +1.414213562373e-01,        -3.946948094004e-02,        -7.468985872223e-02,        +2.023053824346e-01,        -3.435887209883e-02,        -3.371379034972e-02,        +4.124147037998e-02,        +1.414213562373e-01,        -3.934443958126e-02,        -7.471018544850e-02,        -3.371379034972e-02,        +4.124147037998e-02,        +2.024273774775e-01,        -3.421915715395e-02
 2.06400000e+02,        +1.414213562373e-01,        +1.253988440046e-01,        -8.051759336042e-03,        -4.065533763005e-02,        -7.401030627002e-02,        -4.052896075170e-02,        -7.403228748945e-02,        +1.414213562373e-01,        -4.065533763005e-02,        -7.401030627002e-02,        +2.015952831544e-01,        -3.475814812263e-02,        -3.261608593025e-02,        +4.196085766009e-02,        +1.414213562373e-01,        -4.052896075170e-02,        -7.403228748945e-02,        -3.261608593025e-02,        +4.196085766009e-02,        +2.017205071814e-01,        -3.461823701003e-02
 2.08000000e+02,        +1.414213562373e-01,        +1.251402254746e-01,        -8.217852588046e-03,        -4.182890064824e-02,        -7.331150796836e-02,        -4.170099862194e-02,        -7.333530557419e-02,        +1.414213562373e-01,        -4.182890064824e-02,        -7.331150796836e-02,        +2.009533142380e-01,        -3.517404412484e-02,        -3.157574244477e-02,        +4.268421502703e-02,        +1.414213562373e-01,        -4.170099862195e-02,        -7.333530557419e-02,        -3.157574244477e-02,        +4.268421502703e-02,        +2.010822419342e-01,        -3.503418267701e-02
 2.09600000e+02,        +1.414213562373e-01,        +1.248760067434e-01,        -8.376953386356e-03,        -4.298982190527e-02,        -7.259368077901e-02,        -4.286025333234e-02,        -7.261952982443e-02,        +1.414213562373e-01,        -4.298982190527e-02,        -7.259368077901e-02,        +2.003652561246e-01,        -3.563405630305e-02,        -3.057893059030e-02,        +4.343878222166e-02,        +1.414213562373e-01,        -4.286025333234e-02,        -7.261952982443e-02,        -3.057893059030e-02,        +4.343878222166e-02,        +2.004983028762e-01,        -3.549465305992e-02
 2.11200000e+02,        +1.414213562373e-01,        +1.246063835862e-01,        -8.528900836542e-03,        -4.413774618794e-02,        -7.185706002118e-02,        -4.400644475272e-02,        -7.188524391074e-02,        +1.414213562373e-01,        -4.413774618794e-02,        -7.185706002118e-02,        +1.998064665451e-01,        -3.615771313283e-02,        -2.960137755387e-02,        +4.424382842553e-02,        +1.414213562373e-01,        -4.400644475272e-02,        -7.188524391074e-02,        -2.960137755387e-02,        +4.424382842553e-02,        +1.999439262030e-01,        -3.601930522040e-02
 2.12800000e+02,        +1.414213562373e-01,        +1.243315560413e-01,        -8.673539851615e-03,        -4.527231913370e-02,        -7.110190400486e-02,        -4.513930473174e-02,        -7.113272000084e-02,        +1.414213562373e-01,        -4.527231913370e-02,        -7.110190400486e-02,        +1.992471629917e-01,        -3.675258916360e-02,        -2.861366142905e-02,        +4.510665360103e-02,        +1.414213562373e-01,        -4.513930473174e-02,        -7.113272000084e-02,        -2.861366142905e-02,        +4.510665360104e-02,        +1.993891705592e-01,        -3.661578261451e-02
 2.14400000e+02,        +1.414213562373e-01,        +1.240517282275e-01,        -8.810721252928e-03,        -4.639319618855e-02,        -7.032849334594e-02,        -4.625856834029e-02,        -7.036221903529e-02,        +1.414213562373e-01,        -4.639319618855e-02,        -7.032849334594e-02,        +1.986587750831e-01,        -3.741404546163e-02,        -2.758757988197e-02,        +4.602232595092e-02,        +1.414213562373e-01,        -4.625856834029e-02,        -7.036221903529e-02,        -2.758757988197e-02,        +4.602232595092e-02,        +1.988053030678e-01,        -3.727944898273e-02
 2.16000000e+02,        +1.414213562373e-01,        +1.237671081557e-01,        -8.940301869529e-03,        -4.750004911959e-02,        -6.953712591481e-02,        -4.736396754769e-02,        -6.957399537918e-02,        +1.414213562373e-01,        -4.750004911959e-02,        -6.953712591481e-02,        +1.980188552343e-01,        -3.812825189770e-02,        -2.650107460547e-02,        +4.697671052894e-02,        +1.414213562373e-01,        -4.736396754769e-02,        -6.957399537918e-02,        -2.650107460547e-02,        +4.697671052894e-02,        +1.981697386425e-01,        -3.799642276123e-02
 2.17600000e+02,        +1.414213562373e-01,        +1.234779075324e-01,        -9.062144631613e-03,        -4.859256850192e-02,        -6.872811014220e-02,        -4.845522891641e-02,        -6.876830312010e-02,        +1.414213562373e-01,        -4.859256850192e-02,        -6.872811014220e-02,        +1.973132340568e-01,        -3.887665561519e-02,        -2.534039374380e-02,        +4.795094898056e-02,        +1.414213562373e-01,        -4.845522891641e-02,        -6.876830312010e-02,        -2.534039374380e-02,        +4.795094898056e-02,        +1.974682105094e-01,        -3.874806762722e-02
 2.19200000e+02,        +1.414213562373e-01,        +1.231843415575e-01,        -9.176118654358e-03,        -4.967046275305e-02,        -6.790175922520e-02,        -4.953207474224e-02,        -6.794540146349e-02,        +1.414213562373e-01,        -4.967046275305e-02,        -6.790175922520e-02,        +1.965356557583e-01,        -3.964004217226e-02,        -2.409972743365e-02,        +4.892553187419e-02,        +1.414213562373e-01,        -4.953207474224e-02,        -6.794540146349e-02,        -2.409972743365e-02,        +4.892553187419e-02,        +1.966944069541e-01,        -3.951507559252e-02
 2.20800000e+02,        +1.414213562373e-01,        +1.228866287178e-01,        -9.282099310431e-03,        -5.073345534762e-02,        -6.705838744562e-02,        -5.059422600327e-02,        -6.710555801004e-02,        +1.414213562373e-01,        -5.073345534762e-02,        -6.705838744562e-02,        +1.956859759087e-01,        -4.040121292094e-02,        -2.277940131515e-02,        +4.988298414535e-02,        +1.414213562373e-01,        -5.059422600327e-02,        -6.710555801004e-02,        -2.277940131515e-02,        +4.988298414535e-02,        +1.958481616408e-01,        -4.028016011864e-02
 2.22400000e+02,        +1.414213562373e-01,        +1.225849905806e-01,        -9.379968291312e-03,        -5.178128172144e-02,        -6.619830855869e-02,        -5.164140560519e-02,        -6.624904995748e-02,        +1.414213562373e-01,        -5.178128172144e-02,        -6.619830855869e-02,        +1.947680012460e-01,        -4.114620564747e-02,        -2.138371053541e-02,        +5.080909004586e-02,        +1.414213562373e-01,        -5.164140560519e-02,        -6.624904995748e-02,        -2.138371053541e-02,        +5.080909004586e-02,        +1.949332828783e-01,        -4.102928501020e-02
 2.24000000e+02,        +1.414213562373e-01,        +1.222796515878e-01,        -9.469613658372e-03,        -5.281368672472e-02,        -6.532183560394e-02,        -5.267334106066e-02,        -6.537616387677e-02,        +1.414213562373e-01,        -5.281368672472e-02,        -6.532183560394e-02,        +1.937876295752e-01,        -4.186446239794e-02,        -1.991905421587e-02,        +5.169306233157e-02,        +1.414213562373e-01,        -5.267334106066e-02,        -6.537616387677e-02,        -1.991905421587e-02,        +5.169306233157e-02,        +1.939556837264e-01,        -4.175183463116e-02
 2.25600000e+02,        +1.414213562373e-01,        +1.219708388513e-01,        -9.550929884696e-03,        -5.383042288533e-02,        -6.442928143961e-02,        -5.368976634117e-02,        -6.448719476407e-02,        +1.414213562373e-01,        -5.383042288533e-02,        -6.442928143961e-02,        +1.927515236627e-01,        -4.254842549493e-02,        -1.839260510335e-02,        +5.252713788098e-02,        +1.414213562373e-01,        -5.368976634117e-02,        -6.448719476407e-02,        -1.839260510335e-02,        +5.252713788098e-02,        +1.929220484834e-01,        -4.244020882538e-02
 2.27200000e+02,        +1.414213562373e-01,        +1.216587819506e-01,        -9.623817888396e-03,        -5.483124940112e-02,        -6.352095950108e-02,        -5.469042298281e-02,        -6.358244486990e-02,        +1.414213562373e-01,        -5.483124940112e-02,        -6.352095950109e-02,        +1.916662955048e-01,        -4.319292398474e-02,        -1.681149087032e-02,        +5.330596295973e-02,        +1.414213562373e-01,        -5.469042298281e-02,        -6.358244486990e-02,        -1.681149087032e-02,        +5.330596295973e-02,        +1.918390121025e-01,        -4.308920673399e-02
