        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[3][1]| (dB),        arg(S[3][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.),             |S[3][2]| (dB),        arg(S[3][2]) (deg.),             |S[1][3]| (dB),        arg(S[1][3]) (deg.),             |S[2][3]| (dB),        arg(S[2][3]) (deg.),             |S[3][3]| (dB),        arg(S[3][3]) (deg.)
 2.20800000e+02,        -1.667871219785e+01,        -1.533985192032e+02,        -4.515669200630e+00,        -1.271095623111e+02,        -4.520449939849e+00,        -1.270144618167e+02,        -4.515669200630e+00,        -1.271095623111e+02,        -6.404579121558e+00,        -3.666850110227e+01,        -8.228657720896e+00,        +1.145441294700e+02,        -4.520449939849e+00,        -1.270144618167e+02,        -8.228657720896e+00,        +1.145441294700e+02,        -6.397125892091e+00,        -3.650438237302e+01
 2.22400000e+02,        -1.654829762703e+01,        -1.535280159490e+02,        -4.520089890826e+00,        -1.280330356081e+02,        -4.524854944448e+00,        -1.279365610126e+02,        -4.520089890826e+00,        -1.280330356081e+02,        -6.440817949004e+00,        -3.764296057590e+01,        -8.183240610004e+00,        +1.128244672204e+02,        -4.524854944447e+00,        -1.279365610126e+02,        -8.183240610003e+00,        +1.128244672204e+02,        -6.433118686109e+00,        -3.747852255824e+01
 2.24000000e+02,        -1.641990453414e+01,        -1.536778868899e+02,        -4.524574081599e+00,        -1.289560604496e+02,        -4.529318336661e+00,        -1.288582686176e+02,        -4.524574081599e+00,        -1.289560604496e+02,        -6.483138460096e+00,        -3.864075170942e+01,        -8.140413978117e+00,        +1.110733312767e+02,        -4.529318336661e+00,        -1.288582686176e+02,        -8.140413978117e+00,        +1.110733312767e+02,        -6.475211760622e+00,        -3.847604047414e+01
 2.25600000e+02,        -1.629354728608e+01,        -1.538472389184e+02,        -4.529119279869e+00,        -1.298786299140e+02,        -4.533839754324e+00,        -1.297795730704e+02,        -4.529119279869e+00,        -1.298786299140e+02,        -6.531431255730e+00,        -3.965589776476e+01,        -8.100343650702e+00,        +1.092979236303e+02,        -4.533839754324e+00,        -1.297795730704e+02,        -8.100343650702e+00,        +1.092979236303e+02,        -6.523292580125e+00,        -3.949093338963e+01
 2.27200000e+02,        -1.616923551053e+01,        -1.540352203237e+02,        -4.533723238743e+00,        -1.308007380859e+02,        -4.538418535060e+00,        -1.307004623099e+02,        -4.533723238743e+00,        -1.308007380859e+02,        -6.585474110911e+00,        -4.068391085228e+01,        -8.062978523121e+00,        +1.075040916983e+02,        -4.538418535060e+00,        -1.307004623099e+02,        -8.062978523121e+00,        +1.075040916983e+02,        -6.577135747905e+00,        -4.051869626300e+01
 2.28800000e+02,        -1.604697464584e+01,        -1.542410193653e+02,        -4.538383912713e+00,        -1.317223795285e+02,        -4.543053764572e+00,        -1.316209243021e+02,        -4.538383912712e+00,        -1.317223795285e+02,        -6.645004046084e+00,        -4.172155540778e+01,        -8.028145220054e+00,        +1.056964077914e+02,        -4.543053764572e+00,        -1.316209243021e+02,        -8.028145220054e+00,        +1.056964077914e+02,        -6.636475329829e+00,        -4.155608294636e+01
 2.30400000e+02,        -1.592676643710e+01,        -1.544638627940e+02,        -4.543099410138e+00,        -1.326435489750e+02,        -4.547744327596e+00,        -1.325409473485e+02,        -4.543099410138e+00,        -1.326435489750e+02,        -6.709760606509e+00,        -4.276658664994e+01,        -7.995611771780e+00,        +1.038783520493e+02,        -4.547744327596e+00,        -1.325409473485e+02,        -7.995611771780e+00,        +1.038783520493e+02,        -6.701048240418e+00,        -4.260084272836e+01
 2.32000000e+02,        -1.580860938329e+01,        -1.547030143472e+02,        -4.547867951126e+00,        -1.335642411672e+02,        -4.552488953347e+00,        -1.334605202428e+02,        -4.547867951126e+00,        -1.335642411672e+02,        -6.779509325887e+00,        -4.381751322891e+01,        -7.965127516016e+00,        +1.020525194254e+02,        -4.552488953347e+00,        -1.334605202428e+02,        -7.965127516016e+00,        +1.020525194254e+02,        -6.770617728990e+00,        -4.365148150456e+01
 2.33600000e+02,        -1.569249913977e+01,        -1.549577732368e+02,        -4.552687833529e+00,        -1.344844507873e+02,        -4.557286252745e+00,        -1.343796323345e+02,        -4.552687833529e+00,        -1.344844507873e+02,        -6.854052627592e+00,        -4.487340157204e+01,        -7.936446395158e+00,        +1.002208120458e+02,        -4.557286252745e+00,        -1.343796323345e+02,        -7.936446395158e+00,        +1.002208120458e+02,        -6.844984259972e+00,        -4.470706504130e+01
 2.35200000e+02,        -1.557842888040e+01,        -1.552274726456e+02,        -4.557557407043e+00,        -1.354041724423e+02,        -4.562134747417e+00,        -1.352982735369e+02,        -4.557557407043e+00,        -1.354041724423e+02,        -6.933233306206e+00,        -4.593372334745e+01,        -7.909339380162e+00,        +9.838460210515e+01,        -4.562134747417e+00,        -1.352982735369e+02,        -7.909339380162e+00,        +9.838460210515e+01,        -6.923988954481e+00,        -4.576706567525e+01
 2.36800000e+02,        -1.546638962310e+01,        -1.555114782450e+02,        -4.562475054272e+00,        -1.363234006770e+02,        -4.567032891604e+00,        -1.362164343060e+02,        -4.562475054272e+00,        -1.363234006770e+02,        -7.016933953394e+00,        -4.699824068312e+01,        -7.883600132764e+00,        +9.654486278477e+01,        -4.567032891604e+00,        -1.362164343060e+02,        -7.883600132764e+00,        +9.654486278477e+01,        -7.007512970776e+00,        -4.683124700616e+01
 2.38400000e+02,        -1.535637052238e+01,        -1.558091867431e+02,        -4.567439177320e+00,        -1.372421299987e+02,        -4.571979088407e+00,        -1.371341056052e+02,        -4.567439177320e+00,        -1.372421299987e+02,        -7.105074402486e+00,        -4.806692185444e+01,        -7.859046666908e+00,        +9.470227016542e+01,        -4.571979088407e+00,        -1.371341056052e+02,        -7.859046666908e+00,        +9.470227016542e+01,        -7.095474904769e+00,        -4.789957922894e+01
 2.40000000e+02,        -1.524835913218e+01,        -1.561200244706e+02,        -4.572448188580e+00,        -1.381603549050e+02,        -4.576971701680e+00,        -1.380512788655e+02,        -4.572448188580e+00,        -1.381603549050e+02,        -7.197608406590e+00,        -4.913988043972e+01,        -7.835520779397e+00,        +9.285728097623e+01,        -4.576971701680e+00,        -1.380512788655e+02,        -7.835520779396e+00,        +9.285728097623e+01,        -7.187827428393e+00,        -4.897217805259e+01
