        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            Re{V[3][1]} (V),            Im{V[3][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V),            Re{V[3][2]} (V),            Im{V[3][2]} (V),            V_inc[3][3] (V),            Re{V[1][3]} (V),            Im{V[1][3]} (V),            Re{V[2][3]} (V),            Im{V[2][3]} (V),            Re{V[3][3]} (V),            Im{V[3][3]} (V)
 1.45600000e+02,        +7.071067811865e+00,        +6.485875032236e+00,        +6.948946065406e-02,        +4.854935426292e-01,        -4.235740757099e+00,        +4.892789080601e-01,        -4.233551187440e+00,        +7.071067811865e+00,        +4.854935426292e-01,        -4.235740757099e+00,        +1.094681124517e+01,        +1.677273900933e-01,        -2.718827054464e+00,        -6.616630006814e-01,        +7.071067811865e+00,        +4.892789080601e-01,        -4.233551187440e+00,        -2.718827054464e+00,        -6.616630006814e-01,        +1.094863333649e+01,        +1.749252705674e-01
 1.47200000e+02,        +7.071067811865e+00,        +6.487916097860e+00,        +5.593459371829e-02,        +4.167086099895e-01,        -4.242695546264e+00,        +4.205933801844e-01,        -4.240555307553e+00,        +7.071067811865e+00,        +4.167086099895e-01,        -4.242695546264e+00,        +1.095463761655e+01,        +1.076037084297e-01,        -2.735887019544e+00,        -5.782770161810e-01,        +7.071067811865e+00,        +4.205933801844e-01,        -4.240555307553e+00,        -2.735887019544e+00,        -5.782770161810e-01,        +1.095658395988e+01,        +1.148487038939e-01
 1.48800000e+02,        +7.071067811865e+00,        +6.489536696102e+00,        +4.229150015618e-02,        +3.478091665358e-01,        -4.248497950496e+00,        +3.517926388442e-01,        -4.246410244143e+00,        +7.071067811865e+00,        +3.478091665358e-01,        -4.248497950496e+00,        +1.096080212861e+01,        +4.731557602044e-02,        -2.750484350143e+00,        -4.944503274108e-01,        +7.071067811865e+00,        +3.517926388441e-01,        -4.246410244143e+00,        -2.750484350143e+00,        -4.944503274107e-01,        +1.096287392921e+01,        +5.460401137133e-02
 1.50400000e+02,        +7.071067811865e+00,        +6.490733813611e+00,        +2.857246084007e-02,        +2.788160068966e-01,        -4.253145259206e+00,        +2.828973627929e-01,        -4.251113271724e+00,        +7.071067811865e+00,        +2.788160068966e-01,        -4.253145259206e+00,        +1.096529961322e+01,        -1.309910263498e-02,        -2.762605150879e+00,        -4.102466282818e-01,        +7.071067811865e+00,        +2.828973627928e-01,        -4.251113271724e+00,        -2.762605150879e+00,        -4.102466282818e-01,        +1.096749795517e+01,        -5.770960085826e-03
 1.52000000e+02,        +7.071067811865e+00,        +6.491504801047e+00,        +1.478985720168e-02,        +2.097500215316e-01,        -4.256635202986e+00,        +2.139283258414e-01,        -4.254662101187e+00,        +7.071067811865e+00,        +2.097500215316e-01,        -4.256635202987e+00,        +1.096812475639e+01,        -7.360236498480e-02,        -2.772236227824e+00,        -3.257299590631e-01,        +7.071067811865e+00,        +2.139283258414e-01,        -4.254662101187e+00,        -2.772236227824e+00,        -3.257299590630e-01,        +1.097045059843e+01,        -6.623830249776e-02
 1.53600000e+02,        +7.071067811865e+00,        +6.491847376797e+00,        +9.561596569962e-04,        +1.406321846554e-01,        -4.258965957669e+00,        +1.449063848151e-01,        -4.257054883688e+00,        +7.071067811865e+00,        +1.406321846554e-01,        -4.258965957669e+00,        +1.096927201569e+01,        -1.341561049461e-01,        -2.779365016047e+00,        -2.409647628800e-01,        +7.071067811865e+00,        +1.449063848151e-01,        -4.257054883688e+00,        -2.779365016047e+00,        -2.409647628800e-01,        +1.097172618667e+01,        -1.267599611176e-01
 1.55200000e+02,        +7.071067811865e+00,        +6.491759630255e+00,        -1.291608412422e-02,        +7.148354199247e-02,        -4.260136147969e+00,        +7.585246732970e-02,        -4.258290214102e+00,        +7.071067811865e+00,        +7.148354199247e-02,        -4.260136147969e+00,        +1.096873553195e+01,        -1.947219728153e-01,        -2.783979500261e+00,        -1.560159564434e-01,        +7.071067811865e+00,        +7.585246732971e-02,        -4.258290214102e+00,        -2.783979500261e+00,        -1.560159564433e-01,        +1.097131872586e+01,        -1.872976340442e-01
 1.56800000e+02,        +7.071067811865e+00,        +6.491240024679e+00,        -2.681426108640e-02,        +2.325198383368e-03,        -4.260144850702e+00,        +6.787559406704e-03,        -4.258367134015e+00,        +7.071067811865e+00,        +2.325198383359e-03,        -4.260144850702e+00,        +1.096650903438e+01,        -2.552612574873e-01,        -2.786068127825e+00,        -7.094901814308e-02,        +7.071067811865e+00,        +6.787559406711e-03,        -4.258367134015e+00,        -2.786068127825e+00,        -7.094901814302e-02,        +1.096922180484e+01,        -2.478126540502e-01
 1.58400000e+02,        +7.071067811865e+00,        +6.490287399606e+00,        -4.072570477503e-02,        -6.682169473885e-02,        -4.258991597569e+00,        -6.226730705476e-02,        -4.257285134240e+00,        +7.071067811865e+00,        -6.682169473885e-02,        -4.258991597569e+00,        +1.096258573852e+01,        -3.157347470270e-01,        -2.785619713409e+00,        +1.416990248256e-02,        +7.071067811865e+00,        -6.226730705476e-02,        -4.257285134240e+00,        -2.785619713409e+00,        +1.416990248260e-02,        +1.096542849266e+01,        -3.082658486479e-01
 1.60000000e+02,        +7.071067811865e+00,        +6.488900972821e+00,        -5.463770742346e-02,        -1.359359519817e-01,        -4.256676377525e+00,        -1.312910669297e-01,        -4.255044156861e+00,        +7.071067811865e+00,        -1.359359519817e-01,        -4.256676377525e+00,        +1.095695823641e+01,        -3.761025626856e-01,        -2.782623334727e+00,        +9.927384893272e-02,        +7.071067811865e+00,        -1.312910669297e-01,        -4.255044156861e+00,        -2.782623334727e+00,        +9.927384893277e-02,        +1.095993122817e+01,        -3.686173734579e-01
 1.61600000e+02,        +7.071067811865e+00,        +6.487080341880e+00,        -6.853753212010e-02,        -2.049963667167e-01,        -4.253199638710e+00,        -2.002626346230e-01,        -4.251644596771e+00,        +7.071067811865e+00,        -2.049963667167e-01,        -4.253199638710e+00,        +1.094961837875e+01,        -4.363239601105e-01,        -2.777068219112e+00,        +1.842948892726e-01,        +7.071067811865e+00,        -2.002626346230e-01,        -4.251644596771e+00,        -2.777068219112e+00,        +1.842948892726e-01,        +1.095272170139e+01,        -4.288265125961e-01
 1.63200000e+02,        +7.071067811865e+00,        +6.484825485178e+00,        -8.241242503619e-02,        -2.739817238729e-01,        -4.248562289960e+00,        -2.691609169090e-01,        -4.247087302714e+00,        +7.071067811865e+00,        -2.739817238729e-01,        -4.248562289960e+00,        +1.094055714926e+01,        -4.963570899199e-01,        -2.768943621029e+00,        +2.691639071043e-01,        +7.071067811865e+00,        -2.691609169090e-01,        -4.247087302714e+00,        -2.768943621029e+00,        +2.691639071043e-01,        +1.094379072708e+01,        -4.888514382086e-01
 1.64800000e+02,        +7.071067811865e+00,        +6.482136762556e+00,        -9.624962769340e-02,        -3.428708127820e-01,        -4.242765701910e+00,        -3.379648258338e-01,        -4.241373577802e+00,        +7.071067811865e+00,        -3.428708127820e-01,        -4.242765701910e+00,        +1.092976453205e+01,        -5.561587077064e-01,        -2.758238691518e+00,        +3.538103419728e-01,        +7.071067811865e+00,        -3.379648258338e-01,        -4.241373577802e+00,        -2.758238691518e+00,        +3.538103419728e-01,        +1.093312811123e+01,        -5.486489191681e-01
 1.66400000e+02,        +7.071067811865e+00,        +6.479014915457e+00,        -1.100363892501e-01,        -4.116424400571e-01,        -4.235811707683e+00,        -4.066532916596e-01,        -4.234505179495e+00,        +7.071067811865e+00,        -4.116424400571e-01,        -4.235811707683e+00,        +1.091722937437e+01,        -6.156838209746e-01,        -2.744942341745e+00,        +4.381618666283e-01,        +7.071067811865e+00,        -4.066532916596e-01,        -4.234505179495e+00,        -2.744942341744e+00,        +4.381618666282e-01,        +1.092072251292e+01,        -6.081739663728e-01
 1.68000000e+02,        +7.071067811865e+00,        +6.475461066608e+00,        -1.237599787846e-01,        -4.802754424878e-01,        -4.227702603200e+00,        -4.752052758265e-01,        -4.226484319030e+00,        +7.071067811865e+00,        -4.802754424878e-01,        -4.227702603200e+00,        +1.090293924872e+01,        -6.748852572291e-01,        -2.729043104739e+00,        +5.221439852735e-01,        +7.071067811865e+00,        -4.752052758265e-01,        -4.226484319030e+00,        -2.729043104739e+00,        +5.221439852735e-01,        +1.090656130540e+01,        -6.673793987861e-01
 1.69600000e+02,        +7.071067811865e+00,        +6.471476719254e+00,        -1.374076975522e-01,        -5.487486999385e-01,        -4.218441147124e+00,        -5.435997839076e-01,        -4.217313660265e+00,        +7.071067811865e+00,        -5.487486999385e-01,        -4.218441147124e+00,        +1.088688032135e+01,        -7.337131333922e-01,        -2.710529002372e+00,        +6.056795328752e-01,        +7.071067811865e+00,        -5.435997839077e-01,        -4.217313660265e+00,        -2.710529002372e+00,        +6.056795328752e-01,        +1.089063044360e+01,        -7.262153102981e-01
 1.71200000e+02,        +7.071067811865e+00,        +6.467063755924e+00,        -1.509668911932e-01,        -6.170411482410e-01,        -4.208030560463e+00,        -6.118158785280e-01,        -4.206996317920e+00,        +7.071067811865e+00,        -6.170411482410e-01,        -4.208030560463e+00,        +1.086903723874e+01,        -7.921142017007e-01,        -2.689387429109e+00,        +6.886880505753e-01,        +7.071067811865e+00,        -6.118158785280e-01,        -4.206996317920e+00,        -2.689387429109e+00,        +6.886880505753e-01,        +1.087291434966e+01,        -7.846284124332e-01
 1.72800000e+02,        +7.071067811865e+00,        +6.462224436747e+00,        -1.644249618680e-01,        -6.851317920791e-01,        -4.196474525889e+00,        -6.798326922107e-01,        -4.195535855160e+00,        +7.071067811865e+00,        -6.851317920791e-01,        -4.196474525889e+00,        +1.084939305010e+01,        -8.500310411761e-01,        -2.665605070765e+00,        +7.710850061698e-01,        +7.071067811865e+00,        -6.798326922107e-01,        -4.195535855160e+00,        -2.665605070765e+00,        +7.710850061697e-01,        +1.085339583457e+01,        -8.425612218470e-01
 1.74400000e+02,        +7.071067811865e+00,        +6.456961397323e+00,        -1.777693802940e-01,        -7.529997178747e-01,        -4.183777186811e+00,        -7.476294401040e-01,        -4.182936280487e+00,        +7.071067811865e+00,        -7.529997178747e-01,        -4.183777186811e+00,        +1.082792919437e+01,        -9.074010566612e-01,        -2.639167886564e+00,        +8.527808214966e-01,        +7.071067811865e+00,        -7.476294401040e-01,        -4.182936280487e+00,        -2.639167886564e+00,        +8.527808214967e-01,        +1.083205608443e+01,        -8.999510544032e-01
 1.76000000e+02,        +7.071067811865e+00,        +6.451277646149e+00,        -1.909876976629e-01,        -8.206241067048e-01,        -4.169943146268e+00,        -8.151854325206e-01,        -4.169202043852e+00,        +7.071067811865e+00,        -8.206241067048e-01,        -4.169943146268e+00,        +1.080462559449e+01,        -9.641552393291e-01,        -2.610061197705e+00,        +9.336796604713e-01,        +7.071067811865e+00,        -8.151854325206e-01,        -4.169202043852e+00,        -2.610061197705e+00,        +9.336796604713e-01,        +1.080887475453e+01,        -9.567287795004e-01
 1.77600000e+02,        +7.071067811865e+00,        +6.445176561635e+00,        -2.040675574137e-01,        -8.879842473075e-01,        -4.154977465745e+00,        -8.824800871923e-01,        -4.154338031919e+00,        +7.071067811865e+00,        -8.879842473075e-01,        -4.154977465745e+00,        +1.077946092431e+01,        -1.020216634402e+00,        -2.578269947593e+00,        +1.013677923299e+00,        +7.071067811865e+00,        -8.824800871923e-01,        -4.154338031919e+00,        -2.578269947593e+00,        +1.013677923299e+00,        +1.078383023656e+01,        -1.012817280068e+00
 1.79200000e+02,        +7.071067811865e+00,        +6.438661888712e+00,        -2.169967068459e-01,        -9.550595492810e-01,        -4.138885663985e+00,        -9.494929410905e-01,        -4.138349562368e+00,        +7.071067811865e+00,        -9.550595492810e-01,        -4.138885663985e+00,        +1.075241314498e+01,        -1.075498454716e+00,        -2.543779231053e+00,        +1.092662385270e+00,        +7.071067811865e+00,        -9.494929410906e-01,        -4.138349562368e+00,        -2.543779231053e+00,        +1.092662385270e+00,        +1.075690019637e+01,        -1.068129556493e+00
 1.80800000e+02,        +7.071067811865e+00,        +6.431737735059e+00,        -2.297630085589e-01,        -1.021829556652e+00,        -4.121673715934e+00,        -1.016203661589e+00,        -4.121242377127e+00,        +7.071067811865e+00,        -1.021829556652e+00,        -4.121673715934e+00,        +1.072346045431e+01,        -1.129901775981e+00,        -2.506575236247e+00,        +1.170507915718e+00,        +7.071067811865e+00,        -1.016203661589e+00,        -4.121242377127e+00,        -2.506575236247e+00,        +1.170507915718e+00,        +1.072806252638e+01,        -1.122566409868e+00
 1.82400000e+02,        +7.071067811865e+00,        +6.424408566983e+00,        -2.423544517139e-01,        -1.088273962091e+00,        -4.103348051907e+00,        -1.082592056629e+00,        -4.103022634428e+00,        +7.071067811865e+00,        -1.088273962091e+00,        -4.103348051907e+00,        +1.069258285858e+01,        -1.183312756787e+00,        -2.466646809338e+00,        +1.247074719899e+00,        +7.071067811865e+00,        -1.082592056629e+00,        -4.103022634428e+00,        -2.466646809338e+00,        +1.247074719899e+00,        +1.069729692311e+01,        -1.176013647109e+00
 1.84000000e+02,        +7.071067811865e+00,        +6.416679204956e+00,        -2.547591631248e-01,        -1.154372622198e+00,        -4.083915557046e+00,        -1.148638083406e+00,        -4.083696899634e+00,        +7.071067811865e+00,        -1.154372622198e+00,        -4.083915557046e+00,        +1.065976466852e+01,        -1.235599354009e+00,        -2.423987944223e+00,        +1.322205074177e+00,        +7.071067811865e+00,        -1.148638083406e+00,        -4.083696899634e+00,        -2.423987944222e+00,        +1.322205074177e+00,        +1.066458739286e+01,        -1.228338778092e+00
 1.85600000e+02,        +7.071067811865e+00,        +6.408554818836e+00,        -2.669654181947e-01,        -1.220105574472e+00,        -4.063383571017e+00,        -1.214321854873e+00,        -4.063272134901e+00,        +7.071067811865e+00,        -1.220105574472e+00,        -4.063383571017e+00,        +1.062499834504e+01,        -1.286607570639e+00,        -2.378601624263e+00,        +1.395719591362e+00,        +7.071067811865e+00,        -1.214321854873e+00,        -4.063272134901e+00,        -2.378601624263e+00,        +1.395719591362e+00,        +1.062992611350e+01,        -1.279387241542e+00
 1.87200000e+02,        +7.071067811865e+00,        +6.400040922769e+00,        -2.789616517189e-01,        -1.285453056819e+00,        -4.041759887692e+00,        -1.279623643144e+00,        -4.041755687986e+00,        +7.071067811865e+00,        -1.285453056819e+00,        -4.041759887692e+00,        +1.058829027896e+01,        -1.336157408747e+00,        -2.330505601708e+00,        +1.467413188989e+00,        +7.071067811865e+00,        -1.279623643144e+00,        -4.041755687986e+00,        -2.330505601708e+00,        +1.467413188989e+00,        +1.059331923983e+01,        -1.328978332592e+00
 1.88800000e+02,        +7.071067811865e+00,        +6.391143369737e+00,        -2.907364685767e-01,        -1.350395530682e+00,        -4.019052754109e+00,        -1.344523878630e+00,        -4.019155280960e+00,        +7.071067811865e+00,        -1.350395530682e+00,        -4.019052754109e+00,        +1.054966927133e+01,        -1.384038953798e+00,        -2.279740883753e+00,        +1.537051187447e+00,        +7.071067811865e+00,        -1.344523878630e+00,        -4.019155280960e+00,        -2.279740883753e+00,        +1.537051187447e+00,        +1.055479542349e+01,        -1.376901259644e+00
 1.90400000e+02,        +7.071067811865e+00,        +6.381868345732e+00,        -3.022786543186e-01,        -1.414913709080e+00,        -3.995270867361e+00,        -1.409003143571e+00,        -3.995479000272e+00,        +7.071067811865e+00,        -1.414913709080e+00,        -3.995270867361e+00,        +1.050919864904e+01,        -1.430009459357e+00,        -2.226383862844e+00,        +1.604366408763e+00,        +7.071067811865e+00,        -1.409003143571e+00,        -3.995479000272e+00,        -2.226383862844e+00,        +1.604366408763e+00,        +1.051441798822e+01,        -1.422912203189e+00
 1.92000000e+02,        +7.071067811865e+00,        +6.372222363485e+00,        -3.135771856313e-01,        -1.478988590781e+00,        -3.970423366966e+00,        -1.473042158724e+00,        -3.970735290718e+00,        +7.071067811865e+00,        -1.478988590781e+00,        -3.970423366966e+00,        +1.046699300489e+01,        -1.473793024809e+00,        -2.170563083784e+00,        +1.669058872406e+00,        +7.071067811865e+00,        -1.473042158724e+00,        -3.970735290718e+00,        -2.170563083784e+00,        +1.669058872407e+00,        +1.047230175635e+01,        -1.466733976800e+00
 1.93600000e+02,        +7.071067811865e+00,        +6.362212255711e+00,        -3.246212406322e-01,        -1.542601501264e+00,        -3.944519818746e+00,        -1.536621762551e+00,        -3.944932957383e+00,        +7.071067811865e+00,        -1.542601501264e+00,        -3.944519818746e+00,        +1.042324028205e+01,        -1.515085549302e+00,        -2.112481370900e+00,        +1.730800778110e+00,        +7.071067811865e+00,        -1.536621762551e+00,        -3.944932957383e+00,        -2.112481370900e+00,        +1.730800778110e+00,        +1.042863525300e+01,        -1.508060987244e+00
 1.95200000e+02,        +7.071067811865e+00,        +6.351845167836e+00,        -3.354002089149e-01,        -1.605734139502e+00,        -3.917570184376e+00,        -1.599722883945e+00,        -3.918081181488e+00,        +7.071067811865e+00,        -1.605734139502e+00,        -3.917570184376e+00,        +1.037822894454e+01,        -1.553569100118e+00,        -2.052443058039e+00,        +1.789250925106e+00,        +7.071067811865e+00,        -1.599722883945e+00,        -3.918081181488e+00,        -2.052443058039e+00,        +1.789250925106e+00,        +1.038370803205e+01,        -1.546573654481e+00
 1.96800000e+02,        +7.071067811865e+00,        +6.341128550210e+00,        -3.459037012553e-01,        -1.668368626128e+00,        -3.889584768922e+00,        -1.662326513013e+00,        -3.890189557848e+00,        +7.071067811865e+00,        -1.668368626128e+00,        -3.889584768922e+00,        +1.033237768884e+01,        -1.588941369642e+00,        -1.990883772126e+00,        +1.844084258203e+00,        +7.071067811865e+00,        -1.662326513013e+00,        -3.890189557848e+00,        -1.990883772126e+00,        +1.844084258203e+00,        +1.033794057000e+01,        -1.581967998468e+00
 1.98400000e+02,        +7.071067811865e+00,        +6.330070149847e+00,        -3.561215588940e-01,        -1.730487542454e+00,        -3.860574138407e+00,        -1.724413680495e+00,        -3.861268161936e+00,        +7.071067811865e+00,        -1.730487542454e+00,        -3.860574138407e+00,        +1.028626086854e+01,        -1.620966599417e+00,        -1.928395926742e+00,        +1.895042939147e+00,        +7.071067811865e+00,        -1.724413680495e+00,        -3.861268161936e+00,        -1.928395926742e+00,        +1.895042939147e+00,        +1.029190986870e+01,        -1.614006811324e+00
 2.00000000e+02,        +7.071067811865e+00,        +6.318678001761e+00,        -3.660438623362e-01,        -1.792073941073e+00,        -3.830549003272e+00,        -1.785965465203e+00,        -3.831327650621e+00,        +7.071067811865e+00,        -1.792073941073e+00,        -3.830549003272e+00,        +1.024061630031e+01,        -1.649552258224e+00,        -1.865736560179e+00,        +1.942013247179e+00,        +7.071067811865e+00,        -1.785965465203e+00,        -3.831327650621e+00,        -1.865736560179e+00,        +1.942013247178e+00,        +1.024635736712e+01,        -1.642596735954e+00
 2.01600000e+02,        +7.071067811865e+00,        +6.306960419953e+00,        -3.756609396340e-01,        -1.853111299888e+00,        -3.799520075642e+00,        -1.846963057642e+00,        -3.800379388624e+00,        +7.071067811865e+00,        -1.853111299888e+00,        -3.799520075642e+00,        +1.019631495040e+01,        -1.674847846998e+00,        -1.803796960883e+00,        +1.985124680375e+00,        +7.071067811865e+00,        -1.846963057642e+00,        -3.800379388624e+00,        -1.803796960883e+00,        +1.985124680375e+00,        +1.020215854865e+01,        -1.667887621508e+00
 2.03200000e+02,        +7.071067811865e+00,        +6.294925988113e+00,        -3.849633741255e-01,        -1.913583390061e+00,        -3.767497931259e+00,        -1.907387909392e+00,        -3.768435569708e+00,        +7.071067811865e+00,        -1.913583390061e+00,        -3.767497931259e+00,        +1.015426938397e+01,        -1.697345955180e+00,        -1.743510892996e+00,        +2.024851338823e+00,        +7.071067811865e+00,        -1.907387909392e+00,        -3.768435569709e+00,        -1.743510892996e+00,        +2.024851338823e+00,        +1.016023098656e+01,        -1.690374193082e+00
 2.04800000e+02,        +7.071067811865e+00,        +6.282583550091e+00,        -3.939420115937e-01,        -1.973474047002e+00,        -3.734492936111e+00,        -1.967221979063e+00,        -3.735509272425e+00,        +7.071067811865e+00,        -1.973474047002e+00,        -3.734492936111e+00,        +1.011526912173e+01,        -1.717943604941e+00,        -1.685689517486e+00,        +2.062073518999e+00,        +7.071067811865e+00,        -1.967221979063e+00,        -3.735509272425e+00,        -1.685689517486e+00,        +2.062073518999e+00,        +1.012136887388e+01,        -1.710957857698e+00
 2.06400000e+02,        +7.071067811865e+00,        +6.269942200232e+00,        -4.025879668021e-01,        -2.032766881503e+00,        -3.700515313501e+00,        -2.026448037585e+00,        -3.701614374472e+00,        +7.071067811865e+00,        -2.032766881503e+00,        -3.700515313501e+00,        +1.007976415772e+01,        -1.737907406132e+00,        -1.630804296513e+00,        +2.098042883004e+00,        +7.071067811865e+00,        -2.026448037585e+00,        -3.701614374472e+00,        -1.630804296513e+00,        +2.098042883004e+00,        +1.008602535907e+01,        -1.730911850502e+00
 2.08000000e+02,        +7.071067811865e+00,        +6.257011273732e+00,        -4.108926294023e-01,        -2.091445032412e+00,        -3.665575398418e+00,        -2.085049931097e+00,        -3.666765278709e+00,        +7.071067811865e+00,        -2.091445032412e+00,        -3.665575398418e+00,        +1.004766571190e+01,        -1.758702206242e+00,        -1.578787122238e+00,        +2.134210751351e+00,        +7.071067811865e+00,        -2.085049931097e+00,        -3.666765278710e+00,        -1.578787122238e+00,        +2.134210751351e+00,        +1.005411209671e+01,        -1.751709133851e+00
 2.09600000e+02,        +7.071067811865e+00,        +6.243800337169e+00,        -4.188476693178e-01,        -2.149491095263e+00,        -3.629684038951e+00,        -2.143012666617e+00,        -3.630976491222e+00,        +7.071067811865e+00,        -2.149491095263e+00,        -3.629684038951e+00,        +1.001826280623e+01,        -1.781702815153e+00,        -1.528946529515e+00,        +2.171939111083e+00,        +7.071067811865e+00,        -2.143012666617e+00,        -3.630976491222e+00,        -1.528946529515e+00,        +2.171939111083e+00,        +1.002491514381e+01,        -1.774732652996e+00
 2.11200000e+02,        +7.071067811865e+00,        +6.230319179309e+00,        -4.264450418271e-01,        -2.206887309397e+00,        -3.592853001059e+00,        -2.200322237636e+00,        -3.594262195537e+00,        +7.071067811865e+00,        -2.206887309397e+00,        -3.592853001059e+00,        +9.990323327256e+00,        -1.807885656642e+00,        -1.480068877693e+00,        +2.212191421276e+00,        +7.071067811865e+00,        -2.200322237636e+00,        -3.594262195537e+00,        -1.480068877693e+00,        +2.212191421276e+00,        +9.997196310149e+00,        -1.800965261020e+00
 2.12800000e+02,        +7.071067811865e+00,        +6.216577802063e+00,        -4.336769925807e-01,        -2.263615956685e+00,        -3.555095200243e+00,        -2.256965236587e+00,        -3.556636000042e+00,        +7.071067811865e+00,        -2.263615956685e+00,        -3.555095200243e+00,        +9.962358149587e+00,        -1.837629458180e+00,        -1.430683071452e+00,        +2.255332680052e+00,        +7.071067811865e+00,        -2.256965236587e+00,        -3.556636000042e+00,        -1.430683071452e+00,        +2.255332680052e+00,        +9.969458527962e+00,        -1.830789130726e+00
 2.14400000e+02,        +7.071067811865e+00,        +6.202586411373e+00,        -4.405360626464e-01,        -2.319659809427e+00,        -3.516424667297e+00,        -2.312928417015e+00,        -3.518110951764e+00,        +7.071067811865e+00,        -2.319659809427e+00,        -3.516424667297e+00,        +9.932938754157e+00,        -1.870702273081e+00,        -1.379378994099e+00,        +2.301116297546e+00,        +7.071067811865e+00,        -2.312928417015e+00,        -3.518110951764e+00,        -1.379378994099e+00,        +2.301116297546e+00,        +9.940265153392e+00,        -1.863972449137e+00
 2.16000000e+02,        +7.071067811865e+00,        +6.188355407783e+00,        -4.470150934764e-01,        -2.375002455979e+00,        -3.476856295741e+00,        -2.368198377384e+00,        -3.478699768959e+00,        +7.071067811865e+00,        -2.375002455979e+00,        -3.476856295741e+00,        +9.900942761716e+00,        -1.906412594885e+00,        -1.325053730274e+00,        +2.348835526447e+00,        +7.071067811865e+00,        -2.368198377384e+00,        -3.478699768959e+00,        -1.325053730274e+00,        +2.348835526447e+00,        +9.908486932126e+00,        -1.899821138061e+00
 2.17600000e+02,        +7.071067811865e+00,        +6.173895376621e+00,        -4.531072315807e-01,        -2.429628425096e+00,        -3.436405507110e+00,        -2.422761445821e+00,        -3.438415156005e+00,        +7.071067811865e+00,        -2.429628425096e+00,        -3.436405507110e+00,        +9.865661702838e+00,        -1.943832780760e+00,        -1.267019687190e+00,        +2.397547449028e+00,        +7.071067811865e+00,        -2.422761445821e+00,        -3.438415156005e+00,        -1.267019687190e+00,        +2.397547449028e+00,        +9.873410525469e+00,        -1.937403381361e+00
 2.19200000e+02,        +7.071067811865e+00,        +6.159217077875e+00,        -4.588059327179e-01,        -2.483523137652e+00,        -3.395087961260e+00,        -2.476603737112e+00,        -3.397270073174e+00,        +7.071067811865e+00,        -2.483523137652e+00,        -3.395087961260e+00,        +9.826782787913e+00,        -1.982002108613e+00,        -1.204986371683e+00,        +2.446276593709e+00,        +7.071067811865e+00,        -2.476603737112e+00,        -3.397270073174e+00,        -1.204986371682e+00,        +2.446276593709e+00,        +9.834720347705e+00,        -1.975753779626e+00
 2.20800000e+02,        +7.071067811865e+00,        +6.144331435889e+00,        -4.641049655215e-01,        -2.536672767381e+00,        -3.352919372281e+00,        -2.529711300163e+00,        -3.355277900502e+00,        +7.071067811865e+00,        -2.536672767381e+00,        -3.352919372281e+00,        +9.784298795437e+00,        -2.020060646047e+00,        -1.138970065757e+00,        +2.494149207267e+00,        +7.071067811865e+00,        -2.529711300163e+00,        -3.355277900502e+00,        -1.138970065757e+00,        +2.494149207267e+00,        +9.792408082040e+00,        -2.014008005932e+00
 2.22400000e+02,        +7.071067811865e+00,        +6.129249529031e+00,        -4.689984145656e-01,        -2.589064086072e+00,        -3.309915427934e+00,        -2.582070280259e+00,        -3.312452497874e+00,        +7.071067811865e+00,        -2.589064086072e+00,        -3.309915427934e+00,        +9.738400062299e+00,        -2.057310282373e+00,        -1.069185526771e+00,        +2.540454502293e+00,        +7.071067811865e+00,        -2.582070280259e+00,        -3.312452497874e+00,        -1.069185526771e+00,        +2.540454502293e+00,        +9.746664143913e+00,        -2.051464250510e+00
 2.24000000e+02,        +7.071067811865e+00,        +6.113982579391e+00,        -4.734806829186e-01,        -2.640684336236e+00,        -3.266091780197e+00,        -2.633667053033e+00,        -3.268808193838e+00,        +7.071067811865e+00,        -2.640684336236e+00,        -3.266091780197e+00,        +9.689381478760e+00,        -2.093223119897e+00,        -9.959527107936e-01,        +2.584653116579e+00,        +7.071067811865e+00,        -2.633667053033e+00,        -3.268808193839e+00,        -9.959527107937e-01,        +2.584653116579e+00,        +9.697784186320e+00,        -2.087591731558e+00
 2.25600000e+02,        +7.071067811865e+00,        +6.098541942564e+00,        -4.775464942348e-01,        -2.691521144267e+00,        -3.221464071981e+00,        -2.684488317058e+00,        -3.224359738203e+00,        +7.071067811865e+00,        -2.691521144267e+00,        -3.221464071981e+00,        +9.637576183137e+00,        -2.127421274747e+00,        -9.196302551677e-01,        +2.626356894049e+00,        +7.071067811865e+00,        -2.684488317058e+00,        -3.224359738203e+00,        -9.196302551677e-01,        +2.626356894049e+00,        +9.646102424172e+00,        -2.122010441269e+00
 2.27200000e+02,        +7.071067811865e+00,        +6.082939097529e+00,        -4.811908944198e-01,        -2.741562470056e+00,        -3.176047975054e+00,        -2.734521149140e+00,        -3.179122243495e+00,        +7.071067811865e+00,        -2.741562470056e+00,        -3.176047975054e+00,        +9.583314775242e+00,        -2.159646199237e+00,        -8.405745435160e-01,        +2.665298147987e+00,        +7.071067811865e+00,        -2.734521149140e+00,        -3.179122243495e+00,        -8.405745435160e-01,        +2.665298147986e+00,        +9.591950605123e+00,        -2.154460336700e+00
