        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            Re{V[3][1]} (V),            Im{V[3][1]} (V),            Re{V[4][1]} (V),            Im{V[4][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V),            Re{V[3][2]} (V),            Im{V[3][2]} (V),            Re{V[4][2]} (V),            Im{V[4][2]} (V),            V_inc[3][3] (V),            Re{V[1][3]} (V),            Im{V[1][3]} (V),            Re{V[2][3]} (V),            Im{V[2][3]} (V),            Re{V[3][3]} (V),            Im{V[3][3]} (V),            Re{V[4][3]} (V),            Im{V[4][3]} (V),            V_inc[4][4] (V),            Re{V[1][4]} (V),            Im{V[1][4]} (V),            Re{V[2][4]} (V),            Im{V[2][4]} (V),            Re{V[3][4]} (V),            Im{V[3][4]} (V),            Re{V[4][4]} (V),            Im{V[4][4]} (V)
 8.00000000e+01,        +7.071067811865e+00,        +3.486000158287e+00,        +1.472224545242e+00,        +1.980617579767e+00,        -2.238967811028e+00,        +6.511410246240e-01,        -3.600911802145e+00,        +1.388741908968e+00,        -2.652282843974e+00,        +7.071067811865e+00,        +1.980617579767e+00,        -2.238967811028e+00,        +3.486791408448e+00,        +1.470176275578e+00,        +1.389827747735e+00,        -2.652770603153e+00,        +6.509219304884e-01,        -3.601743775355e+00,        +7.071067811865e+00,        +6.511410246240e-01,        -3.600911802145e+00,        +1.389827747735e+00,        -2.652770603153e+00,        +3.485745455493e+00,        +1.471890643872e+00,        +1.980203824898e+00,        -2.238135627158e+00,        +7.071067811865e+00,        +1.388741908968e+00,        -2.652282843974e+00,        +6.509219304884e-01,        -3.601743775356e+00,        +1.980203824898e+00,        -2.238135627158e+00,        +3.486666536003e+00,        +1.473741340731e+00
 8.16000000e+01,        +7.071067811865e+00,        +3.515274506917e+00,        +1.528824246756e+00,        +1.949541786104e+00,        -2.253871529452e+00,        +5.541527418159e-01,        -3.634012887181e+00,        +1.326485237626e+00,        -2.667871521872e+00,        +7.071067811865e+00,        +1.949541786104e+00,        -2.253871529452e+00,        +3.516096312908e+00,        +1.526732362147e+00,        +1.327570163295e+00,        -2.668414747429e+00,        +5.538896920131e-01,        -3.634879344034e+00,        +7.071067811865e+00,        +5.541527418159e-01,        -3.634012887181e+00,        +1.327570163295e+00,        -2.668414747429e+00,        +3.515027610247e+00,        +1.528518141140e+00,        +1.949139038984e+00,        -2.252991740846e+00,        +7.071067811865e+00,        +1.326485237626e+00,        -2.667871521872e+00,        +5.538896920131e-01,        -3.634879344034e+00,        +1.949139038984e+00,        -2.252991740846e+00,        +3.516019541162e+00,        +1.530399298509e+00
 8.32000000e+01,        +7.071067811865e+00,        +3.547424518392e+00,        +1.585514266926e+00,        +1.919460444850e+00,        -2.268360901263e+00,        +4.555448209729e-01,        -3.665355238572e+00,        +1.263924958949e+00,        -2.681998372969e+00,        +7.071067811865e+00,        +1.919460444850e+00,        -2.268360901263e+00,        +3.548279215231e+00,        +1.583379089675e+00,        +1.265006190104e+00,        -2.682598340516e+00,        +4.552339829151e-01,        -3.666255736231e+00,        +7.071067811865e+00,        +4.555448209729e-01,        -3.665355238572e+00,        +1.265006190104e+00,        -2.682598340516e+00,        +3.547187726176e+00,        +1.585238171569e+00,        +1.919070975213e+00,        -2.267432529925e+00,        +7.071067811865e+00,        +1.263924958949e+00,        -2.681998372969e+00,        +4.552339829151e-01,        -3.666255736231e+00,        +1.919070975213e+00,        -2.267432529925e+00,        +3.548254182436e+00,        +1.587147349727e+00
 8.48000000e+01,        +7.071067811865e+00,        +3.582529860325e+00,        +1.642167696962e+00,        +1.890402264105e+00,        -2.282523996143e+00,        +3.552712462649e-01,        -3.694881776257e+00,        +1.201059786325e+00,        -2.694643835700e+00,        +7.071067811865e+00,        +1.890402264105e+00,        -2.282523996143e+00,        +3.583420045420e+00,        +1.639989444925e+00,        +1.202134409592e+00,        -2.695301735138e+00,        +3.549085990037e-01,        -3.695815658249e+00,        +7.071067811865e+00,        +3.552712462649e-01,        -3.694881776257e+00,        +1.202134409592e+00,        -2.695301735138e+00,        +3.582305694688e+00,        +1.641923826335e+00,        +1.890028459394e+00,        -2.281546129656e+00,        +7.071067811865e+00,        +1.201059786325e+00,        -2.694643835700e+00,        +3.549085990037e-01,        -3.695815658249e+00,        +1.890028459394e+00,        -2.281546129655e+00,        +3.583450433776e+00,        +1.643858315547e+00
 8.64000000e+01,        +7.071067811865e+00,        +3.620668104252e+00,        +1.698650126123e+00,        +1.862392463708e+00,        -2.296452901081e+00,        +2.532846801078e-01,        -3.722526943182e+00,        +1.137888353237e+00,        -2.705783236102e+00,        +7.071067811865e+00,        +1.862392463708e+00,        -2.296452901081e+00,        +3.621596648842e+00,        +1.696428882790e+00,        +1.138953319964e+00,        -2.706500163883e+00,        +2.528660125797e-01,        -3.723493313670e+00,        +7.071067811865e+00,        +2.532846801078e-01,        -3.722526943182e+00,        +1.138953319964e+00,        -2.706500163883e+00,        +3.620459323533e+00,        +1.698440681679e+00,        +1.862036832305e+00,        -2.295424700503e+00,        +7.071067811865e+00,        +1.137888353237e+00,        -2.705783236102e+00,        +2.528660125797e-01,        -3.723493313670e+00,        +1.862036832305e+00,        -2.295424700503e+00,        +3.621686179775e+00,        +1.700397480178e+00
 8.80000000e+01,        +7.071067811865e+00,        +3.661914336509e+00,        +1.754819169388e+00,        +1.835452433707e+00,        -2.310243932141e+00,        +1.495370361508e-01,        -3.748216116763e+00,        +1.074409736356e+00,        -2.715386455701e+00,        +7.071067811865e+00,        +1.835452433707e+00,        -2.310243932141e+00,        +3.662884395538e+00,        +1.752554850927e+00,        +1.075461859267e+00,        -2.716163406238e+00,        +1.490579470480e-01,        -3.749213812546e+00,        +7.071067811865e+00,        +1.495370361508e-01,        -3.748216116763e+00,        +1.075461859267e+00,        -2.716163406238e+00,        +3.661723947668e+00,        +1.754646324909e+00,        +1.835117608030e+00,        -2.309164640739e+00,        +7.071067811865e+00,        +1.074409736356e+00,        -2.715386455701e+00,        +1.490579470480e-01,        -3.749213812546e+00,        +1.835117608030e+00,        -2.309164640739e+00,        +3.663036824706e+00,        +1.756622115282e+00
 8.96000000e+01,        +7.071067811865e+00,        +3.706340689592e+00,        +1.810523976591e+00,        +1.809599328724e+00,        -2.323997847545e+00,        +4.398012955995e-02,        -3.771865017083e+00,        +1.010624040532e+00,        -2.723417613330e+00,        +7.071067811865e+00,        +1.809599328724e+00,        -2.323997847545e+00,        +3.707355709674e+00,        +1.808216295710e+00,        +1.011659990422e+00,        -2.724255469474e+00,        +4.343602915978e-02,        -3.772892577215e+00,        +7.071067811865e+00,        +4.398012955995e-02,        -3.771865017083e+00,        +1.011659990422e+00,        -2.724255469474e+00,        +3.706171960496e+00,        +1.810389861735e+00,        +1.809288068113e+00,        -2.322866800446e+00,        +7.071067811865e+00,        +1.010624040532e+00,        -2.723417613330e+00,        +4.343602915979e-02,        -3.772892577215e+00,        +1.809288068113e+00,        -2.322866800446e+00,        +3.707574821633e+00,        +1.812380985672e+00
 9.12000000e+01,        +7.071067811865e+00,        +3.754015784802e+00,        +1.865604729202e+00,        +1.784845591297e+00,        -2.337820055201e+00,        -6.343358699360e-02,        -3.793379117029e+00,        +9.465330517669e-01,        -2.729834766769e+00,        +7.071067811865e+00,        +1.784845591297e+00,        -2.337820055201e+00,        +3.755079509839e+00,        +1.863253155675e+00,        +9.475493543140e-01,        -2.730734289258e+00,        -6.404747266427e-02,        -3.794434749985e+00,        +7.071067811865e+00,        -6.343358699360e-02,        -3.793379117029e+00,        +9.475493543140e-01,        -2.730734289258e+00,        +3.753872256237e+00,        +1.865511411094e+00,        +1.784560784578e+00,        -2.336636690025e+00,        +7.071067811865e+00,        +9.465330517669e-01,        -2.729834766769e+00,        -6.404747266426e-02,        -3.794434749985e+00,        +1.784560784578e+00,        -2.336636690025e+00,        +3.755369112320e+00,        +1.867513842520e+00
 9.28000000e+01,        +7.071067811865e+00,        +3.805004076599e+00,        +1.919892132503e+00,        +1.761198397177e+00,        -2.351820806284e+00,        -1.727501927437e-01,        -3.812653061160e+00,        +8.821409644854e-01,        -2.734589641621e+00,        +7.071067811865e+00,        +1.761198397177e+00,        -2.351820806284e+00,        +3.806120550582e+00,        +1.917495850246e+00,        +8.831339972859e-01,        -2.735551457414e+00,        -1.734388149792e-01,        -3.813734609499e+00,        +7.071067811865e+00,        -1.727501927437e-01,        -3.812653061160e+00,        +8.831339972859e-01,        -2.735551457414e+00,        +3.804889573829e+00,        +1.919841595218e+00,        +1.760943064811e+00,        -2.350584674825e+00,        +7.071067811865e+00,        +8.821409644854e-01,        -2.734589641621e+00,        -1.734388149792e-01,        -3.813734609499e+00,        +1.760943064811e+00,        -2.350584674825e+00,        +3.806484468302e+00,        +1.921850911825e+00
 9.44000000e+01,        +7.071067811865e+00,        +3.859365088837e+00,        +1.973206912733e+00,        +1.738659015643e+00,        -2.366115364770e+00,        -2.840133643784e-01,        -3.829570101934e+00,        +8.174551894591e-01,        -2.737627396558e+00,        +7.071067811865e+00,        +1.738659015643e+00,        -2.366115364770e+00,        +3.860538655285e+00,        +1.970764773348e+00,        +8.184211794004e-01,        -2.738651985960e+00,        -2.847818416182e-01,        -3.830675004452e+00,        +7.071067811865e+00,        -2.840133643784e-01,        -3.829570101934e+00,        +8.184211794004e-01,        -2.738651985960e+00,        +3.859283732511e+00,        +1.973201034532e+00,        +1.738436311293e+00,        -2.364826145789e+00,        +7.071067811865e+00,        +8.174551894591e-01,        -2.737627396558e+00,        -2.847818416182e-01,        -3.830675004452e+00,        +1.738436311293e+00,        -2.364826145789e+00,        +3.860980723219e+00,        +1.975212387790e+00
 9.60000000e+01,        +7.071067811865e+00,        +3.917152533010e+00,        +2.025359330900e+00,        +1.717222078138e+00,        -2.380824140847e+00,        -3.972633283118e-01,        -3.844001564061e+00,        +7.524872485722e-01,        -2.738886436057e+00,        +7.071067811865e+00,        +1.717222078138e+00,        -2.380824140847e+00,        +3.918387830405e+00,        +2.022869803629e+00,        +7.534222696822e-01,        -2.739974118548e+00,        -3.981169321781e-01,        -3.845126815456e+00,        +7.071067811865e+00,        -3.972633283118e-01,        -3.844001564061e+00,        +7.534222696822e-01,        -2.739974118548e+00,        +3.917108749152e+00,        +2.025399859063e+00,        +1.717035289532e+00,        -2.379481654036e+00,        +7.071067811865e+00,        +7.524872485722e-01,        -2.738886436057e+00,        -3.981169321781e-01,        -3.845126815456e+00,        +1.717035289532e+00,        -2.379481654036e+00,        +3.918911886444e+00,        +2.027407942828e+00
 9.76000000e+01,        +7.071067811865e+00,        +3.978413298796e+00,        +2.076148727330e+00,        +1.696874749138e+00,        -2.396072773939e+00,        -5.125356903599e-01,        -3.855806350158e+00,        +6.872537621465e-01,        -2.738298284002e+00,        +7.071067811865e+00,        +1.696874749138e+00,        -2.396072773939e+00,        +3.979715251345e+00,        +2.073609845449e+00,        +6.881537340790e-01,        -2.739449202680e+00,        -5.134798273104e-01,        -3.856948458312e+00,        +7.071067811865e+00,        -5.125356903600e-01,        -3.855806350158e+00,        +6.881537340790e-01,        -2.739449202680e+00,        +3.978411827609e+00,        +2.076237250457e+00,        +1.696727298023e+00,        -2.394676995092e+00,        +7.071067811865e+00,        +6.872537621465e-01,        -2.738298284002e+00,        -5.134798273104e-01,        -3.856948458312e+00,        +1.696727298023e+00,        -2.394676995092e+00,        +3.980325128249e+00,        +2.078236268345e+00
 9.92000000e+01,        +7.071067811865e+00,        +4.043186307770e+00,        +2.125363113739e+00,        +1.677595794028e+00,        -2.411992148598e+00,        -6.298601339516e-01,        -3.864830503640e+00,        +6.217775337079e-01,        -2.735787533983e+00,        +7.071067811865e+00,        +1.677595794028e+00,        -2.411992148598e+00,        +4.044560110688e+00,        +2.122772417472e+00,        +6.226382210504e-01,        -2.737001638555e+00,        -6.309003218898e-01,        -3.865985444667e+00,        +7.071067811865e+00,        -6.298601339516e-01,        -3.864830503640e+00,        +6.226382210504e-01,        -2.737001638555e+00,        +4.043232210907e+00,        +2.125501031400e+00,        +1.677491235038e+00,        -2.410543226026e+00,        +7.071067811865e+00,        +6.217775337079e-01,        -2.735787533983e+00,        -6.309003218897e-01,        -3.865985444667e+00,        +1.677491235038e+00,        -2.410543226026e+00,        +4.045259627250e+00,        +2.127484663182e+00
 1.00800000e+02,        +7.071067811865e+00,        +4.111501222074e+00,        +2.172778832574e+00,        +1.659354540208e+00,        -2.428718323833e+00,        -7.492589788907e-01,        -3.870906847755e+00,        +5.560887357669e-01,        -2.731271894898e+00,        +7.071067811865e+00,        +1.659354540208e+00,        -2.428718323833e+00,        +4.112952320549e+00,        +2.170133308719e+00,        +5.569057483846e-01,        -2.732548923135e+00,        -7.504008180184e-01,        -3.872070019091e+00,        +7.071067811865e+00,        -7.492589788907e-01,        -3.870906847755e+00,        +5.569057483846e-01,        -2.732548923135e+00,        +4.111599887992e+00,        +2.172967322215e+00,        +1.659296558404e+00,        -2.427216596037e+00,        +7.071067811865e+00,        +5.560887357669e-01,        -2.731271894898e+00,        -7.504008180184e-01,        -3.872070019091e+00,        +1.659296558404e+00,        -2.427216596037e+00,        +4.113745271873e+00,        +2.174928689563e+00
 1.02400000e+02,        +7.071067811865e+00,        +4.183377001364e+00,        +2.218160306652e+00,        +1.642109729545e+00,        -2.446392353586e+00,        -8.707455941284e-01,        -3.873854723021e+00,        +4.902261983056e-01,        -2.724662353325e+00,        +7.071067811865e+00,        +1.642109729545e+00,        -2.446392353586e+00,        +4.184911062258e+00,        +2.215456325216e+00,        +4.909949929623e-01,        -2.726001810946e+00,        -8.719947312712e-01,        -3.875020894897e+00,        +7.071067811865e+00,        -8.707455941284e-01,        -3.873854723021e+00,        +4.909949929622e-01,        -2.726001810946e+00,        +4.183534148338e+00,        +2.218400287692e+00,        +1.642102136387e+00,        -2.444838368169e+00,        +7.071067811865e+00,        +4.902261983056e-01,        -2.724662353325e+00,        -8.719947312712e-01,        -3.875020894897e+00,        +1.642102136387e+00,        -2.444838368169e+00,        +4.185801209061e+00,        +2.220331919702e+00
 1.04000000e+02,        +7.071067811865e+00,        +4.258820303537e+00,        +2.261259905542e+00,        +1.625808262974e+00,        -2.465159973019e+00,        -9.943226601208e-01,        -3.873479848778e+00,        +4.242387990741e-01,        -2.715863477244e+00,        +7.071067811865e+00,        +1.625808262974e+00,        -2.465159973019e+00,        +4.260443178812e+00,        +2.258493153842e+00,        +4.249546826048e-01,        -2.717264616188e+00,        -9.956847457085e-01,        -3.874643114592e+00,        +7.071067811865e+00,        -9.943226601208e-01,        -3.873479848778e+00,        +4.249546826048e-01,        -2.717264616188e+00,        +4.259041979834e+00,        +2.261552000645e+00,        +1.625854990446e+00,        -2.463554506800e+00,        +7.071067811865e+00,        +4.242387990741e-01,        -2.715863477244e+00,        -9.956847457085e-01,        -3.874643114592e+00,        +1.625854990446e+00,        -2.463554506800e+00,        +4.261434235649e+00,        +2.263445799697e+00
 1.05600000e+02,        +7.071067811865e+00,        +4.337823727698e+00,        +2.301817958773e+00,        +1.610383841490e+00,        -2.485171122237e+00,        -1.119980279276e+00,        -3.869574338250e+00,        +3.581869513919e-01,        -2.704773888750e+00,        +7.071067811865e+00,        +1.610383841490e+00,        -2.485171122237e+00,        +4.339541408506e+00,        +2.298983373614e+00,        +3.588450857323e-01,        -2.706235683836e+00,        -1.121460916128e+00,        -3.870728064474e+00,        +7.071067811865e+00,        -1.119980279276e+00,        -3.869574338250e+00,        +3.588450857322e-01,        -2.706235683836e+00,        +4.338116308378e+00,        +2.302162452344e+00,        +1.610488934087e+00,        -2.483515202489e+00,        +7.071067811865e+00,        +3.581869513919e-01,        -2.704773888750e+00,        -1.121460916128e+00,        -3.870728064474e+00,        +1.610488934087e+00,        -2.483515202489e+00,        +4.340637030820e+00,        +2.304009660963e+00
 1.07200000e+02,        +7.071067811865e+00,        +4.420363901793e+00,        +2.339562949551e+00,        +1.595755512218e+00,        -2.506579276121e+00,        -1.247693936884e+00,        -3.861916900151e+00,        +2.921441807696e-01,        -2.691286936409e+00,        +7.071067811865e+00,        +1.595755512218e+00,        -2.506579276121e+00,        +4.422182462097e+00,        +2.336654648309e+00,        +2.927395901799e-01,        -2.692808060413e+00,        -1.249298619929e+00,        -3.863053676601e+00,        +7.071067811865e+00,        -1.247693936884e+00,        -3.861916900151e+00,        +2.927395901799e-01,        -2.692808060413e+00,        +4.420734081540e+00,        +2.339959743546e+00,        +1.595923116456e+00,        -2.504874202808e+00,        +7.071067811865e+00,        +2.921441807696e-01,        -2.691286936409e+00,        -1.249298619929e+00,        -3.863053676601e+00,        +1.595923116456e+00,        -2.504874202808e+00,        +4.423386232012e+00,        +2.341750913118e+00
 1.08800000e+02,        +7.071067811865e+00,        +4.506399422324e+00,        +2.374211926106e+00,        +1.581826133728e+00,        -2.529540546256e+00,        -1.377422319893e+00,        -3.850273263393e+00,        +2.261987761947e-01,        -2.675291600625e+00,        +7.071067811865e+00,        +1.581826133728e+00,        -2.529540546256e+00,        +4.508324950917e+00,        +2.371223137770e+00,        +2.267263570492e-01,        -2.676870397864e+00,        -1.379156365957e+00,        -3.851384854894e+00,        +7.071067811865e+00,        -1.377422319893e+00,        -3.850273263393e+00,        +2.267263570492e-01,        -2.676870397864e+00,        +4.506854203661e+00,        +2.374660493371e+00,        +1.582060484861e+00,        -2.527787915078e+00,        +7.071067811865e+00,        +2.261987761947e-01,        -2.675291600625e+00,        -1.379156365957e+00,        -3.851384854894e+00,        +1.582060484861e+00,        -2.527787915078e+00,        +4.509640361672e+00,        +2.376385455703e+00
 1.10400000e+02,        +7.071067811865e+00,        +4.595868659814e+00,        +2.405471170901e+00,        +1.568480781525e+00,        -2.554212518768e+00,        -1.509105007135e+00,        -3.834396864571e+00,        +1.604554952404e-01,        -2.656673667606e+00,        +7.071067811865e+00,        +1.568480781525e+00,        -2.554212518768e+00,        +4.597907179605e+00,        +2.402394168407e+00,        +1.609100287804e-01,        -2.658308126129e+00,        -1.510973473962e+00,        -3.835474165270e+00,        +7.071067811865e+00,        -1.509105007135e+00,        -3.834396864571e+00,        +1.609100287804e-01,        -2.658308126129e+00,        +4.596415336030e+00,        +2.405970506342e+00,        +1.568786187096e+00,        -2.552414244804e+00,        +7.071067811865e+00,        +1.604554952404e-01,        -2.656673667606e+00,        -1.510973473962e+00,        -3.835474165270e+00,        +1.568786187096e+00,        -2.552414244804e+00,        +4.599337618565e+00,        +2.407618349263e+00
 1.12000000e+02,        +7.071067811865e+00,        +4.688687451265e+00,        +2.433037170333e+00,        +1.555585122617e+00,        -2.580752790608e+00,        -1.642660052093e+00,        -3.814029840378e+00,        +9.503729416965e-02,        -2.635317208851e+00,        +7.071067811865e+00,        +1.555585122617e+00,        -2.580752790608e+00,        +4.690844824742e+00,        +2.429863205815e+00,        +9.541346264584e-02,        -2.637004931457e+00,        -1.644667645853e+00,        -3.815062832227e+00,        +7.071067811865e+00,        -1.642660052093e+00,        -3.814029840378e+00,        +9.541346264581e-02,        -2.637004931457e+00,        +4.689333583325e+00,        +2.433585740331e+00,        +1.555965942502e+00,        -2.578911132201e+00,        +7.071067811865e+00,        +9.503729416965e-02,        -2.635317208851e+00,        -1.644667645853e+00,        -3.815062832227e+00,        +1.555965942502e+00,        -2.578911132201e+00,        +4.692393554923e+00,        +2.435144788733e+00
 1.13600000e+02,        +7.071067811865e+00,        +4.784746709785e+00,        +2.456597928961e+00,        +1.542983797425e+00,        -2.609317166614e+00,        -1.777981488305e+00,        -3.788904368558e+00,        +3.008704489054e-02,        -2.611106403274e+00,        +7.071067811865e+00,        +1.542983797425e+00,        -2.609317166614e+00,        +4.787028529691e+00,        +2.453317173885e+00,        +3.037945153774e-02,        -2.612844577609e+00,        -1.780132458931e+00,        -3.789882085726e+00,        +7.071067811865e+00,        -1.777981488305e+00,        -3.788904368558e+00,        +3.037945153773e-02,        -2.612844577609e+00,        +4.785500096512e+00,        +2.457193619614e+00,        +1.543444420010e+00,        -2.607434749145e+00,        +7.071067811865e+00,        +3.008704489055e-02,        -2.611106403274e+00,        -1.780132458931e+00,        -3.789882085726e+00,        +1.543444420010e+00,        -2.607434749145e+00,        +4.788698669746e+00,        +2.458651423530e+00
 1.15200000e+02,        +7.071067811865e+00,        +4.883909991897e+00,        +2.475834672249e+00,        +1.530498857937e+00,        -2.640057481269e+00,        -1.914936797747e+00,        -3.758744400974e+00,        -3.423080999965e-02,        -2.583927737607e+00,        +7.071067811865e+00,        +1.530498857937e+00,        -2.640057481269e+00,        +4.886321456308e+00,        +2.472436164736e+00,        -3.402761670202e-02,        -2.585713105693e+00,        -1.917234821671e+00,        -3.759654902286e+00,        +7.071067811865e+00,        -1.914936797747e+00,        -3.758744400974e+00,        -3.402761670203e-02,        -2.585713105693e+00,        +4.884778632700e+00,        +2.476474737167e+00,        +1.531043672107e+00,        -2.638137320306e+00,        +7.071067811865e+00,        -3.423080999966e-02,        -2.583927737607e+00,        -1.917234821671e+00,        -3.759654902286e+00,        +1.531043672107e+00,        -2.638137320306e+00,        +4.888115958962e+00,        +2.477818068717e+00
 1.16800000e+02,        +7.071067811865e+00,        +4.986011074633e+00,        +2.490423979841e+00,        +1.517928322777e+00,        -2.673119012703e+00,        -2.053364394185e+00,        -3.723267830503e+00,        -9.772872460711e-02,        -2.553672617063e+00,        +7.071067811865e+00,        +1.517928322777e+00,        -2.673119012703e+00,        +4.988556845891e+00,        +2.486895581875e+00,        -9.762022193840e-02,        -2.555501444717e+00,        -2.055812444243e+00,        -3.724098182238e+00,        +7.071067811865e+00,        -2.053364394185e+00,        -3.723267830503e+00,        -9.762022193841e-02,        -2.555501444717e+00,        +4.987003124103e+00,        +2.491104988402e+00,        +1.518561685413e+00,        -2.671164535954e+00,        +7.071067811865e+00,        -9.772872460710e-02,        -2.553672617063e+00,        -2.055812444243e+00,        -3.724098182238e+00,        +1.518561685413e+00,        -2.671164535954e+00,        +4.990478474840e+00,        +2.492319849642e+00
 1.18400000e+02,        +7.071067811865e+00,        +5.090851607131e+00,        +2.500040386943e+00,        +1.505044922510e+00,        -2.708637462858e+00,        -2.193071186055e+00,        -3.682189128996e+00,        -1.601947127264e-01,        -2.520240411940e+00,        +7.071067811865e+00,        +1.505044922510e+00,        -2.708637462858e+00,        +5.093535654419e+00,        +2.496368754520e+00,        -1.601863695613e-01,        -2.522108458639e+00,        -2.195671388696e+00,        -3.682925400714e+00,        +7.071067811865e+00,        -2.193071186055e+00,        -3.682189128996e+00,        -1.601863695613e-01,        -2.522108458639e+00,        +5.091975320888e+00,        +2.500758174115e+00,        +1.505771121266e+00,        -2.706652530236e+00,        +7.071067811865e+00,        -1.601947127264e-01,        -2.520240411940e+00,        -2.195671388696e+00,        -3.682925400714e+00,        +1.505771121266e+00,        -2.706652530236e+00,        +5.095586959733e+00,        +2.501829818027e+00
 1.20000000e+02,        +7.071067811865e+00,        +5.198198914675e+00,        +2.504359483936e+00,        +1.491595121536e+00,        -2.746735487374e+00,        -2.333830296724e+00,        -3.635222486204e+00,        -2.213912926081e-01,        -2.483541956214e+00,        +7.071067811865e+00,        +1.491595121536e+00,        -2.746735487374e+00,        +5.201024340491e+00,        +2.500530053552e+00,        -2.214885296940e-01,        -2.485444446078e+00,        -2.336583777050e+00,        -3.635849762489e+00,        +7.071067811865e+00,        -2.333830296724e+00,        -3.635222486204e+00,        -2.214885296940e-01,        -2.485444446078e+00,        +5.199462585981e+00,        +2.505109102967e+00,        +1.492418332743e+00,        -2.744724408400e+00,        +7.071067811865e+00,        -2.213912926081e-01,        -2.483541956214e+00,        -2.336583777050e+00,        -3.635849762489e+00,        +1.492418332743e+00,        -2.744724408400e+00,        +5.203207632614e+00,        +2.506022069987e+00
 1.21600000e+02,        +7.071067811865e+00,        +5.307784046399e+00,        +2.503061533310e+00,        +1.477298515717e+00,        -2.787518772225e+00,        -2.475379033206e+00,        -3.582085468505e+00,        -2.810548124673e-01,        -2.443503500762e+00,        +7.071067811865e+00,        +1.477298515717e+00,        -2.787518772225e+00,        +5.310752897733e+00,        +2.499058528540e+00,        -2.812629568150e-01,        -2.445435095459e+00,        -2.478285748902e+00,        -3.582587879763e+00,        +7.071067811865e+00,        -2.475379033206e+00,        -3.582085468505e+00,        -2.812629568150e-01,        -2.445435095459e+00,        +5.309195933195e+00,        +2.503837212797e+00,        +1.478222757372e+00,        -2.785486319863e+00,        +7.071067811865e+00,        -2.810548124673e-01,        -2.443503500762e+00,        -2.478285748902e+00,        -3.582587879763e+00,        +1.478222757372e+00,        -2.785486319863e+00,        +5.313070220228e+00,        +2.504575385419e+00
 1.23200000e+02,        +7.071067811865e+00,        +5.419300170281e+00,        +2.495835608012e+00,        +1.461847716477e+00,        -2.831071671833e+00,        -2.617417206912e+00,        -3.522503201346e+00,        -3.388952672963e-01,        -2.400071106135e+00,        +7.071067811865e+00,        +1.461847716477e+00,        -2.831071671833e+00,        +5.422413235997e+00,        +2.491642070124e+00,        -3.392195004478e-01,        -2.402025880631e+00,        -2.620475772712e+00,        -3.522863976926e+00,        +7.071067811865e+00,        -2.617417206912e+00,        -3.522503201346e+00,        -3.392195004478e-01,        -2.402025880631e+00,        +5.420868412531e+00,        +2.496630715039e+00,        +1.462876796409e+00,        -2.829023091789e+00,        +7.071067811865e+00,        -3.388952672963e-01,        -2.400071106135e+00,        -2.620475772712e+00,        -3.522863976926e+00,        +1.462876796409e+00,        -2.829023091789e+00,        +5.424866337225e+00,        +2.497177393058e+00
 1.24800000e+02,        +7.071067811865e+00,        +5.532401429644e+00,        +2.482384235907e+00,        +1.444908841400e+00,        -2.877452445686e+00,        -2.759605920576e+00,        -3.456213059901e+00,        -3.945967268263e-01,        -2.353215437558e+00,        +7.071067811865e+00,        +1.444908841400e+00,        -2.877452445686e+00,        +5.535658026383e+00,        +2.477982082654e+00,        -3.950420268874e-01,        -2.355186859752e+00,        -2.762813425630e+00,        -3.456414606879e+00,        +7.071067811865e+00,        -2.759605920576e+00,        -3.456213059901e+00,        -3.950420268874e-01,        -2.355186859753e+00,        +5.534133957152e+00,        +2.483191247132e+00,        +1.446046300896e+00,        -2.875393460118e+00,        +7.071067811865e+00,        -3.945967268263e-01,        -2.353215437558e+00,        -2.762813425630e+00,        -3.456414606879e+00,        +1.446046300896e+00,        -2.875393460118e+00,        +5.538248330381e+00,        +2.483529246089e+00
 1.26400000e+02,        +7.071067811865e+00,        +5.646702382772e+00,        +2.462428511379e+00,        +1.426122736956e+00,        -2.926688157368e+00,        -2.901566942951e+00,        -3.382969828813e+00,        -4.478185000700e-01,        -2.302936897972e+00,        +7.071067811865e+00,        +1.426122736956e+00,        -2.926688157368e+00,        +5.650100132626e+00,        +2.457798628060e+00,        -4.483895775545e-01,        -2.304917813373e+00,        -2.904918764240e+00,        -3.382993839671e+00,        +7.071067811865e+00,        -2.901566942951e+00,        -3.382969828813e+00,        -4.483895775545e-01,        -2.304917813373e+00,        +5.648606813971e+00,        +2.463238994068e+00,        +1.427371790303e+00,        -2.924624961899e+00,        +7.071067811865e+00,        -4.478185000700e-01,        -2.302936897972e+00,        -2.904918764240e+00,        -3.382993839671e+00,        +1.427371790303e+00,        -2.924624961899e+00,        +5.652828709484e+00,        +2.463350769260e+00
