        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            Re{I[3][1]} (A),            Im{I[3][1]} (A),            Re{I[4][1]} (A),            Im{I[4][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A),            Re{I[3][2]} (A),            Im{I[3][2]} (A),            Re{I[4][2]} (A),            Im{I[4][2]} (A),            I_inc[3][3] (A),            Re{I[1][3]} (A),            Im{I[1][3]} (A),            Re{I[2][3]} (A),            Im{I[2][3]} (A),            Re{I[3][3]} (A),            Im{I[3][3]} (A),            Re{I[4][3]} (A),            Im{I[4][3]} (A),            I_inc[4][4] (A),            Re{I[1][4]} (A),            Im{I[1][4]} (A),            Re{I[2][4]} (A),            Im{I[2][4]} (A),            Re{I[3][4]} (A),            Im{I[3][4]} (A),            Re{I[4][4]} (A),            Im{I[4][4]} (A)
 1.12000000e+02,        +1.414213562373e-01,        +9.377374902530e-02,        +4.866074340666e-02,        +3.111170245235e-02,        -5.161505581217e-02,        -3.285320104187e-02,        -7.628059680757e-02,        +1.900745883393e-03,        -5.270634417702e-02,        +1.414213562373e-01,        +3.111170245235e-02,        -5.161505581217e-02,        +9.381689649485e-02,        +4.859726411631e-02,        +1.908269252917e-03,        -5.274009862914e-02,        -3.289335291705e-02,        -7.630125664454e-02,        +1.414213562373e-01,        -3.285320104187e-02,        -7.628059680757e-02,        +1.908269252916e-03,        -5.274009862914e-02,        +9.378667166649e-02,        +4.867171480662e-02,        +3.111931885003e-02,        -5.157822264402e-02,        +1.414213562373e-01,        +1.900745883393e-03,        -5.270634417702e-02,        -3.289335291705e-02,        -7.630125664454e-02,        +3.111931885003e-02,        -5.157822264402e-02,        +9.384787109846e-02,        +4.870289577465e-02
 1.13600000e+02,        +1.414213562373e-01,        +9.569493419570e-02,        +4.913195857922e-02,        +3.085967594850e-02,        -5.218634333227e-02,        -3.555962976609e-02,        -7.577808737116e-02,        +6.017408978109e-04,        -5.222212806549e-02,        +1.414213562373e-01,        +3.085967594850e-02,        -5.218634333227e-02,        +9.574057059382e-02,        +4.906634347770e-02,        +6.075890307548e-04,        -5.225689155217e-02,        -3.560264917861e-02,        -7.579764171451e-02,        +1.414213562373e-01,        -3.555962976609e-02,        -7.577808737116e-02,        +6.075890307546e-04,        -5.225689155217e-02,        +9.571000193023e-02,        +4.914387239229e-02,        +3.086888840021e-02,        -5.214869498290e-02,        +1.414213562373e-01,        +6.017408978110e-04,        -5.222212806549e-02,        -3.560264917861e-02,        -7.579764171451e-02,        +3.086888840021e-02,        -5.214869498290e-02,        +9.577397339491e-02,        +4.917302847060e-02
 1.15200000e+02,        +1.414213562373e-01,        +9.767819983794e-02,        +4.951669344498e-02,        +3.060997715873e-02,        -5.280114962537e-02,        -3.829873595494e-02,        -7.517488801949e-02,        -6.846161999931e-04,        -5.167855475215e-02,        +1.414213562373e-01,        +3.060997715873e-02,        -5.280114962537e-02,        +9.772642912616e-02,        +4.944872329471e-02,        -6.805523340404e-04,        -5.171426211385e-02,        -3.834469643342e-02,        -7.519309804571e-02,        +1.414213562373e-01,        -3.829873595494e-02,        -7.517488801949e-02,        -6.805523340405e-04,        -5.171426211385e-02,        +9.769557265400e-02,        +4.952949474335e-02,        +3.062087344215e-02,        -5.276274640612e-02,        +1.414213562373e-01,        -6.846161999933e-04,        -5.167855475215e-02,        -3.834469643342e-02,        -7.519309804571e-02,        +3.062087344215e-02,        -5.276274640612e-02,        +9.776231917924e-02,        +4.955636137434e-02
 1.16800000e+02,        +1.414213562373e-01,        +9.972022149267e-02,        +4.980847959682e-02,        +3.035856645553e-02,        -5.346238025407e-02,        -4.106728788369e-02,        -7.446535661005e-02,        -1.954574492142e-03,        -5.107345234127e-02,        +1.414213562373e-01,        +3.035856645553e-02,        -5.346238025407e-02,        +9.977113691781e-02,        +4.973791163751e-02,        -1.952404438768e-03,        -5.111002889435e-02,        -4.111624888485e-02,        -7.448196364476e-02,        +1.414213562373e-01,        -4.106728788369e-02,        -7.446535661005e-02,        -1.952404438768e-03,        -5.111002889435e-02,        +9.974006248205e-02,        +4.982209976804e-02,        +3.037123370827e-02,        -5.342329071908e-02,        +1.414213562373e-01,        -1.954574492142e-03,        -5.107345234127e-02,        -4.111624888485e-02,        -7.448196364476e-02,        +3.037123370827e-02,        -5.342329071908e-02,        +9.980956949681e-02,        +4.984639699285e-02
 1.18400000e+02,        +1.414213562373e-01,        +1.018170321426e-01,        +5.000080773886e-02,        +3.010089845019e-02,        -5.417274925717e-02,        -4.386142372110e-02,        -7.364378257992e-02,        -3.203894254529e-03,        -5.040480823879e-02,        +1.414213562373e-01,        +3.010089845019e-02,        -5.417274925717e-02,        +1.018707130884e-01,        +4.992737509040e-02,        -3.203727391226e-03,        -5.044216917277e-02,        -4.391342777391e-02,        -7.365850801429e-02,        +1.414213562373e-01,        -4.386142372110e-02,        -7.364378257993e-02,        -3.203727391226e-03,        -5.044216917277e-02,        +1.018395064178e-01,        +5.001516348230e-02,        +3.011542242532e-02,        -5.413305060472e-02,        +1.414213562373e-01,        -3.203894254529e-03,        -5.040480823879e-02,        -4.391342777391e-02,        -7.365850801429e-02,        +3.011542242532e-02,        -5.413305060472e-02,        +1.019117391947e-01,        +5.003659636054e-02
 1.20000000e+02,        +1.414213562373e-01,        +1.039639782935e-01,        +5.008718967872e-02,        +2.983190243071e-02,        -5.493470974748e-02,        -4.667660593448e-02,        -7.270444972408e-02,        -4.427825852162e-03,        -4.967083912428e-02,        +1.414213562373e-01,        +2.983190243071e-02,        -5.493470974748e-02,        +1.040204868098e-01,        +5.001060107105e-02,        -4.429770593879e-03,        -4.970888892155e-02,        -4.673167554100e-02,        -7.271699524977e-02,        +1.414213562373e-01,        -4.667660593448e-02,        -7.270444972408e-02,        -4.429770593880e-03,        -4.970888892155e-02,        +1.039892517196e-01,        +5.010218205934e-02,        +2.984836665486e-02,        -5.489448816800e-02,        +1.414213562373e-01,        -4.427825852162e-03,        -4.967083912428e-02,        -4.673167554100e-02,        -7.271699524977e-02,        +2.984836665486e-02,        -5.489448816800e-02,        +1.040641526523e-01,        +5.012044139975e-02
 1.21600000e+02,        +1.414213562373e-01,        +1.061556809280e-01,        +5.006123066620e-02,        +2.954597031435e-02,        -5.575037544450e-02,        -4.950758066412e-02,        -7.164170937011e-02,        -5.621096249347e-03,        -4.887007001525e-02,        +1.414213562373e-01,        +2.954597031435e-02,        -5.575037544450e-02,        +1.062150579547e-01,        +4.998117057080e-02,        -5.625259136301e-03,        -4.890870190918e-02,        -4.956571497805e-02,        -7.165175759525e-02,        +1.414213562373e-01,        -4.950758066412e-02,        -7.164170937011e-02,        -5.625259136301e-03,        -4.890870190918e-02,        +1.061839186639e-01,        +5.007674425595e-02,        +2.956445514744e-02,        -5.570972639726e-02,        +1.414213562373e-01,        -5.621096249347e-03,        -4.887007001525e-02,        -4.956571497805e-02,        -7.165175759525e-02,        +2.956445514744e-02,        -5.570972639726e-02,        +1.062614044046e-01,        +5.009150770838e-02
 1.23200000e+02,        +1.414213562373e-01,        +1.083860034056e-01,        +4.991671216024e-02,        +2.923695432955e-02,        -5.662143343665e-02,        -5.234834413824e-02,        -7.045006402691e-02,        -6.777905345925e-03,        -4.800142212270e-02,        +1.414213562373e-01,        +2.923695432955e-02,        -5.662143343665e-02,        +1.084482647199e-01,        +4.983284140249e-02,        -6.784390008955e-03,        -4.804051761262e-02,        -5.240951545425e-02,        -7.045727953852e-02,        +1.414213562373e-01,        -5.234834413824e-02,        -7.045006402691e-02,        -6.784390008955e-03,        -4.804051761262e-02,        +1.084173682506e-01,        +4.993261430078e-02,        +2.925753592819e-02,        -5.658046183578e-02,        +1.414213562373e-01,        -6.777905345925e-03,        -4.800142212270e-02,        -5.240951545425e-02,        -7.045727953852e-02,        +2.925753592819e-02,        -5.658046183578e-02,        +1.084973267445e-01,        +4.994354786117e-02
 1.24800000e+02,        +1.414213562373e-01,        +1.106480285929e-01,        +4.964768471815e-02,        +2.889817682800e-02,        -5.754904891373e-02,        -5.519211841152e-02,        -6.912426119802e-02,        -7.891934536526e-03,        -4.706430875116e-02,        +1.414213562373e-01,        +2.889817682800e-02,        -5.754904891373e-02,        +1.107131605277e-01,        +4.955964165307e-02,        -7.900840537748e-03,        -4.710373719505e-02,        -5.525626851261e-02,        -6.912829213758e-02,        +1.414213562373e-01,        -5.519211841152e-02,        -6.912426119802e-02,        -7.900840537749e-03,        -4.710373719505e-02,        +1.106826791430e-01,        +4.966382494264e-02,        +2.892092601791e-02,        -5.750786920236e-02,        +1.414213562373e-01,        -7.891934536526e-03,        -4.706430875116e-02,        -5.525626851261e-02,        -6.912829213758e-02,        +2.892092601791e-02,        -5.750786920236e-02,        +1.107649666076e-01,        +4.967058492177e-02
 1.26400000e+02,        +1.414213562373e-01,        +1.129340476554e-01,        +4.924857022759e-02,        +2.852245473913e-02,        -5.853376314736e-02,        -5.803133885902e-02,        -6.765939657626e-02,        -8.956370001400e-03,        -4.605873795945e-02,        +1.414213562373e-01,        +2.852245473913e-02,        -5.853376314736e-02,        +1.130020026525e-01,        +4.915597256119e-02,        -8.967791551091e-03,        -4.609835626745e-02,        -5.809837528481e-02,        -6.765987679343e-02,        +1.414213562373e-01,        -5.803133885902e-02,        -6.765939657627e-02,        -8.967791551091e-03,        -4.609835626745e-02,        +1.129721362794e-01,        +4.926477988136e-02,        +2.854743580605e-02,        -5.849249923798e-02,        +1.414213562373e-01,        -8.956370001400e-03,        -4.605873795945e-02,        -5.809837528481e-02,        -6.765987679343e-02,        +2.854743580605e-02,        -5.849249923798e-02,        +1.130565741897e-01,        +4.926701538520e-02
 1.28000000e+02,        +1.414213562373e-01,        +1.152355630010e-01,        +4.871427214494e-02,        +2.810214118550e-02,        -5.957538661996e-02,        -6.085765591350e-02,        -6.605102528016e-02,        -9.963943243514e-03,        -4.498542007655e-02,        +1.414213562373e-01,        +2.810214118550e-02,        -5.957538661996e-02,        +1.153062550851e-01,        +4.861671947981e-02,        -9.977967798014e-03,        -4.502507253008e-02,        -6.092744822965e-02,        -6.604757712485e-02,        +1.414213562373e-01,        -6.085765591350e-02,        -6.605102528016e-02,        -9.977967798015e-03,        -4.502507253008e-02,        +1.152772336531e-01,        +4.873036424683e-02,        +2.812941059874e-02,        -5.953417167877e-02,        +1.414213562373e-01,        -9.963943243514e-03,        -4.498542007655e-02,        -6.092744822965e-02,        -6.604757712485e-02,        +2.812941059874e-02,        -5.953417167877e-02,        +1.153636058080e-01,        +4.872772021025e-02
 1.29600000e+02,        +1.414213562373e-01,        +1.175433077918e-01,        +4.804029178115e-02,        +2.762918664448e-02,        -6.067288989348e-02,        -6.366195346662e-02,        -6.429527916910e-02,        -1.090699125332e-02,        -4.384587747607e-02,        +1.414213562373e-01,        +2.762918664448e-02,        -6.067288989349e-02,        +1.176166080723e-01,        +4.793736895687e-02,        -1.092369800336e-02,        -4.388539569847e-02,        -6.373432963330e-02,        -6.428751697362e-02,        +1.414213562373e-01,        -6.366195346662e-02,        -6.429527916910e-02,        -1.092369800336e-02,        -4.388539569847e-02,        +1.175886936896e-01,        +4.805606116718e-02,        +2.765879173237e-02,        -6.063186594719e-02,        +1.414213562373e-01,        -1.090699125332e-02,        -4.384587747607e-02,        -6.373432963330e-02,        -6.428751697362e-02,        +2.765879173237e-02,        -6.063186594719e-02,        +1.176767434484e-01,        +4.804818197383e-02
 1.31200000e+02,        +1.414213562373e-01,        +1.198472842249e-01,        +4.722284801203e-02,        +2.709522173605e-02,        -6.182429554080e-02,        -6.643438613237e-02,        -6.238898761013e-02,        -1.177753837700e-02,        -4.264255328165e-02,        +1.414213562373e-01,        +2.709522173605e-02,        -6.182429554080e-02,        +1.199230165544e-01,        +4.711412929743e-02,        -1.179699664098e-02,        -4.268175638687e-02,        -6.650912908748e-02,        -6.237652189975e-02,        +1.414213562373e-01,        -6.643438613237e-02,        -6.238898761013e-02,        -1.179699664098e-02,        -4.268175638687e-02,        +1.198965054277e-01,        +4.723807180129e-02,        +2.712719933797e-02,        -6.178361288624e-02,        +1.414213562373e-01,        -1.177753837700e-02,        -4.264255328165e-02,        -6.650912908748e-02,        -6.237652189975e-02,        +2.712719933797e-02,        -6.178361288624e-02,        +1.199859332188e-01,        +4.722460550933e-02
 1.32800000e+02,        +1.414213562373e-01,        +1.221368223726e-01,        +4.625899712256e-02,        +2.649166320947e-02,        -6.302657519419e-02,        -6.916443716743e-02,        -6.032979840075e-02,        -1.256740145678e-02,        -4.137891494428e-02,        +1.414213562373e-01,        +2.649166320947e-02,        -6.302657519419e-02,        +1.222147593130e-01,        +4.614405129753e-02,        -1.258966899935e-02,        -4.141760988914e-02,        -6.924128175713e-02,        -6.031224085308e-02,        +1.414213562373e-01,        -6.916443716743e-02,        -6.032979840075e-02,        -1.258966899935e-02,        -4.141760988914e-02,        +1.221899833087e-01,        +4.627343554100e-02,        +2.652603833470e-02,        -6.298639159420e-02,        +1.414213562373e-01,        -1.256740145678e-02,        -4.137891494428e-02,        -6.924128175713e-02,        -6.031224085308e-02,        +2.652603833470e-02,        -6.298639159420e-02,        +1.222804445248e-01,        +4.625403871780e-02
 1.34400000e+02,        +1.414213562373e-01,        +1.244006607746e-01,        +4.514674887349e-02,        +2.580984397330e-02,        -6.427555644332e-02,        -7.184099824103e-02,        -5.811629493009e-02,        -1.326831908347e-02,        -4.005954795485e-02,        +1.414213562373e-01,        +2.580984397330e-02,        -6.427555644332e-02,        +1.244805200407e-01,        +4.502514521239e-02,        -1.329344038555e-02,        -4.009753011878e-02,        -7.191962864423e-02,        -5.809326408051e-02,        +1.414213562373e-01,        -7.184099824103e-02,        -5.811629493009e-02,        -1.329344038555e-02,        -4.009753011878e-02,        +1.244578477736e-01,        +4.516014646470e-02,        +2.584662850228e-02,        -6.423603609694e-02,        +1.414213562373e-01,        -1.326831908347e-02,        -4.005954795485e-02,        -7.191962864423e-02,        -5.809326408051e-02,        +2.584662850228e-02,        -6.423603609694e-02,        +1.245489511772e-01,        +4.513448961276e-02
 1.36000000e+02,        +1.414213562373e-01,        +1.266270491670e-01,        +4.388517436364e-02,        +2.504116705703e-02,        -6.556584487447e-02,        -7.445247144070e-02,        -5.574810514480e-02,        -1.387210484475e-02,        -3.869023439617e-02,        +1.414213562373e-01,        +2.504116705703e-02,        -6.556584487447e-02,        +1.267084907318e-01,        +4.375648950055e-02,        -1.390010935727e-02,        -3.872728840895e-02,        -7.453251924466e-02,        -5.571923280701e-02,        +1.414213562373e-01,        -7.445247144070e-02,        -5.574810514480e-02,        -1.390010935728e-02,        -3.872728840895e-02,        +1.266883280643e-01,        +4.389726160609e-02,        +2.508035852504e-02,        -6.552715715555e-02,        +1.414213562373e-01,        -1.387210484475e-02,        -3.869023439617e-02,        -7.453251924466e-02,        -5.571923280701e-02,        +2.508035852504e-02,        -6.552715715555e-02,        +1.267796348338e-01,        +4.386503513814e-02
 1.37600000e+02,        +1.414213562373e-01,        +1.288038727378e-01,        +4.247450091953e-02,        +2.417728222145e-02,        -6.689076691081e-02,        -7.698689290503e-02,        -5.322599754325e-02,        -1.437082328165e-02,        -3.727801067089e-02,        +1.414213562373e-01,        +2.417728222145e-02,        -6.689076691081e-02,        +1.288864967943e-01,        +4.233832653778e-02,        -1.440172370096e-02,        -3.731391150401e-02,        -7.706793599433e-02,        -5.319093588144e-02,        +1.414213562373e-01,        -7.698689290503e-02,        -5.322599754325e-02,        -1.440172370096e-02,        -3.731391150401e-02,        +1.288692866264e-01,        +4.248499625754e-02,        +2.421886272869e-02,        -6.685308487694e-02,        +1.414213562373e-01,        -1.437082328165e-02,        -3.727801067089e-02,        -7.706793599433e-02,        -5.319093588144e-02,        +2.421886272869e-02,        -6.685308487694e-02,        +1.289603101721e-01,        +4.244591695132e-02
 1.39200000e+02,        +1.414213562373e-01,        +1.309187961546e-01,        +4.091618914294e-02,        +2.321028258616e-02,        -6.824233921514e-02,        -7.943207632653e-02,        -5.055195931942e-02,        -1.475698591642e-02,        -3.583119864078e-02,        +1.414213562373e-01,        +2.321028258616e-02,        -6.824233921514e-02,        +1.310021421277e-01,        +4.077214038915e-02,        -1.479077652399e-02,        -3.586571297191e-02,        -7.951363874571e-02,        -5.051038847270e-02,        +1.414213562373e-01,        -7.943207632653e-02,        -5.055195931942e-02,        -1.479077652399e-02,        -3.586571297191e-02,        +1.309883633628e-01,        +4.092480142376e-02,        +2.325421788001e-02,        -6.820583789721e-02,        +1.414213562373e-01,        -1.475698591642e-02,        -3.583119864078e-02,        -7.951363874571e-02,        -5.051038847270e-02,        +2.325421788001e-02,        -6.820583789721e-02,        +1.310785700395e-01,        +4.087861925741e-02
 1.40800000e+02,        +1.414213562373e-01,        +1.329594243674e-01,        +3.921298744858e-02,        +2.213291717791e-02,        -6.961127018194e-02,        -8.177577332862e-02,        -4.772925197889e-02,        -1.502376324990e-02,        -3.435940464738e-02,        +1.414213562373e-01,        +2.213291717791e-02,        -6.961127018194e-02,        +1.330429711643e-01,        +3.906071192594e-02,        -1.506041836317e-02,        -3.439229249967e-02,        -8.185732626876e-02,        -4.768088810059e-02,        +1.414213562373e-01,        -8.177577332862e-02,        -4.772925197889e-02,        -1.506041836317e-02,        -3.439229249967e-02,        +1.330331367461e-01,        +3.921941874077e-02,        +2.217915595345e-02,        -6.957612467512e-02,        +1.414213562373e-01,        -1.502376324990e-02,        -3.435940464738e-02,        -8.185732626876e-02,        -4.768088810059e-02,        +2.217915595345e-02,        -6.957612467511e-02,        +1.331219475755e-01,        +3.916592397964e-02
 1.42400000e+02,        +1.414213562373e-01,        +1.349134759515e-01,        +3.736895997186e-02,        +2.093881381238e-02,        -7.098699842212e-02,        -8.400584647584e-02,        -4.476244029634e-02,        -1.516520713564e-02,        -3.287348150863e-02,        +1.414213562373e-01,        +2.093881381238e-02,        -7.098699842212e-02,        +1.349966436174e-01,        +3.720814712109e-02,        -1.520467971870e-02,        -3.290449815765e-02,        -8.408681051614e-02,        -4.470704383329e-02,        +1.414213562373e-01,        -8.400584647584e-02,        -4.476244029634e-02,        -1.520467971870e-02,        -3.290449815765e-02,        +1.349912975516e-01,        +3.737290872192e-02,        +2.098728727523e-02,        -7.095338180886e-02,        +1.414213562373e-01,        -1.516520713564e-02,        -3.287348150863e-02,        -8.408681051614e-02,        -4.470704383329e-02,        +2.098728727523e-02,        -7.095338180886e-02,        +1.350780910489e-01,        +3.731193909802e-02
 1.44000000e+02,        +1.414213562373e-01,        +1.367689636110e-01,        +3.538948464090e-02,        +1.962270531602e-02,        -7.235777210101e-02,        -8.611044953221e-02,        -4.165739139834e-02,        -1.517647653129e-02,        -3.138544962912e-02,        +1.414213562373e-01,        +1.962270531602e-02,        -7.235777210101e-02,        +1.368511165260e-01,        +3.521987527349e-02,        -1.521869701447e-02,        -3.141434776060e-02,        -8.619019823868e-02,        -4.159477539985e-02,        +1.414213562373e-01,        -8.611044953221e-02,        -4.165739139834e-02,        -1.521869701447e-02,        -3.141434776060e-02,        +1.368508298247e-01,        +3.539064910599e-02,        +1.967332704682e-02,        -7.232585324756e-02,        +1.414213562373e-01,        -1.517647653129e-02,        -3.138544962912e-02,        -8.619019823868e-02,        -4.159477539985e-02,        +1.967332704682e-02,        -7.232585324756e-02,        +1.369349459977e-01,        +3.532209690530e-02
 1.45600000e+02,        +1.414213562373e-01,        +1.385143755374e-01,        +3.328121947100e-02,        +1.818065089843e-02,        -7.371077153536e-02,        -8.807820865559e-02,        -3.842124202005e-02,        -1.505405843161e-02,        -2.990837481728e-02,        +1.414213562373e-01,        +1.818065089843e-02,        -7.371077153536e-02,        +1.385948272500e-01,        +3.310261518015e-02,        -1.509893378734e-02,        -2.993490690874e-02,        -8.815607360036e-02,        -3.835128023609e-02,        +1.414213562373e-01,        -8.807820865559e-02,        -3.842124202005e-02,        -1.509893378734e-02,        -2.993490690874e-02,        +1.386001927682e-01,        +3.327930134758e-02,        +1.823331705073e-02,        -7.368071281253e-02,        +1.414213562373e-01,        -1.505405843161e-02,        -2.990837481728e-02,        -8.815607360036e-02,        -3.835128023609e-02,        +1.823331705073e-02,        -7.368071281253e-02,        +1.386809383219e-01,        +3.320312019878e-02
 1.47200000e+02,        +1.414213562373e-01,        +1.401388507302e-01,        +3.105203669819e-02,        +1.661024362834e-02,        -7.503227563441e-02,        -8.989839762256e-02,        -3.506233354351e-02,        -1.479597493057e-02,        -2.845620222439e-02,        +1.414213562373e-01,        +1.661024362834e-02,        -7.503227563441e-02,        +1.402168704653e-01,        +3.086430884276e-02,        -1.484338804850e-02,        -2.848012311395e-02,        -8.997367484089e-02,        -3.498496804941e-02,        +1.414213562373e-01,        -8.989839762256e-02,        -3.506233354351e-02,        -1.484338804850e-02,        -2.848012311395e-02,        +1.402284966381e-01,        +3.104674485047e-02,        +1.666483348225e-02,        -7.500423062183e-02,        +1.414213562373e-01,        -1.479597493057e-02,        -2.845620222439e-02,        -8.997367484089e-02,        -3.498496804942e-02,        +1.666483348225e-02,        -7.500423062183e-02,        +1.403051513784e-01,        +3.096295599434e-02
 1.48800000e+02,        +1.414213562373e-01,        +1.416323412270e-01,        +2.871092612306e-02,        +1.491079456458e-02,        -7.630787067341e-02,        -9.156110002116e-02,        -3.159011618238e-02,        -1.440196695767e-02,        -2.704354791767e-02,        +1.414213562373e-01,        +1.491079456458e-02,        -7.630787067341e-02,        +1.417071620485e-01,        +2.851402406096e-02,        -1.445177635537e-02,        -2.706461751432e-02,        -9.163305786910e-02,        -3.150536425516e-02,        +1.414213562373e-01,        -9.156110002116e-02,        -3.159011618238e-02,        -1.445177635537e-02,        -2.706461751432e-02,        +1.417256655783e-01,        +2.870198030253e-02,        +1.496717144599e-02,        -7.628198191232e-02,        +1.414213562373e-01,        -1.440196695767e-02,        -2.704354791767e-02,        -9.163305786910e-02,        -3.150536425516e-02,        +1.496717144599e-02,        -7.628198191232e-02,        +1.417974899633e-01,        +2.861067811582e-02
 1.50400000e+02,        +1.414213562373e-01,        +1.429857545426e-01,        +2.626787085324e-02,        +1.308348423487e-02,        -7.752269764474e-02,        -9.305735169479e-02,        -2.801502549722e-02,        -1.387364537607e-02,        -2.568545184378e-02,        +1.414213562373e-01,        +1.308348423487e-02,        -7.752269764474e-02,        +1.430565830767e-01,        +2.606182909650e-02,        -1.392568527336e-02,        -2.570343792605e-02,        -9.312524001333e-02,        -2.792298546857e-02,        +1.414213562373e-01,        -9.305735169479e-02,        -2.801502549722e-02,        -1.392568527336e-02,        -2.570343792605e-02,        +1.430825806660e-01,        +2.625500529310e-02,        +1.314149679660e-02,        -7.749909450758e-02,        +1.414213562373e-01,        -1.387364537607e-02,        -2.568545184378e-02,        -9.312524001333e-02,        -2.792298546857e-02,        +1.314149679660e-02,        -7.749909450758e-02,        +1.431488244087e-01,        +2.615636184491e-02
 1.52000000e+02,        +1.414213562373e-01,        +1.441910704896e-01,        +2.373370035227e-02,        +1.113147288848e-02,        -7.866173220104e-02,        -9.437925759710e-02,        -2.434833614800e-02,        -1.321460086332e-02,        -2.439709817079e-02,        +1.414213562373e-01,        +1.113147288848e-02,        -7.866173220104e-02,        +1.442570980496e-01,        +2.351864432766e-02,        -1.326868163770e-02,        -2.441177921512e-02,        -9.444231802947e-02,        -2.424919197269e-02,        +1.414213562373e-01,        -9.437925759710e-02,        -2.434833614800e-02,        -1.326868163770e-02,        -2.441177921512e-02,        +1.442911973191e-01,        +2.371666711853e-02,        +1.119095673494e-02,        -7.864052894591e-02,        +1.414213562373e-01,        -1.321460086332e-02,        -2.439709817079e-02,        -9.444231802947e-02,        -2.424919197269e-02,        +1.119095673494e-02,        -7.864052894591e-02,        +1.443511088950e-01,        +2.361093555267e-02
 1.53600000e+02,        +1.414213562373e-01,        +1.452414279291e-01,        +2.111992715539e-02,        +9.059962267347e-03,        -7.971008915901e-02,        -9.552007859040e-02,        -2.060199924662e-02,        -1.243046531511e-02,        -2.319351104278e-02,        +1.414213562373e-01,        +9.059962267347e-03,        -7.971008915901e-02,        +1.453018428084e-01,        +2.089607728326e-02,        -1.248637434451e-02,        -2.320467901981e-02,        -9.557755584320e-02,        -2.049602355210e-02,        +1.414213562373e-01,        -9.552007859040e-02,        -2.060199924662e-02,        -1.248637434451e-02,        -2.320467901981e-02,        +1.453446325848e-01,        +2.109849914118e-02,        +9.120741889605e-03,        -7.969138323344e-02,        +1.414213562373e-01,        -1.243046531511e-02,        -2.319351104278e-02,        -9.557755584320e-02,        -2.049602355210e-02,        +9.120741889605e-03,        -7.969138323344e-02,        +1.453974694581e-01,        +2.098601570377e-02
 1.55200000e+02,        +1.414213562373e-01,        +1.461311787808e-01,        +1.843857464353e-02,        +6.876203483718e-03,        -8.065334184107e-02,        -9.647428550235e-02,        -1.678847070622e-02,        -1.152891935629e-02,        -2.208923547357e-02,        +1.414213562373e-01,        +6.876203483718e-03,        -8.065334184107e-02,        +1.461851794215e-01,        +1.820624849222e-02,        -1.158642224361e-02,        -2.209669855023e-02,        -9.652543929084e-02,        -1.667602612963e-02,        +1.414213562373e-01,        -9.647428550235e-02,        -1.678847070622e-02,        -1.158642224361e-02,        -2.209669855023e-02,        +1.462372196141e-01,        +1.841254810391e-02,        +6.938094458410e-03,        -8.063721249222e-02,        +1.414213562373e-01,        -1.152891935629e-02,        -2.208923547357e-02,        -9.652543929084e-02,        -1.667602612963e-02,        +6.938094458410e-03,        -8.063721249222e-02,        +1.462822589570e-01,        +1.829373267119e-02
 1.56800000e+02,        +1.414213562373e-01,        +1.468559086664e-01,        +1.570200374970e-02,        +4.589447846336e-03,        -8.147784533757e-02,        -9.723757980357e-02,        -1.292053847036e-02,        -1.051964279874e-02,        -2.109801430074e-02,        +1.414213562373e-01,        +4.589447846336e-03,        -8.147784533757e-02,        +1.469027173563e-01,        +1.546161608292e-02,        -1.057848496090e-02,        -2.110159938819e-02,        -9.728169718068e-02,        -1.280207714095e-02,        +1.414213562373e-01,        -9.723757980357e-02,        -1.292053847036e-02,        -1.057848496090e-02,        -2.110159938819e-02,        +1.469645286751e-01,        +1.567120029209e-02,        +4.652259239891e-03,        -8.146435257554e-02,        +1.414213562373e-01,        -1.051964279874e-02,        -2.109801430074e-02,        -9.728169718068e-02,        -1.280207714095e-02,        +4.652259239891e-03,        -8.146435257554e-02,        +1.470010783252e-01,        +1.554655529711e-02
 1.58400000e+02,        +1.414213562373e-01,        +1.474124256932e-01,        +1.292274633849e-02,        +2.210839987265e-03,        -8.217105217667e-02,        -9.780688240217e-02,        -9.011156373983e-03,        -9.414207396292e-03,        -2.023247271701e-02,        +1.414213562373e-01,        +2.210839987265e-03,        -8.217105217667e-02,        +1.474513024075e-01,        +1.267480694391e-02,        -9.474115990109e-03,        -2.023202780900e-02,        -9.784329014170e-02,        -8.887217459353e-03,        +1.414213562373e-01,        -9.780688240217e-02,        -9.011156373983e-03,        -9.474115990109e-03,        -2.023202780900e-02,        +1.475233561939e-01,        +1.288701430563e-02,        +2.274376898017e-03,        -8.216023612452e-02,        +1.414213562373e-01,        -9.414207396293e-03,        -2.023247271701e-02,        -9.784329014170e-02,        -8.887217459353e-03,        +2.274376898016e-03,        -8.216023612452e-02,        +1.475507655759e-01,        +1.275712201258e-02
