        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            Re{I[3][1]} (A),            Im{I[3][1]} (A),            Re{I[4][1]} (A),            Im{I[4][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A),            Re{I[3][2]} (A),            Im{I[3][2]} (A),            Re{I[4][2]} (A),            Im{I[4][2]} (A),            I_inc[3][3] (A),            Re{I[1][3]} (A),            Im{I[1][3]} (A),            Re{I[2][3]} (A),            Im{I[2][3]} (A),            Re{I[3][3]} (A),            Im{I[3][3]} (A),            Re{I[4][3]} (A),            Im{I[4][3]} (A),            I_inc[4][4] (A),            Re{I[1][4]} (A),            Im{I[1][4]} (A),            Re{I[2][4]} (A),            Im{I[2][4]} (A),            Re{I[3][4]} (A),            Im{I[3][4]} (A),            Re{I[4][4]} (A),            Im{I[4][4]} (A)
 1.40000000e+02,        +1.414213562373e-01,        +1.320512142091e-01,        +4.007312903851e-02,        +2.271241339662e-02,        -6.891234163956e-02,        -8.065366713993e-02,        -4.913040434347e-02,        -1.492151257579e-02,        -3.508253791084e-02,        +1.414213562373e-01,        +2.271241339662e-02,        -6.891234163956e-02,        +1.320241317680e-01,        +4.000663545292e-02,        -1.494007183516e-02,        -3.512958087156e-02,        -8.065970254982e-02,        -4.912524499988e-02,        +1.414213562373e-01,        -8.065366713993e-02,        -4.913040434347e-02,        -1.494007183516e-02,        -3.512958087156e-02,        +1.319924068395e-01,        +4.000256910279e-02,        +2.271000842397e-02,        -6.891830669654e-02,        +1.414213562373e-01,        -1.492151257579e-02,        -3.508253791084e-02,        -8.065970254982e-02,        -4.912524499988e-02,        +2.271000842397e-02,        -6.891830669654e-02,        +1.320311332201e-01,        +4.004539023907e-02
 1.41000000e+02,        +1.414213562373e-01,        +1.333115968206e-01,        +3.897743071469e-02,        +2.201734994307e-02,        -6.977095100219e-02,        -8.209686319054e-02,        -4.733558159065e-02,        -1.506399859011e-02,        -3.415826552456e-02,        +1.414213562373e-01,        +2.201734994307e-02,        -6.977095100219e-02,        +1.332843650855e-01,        +3.891061671907e-02,        -1.508442883301e-02,        -3.420494646802e-02,        -8.210282246180e-02,        -4.733002706886e-02,        +1.414213562373e-01,        -8.209686319054e-02,        -4.733558159065e-02,        -1.508442883301e-02,        -3.420494646802e-02,        +1.332523644957e-01,        +3.890750901273e-02,        +2.201473394474e-02,        -6.977675160521e-02,        +1.414213562373e-01,        -1.506399859011e-02,        -3.415826552456e-02,        -8.210282246180e-02,        -4.733002706886e-02,        +2.201473394474e-02,        -6.977675160521e-02,        +1.332909825817e-01,        +3.894970332381e-02
 1.42000000e+02,        +1.414213562373e-01,        +1.345374137641e-01,        +3.782684456279e-02,        +2.127634554560e-02,        -7.063172224407e-02,        -8.349496443549e-02,        -4.548467825220e-02,        -1.515720835512e-02,        -3.322901408741e-02,        +1.414213562373e-01,        +2.127634554560e-02,        -7.063172224407e-02,        +1.345100258698e-01,        +3.775969411881e-02,        -1.517952033039e-02,        -3.327524731712e-02,        -8.350082428574e-02,        -4.547872244335e-02,        +1.414213562373e-01,        -8.349496443549e-02,        -4.548467825220e-02,        -1.517952033039e-02,        -3.327524731712e-02,        +1.344777923662e-01,        +3.775757188582e-02,        +2.127352696167e-02,        -7.063734759521e-02,        +1.414213562373e-01,        -1.515720835512e-02,        -3.322901408741e-02,        -8.350082428574e-02,        -4.547872244335e-02,        +2.127352696167e-02,        -7.063734759521e-02,        +1.345162602503e-01,        +3.779914295124e-02
 1.43000000e+02,        +1.414213562373e-01,        +1.357257213731e-01,        +3.662267231677e-02,        +2.048808937914e-02,        -7.149179940334e-02,        -8.484506531895e-02,        -4.357911488154e-02,        -1.519993695968e-02,        -3.229770544571e-02,        +1.414213562373e-01,        +2.048808937914e-02,        -7.149179940334e-02,        +1.356981682935e-01,        +3.655516991019e-02,        -1.522413711794e-02,        -3.234340315668e-02,        -8.485080143324e-02,        -4.357275304611e-02,        +1.414213562373e-01,        -8.484506531895e-02,        -4.357911488154e-02,        -1.522413711794e-02,        -3.234340315668e-02,        +1.356657470047e-01,        +3.655405787872e-02,        +2.048507738121e-02,        -7.149723923191e-02,        +1.414213562373e-01,        -1.519993695968e-02,        -3.229770544571e-02,        -8.485080143324e-02,        -4.357275304611e-02,        +2.048507738121e-02,        -7.149723923191e-02,        +1.357040228564e-01,        +3.659501150565e-02
 1.44000000e+02,        +1.414213562373e-01,        +1.368736422270e-01,        +3.536641407662e-02,        +1.965146503306e-02,        -7.234815739097e-02,        -8.614432604937e-02,        -4.162050850113e-02,        -1.519117418571e-02,        -3.136742698536e-02,        +1.414213562373e-01,        +1.965146503306e-02,        -7.234815739097e-02,        +1.368459127830e-01,        +3.529854496682e-02,        -1.521726445205e-02,        -3.141249950389e-02,        -8.614991315961e-02,        -4.161373739130e-02,        +1.414213562373e-01,        -8.614432604937e-02,        -4.162050850113e-02,        -1.521726445205e-02,        -3.141249950389e-02,        +1.368133511110e-01,        +3.529846553799e-02,        +1.964826948583e-02,        -7.235340201965e-02,        +1.414213562373e-01,        -1.519117418570e-02,        -3.136742698536e-02,        -8.614991315961e-02,        -4.161373739131e-02,        +1.964826948583e-02,        -7.235340201965e-02,        +1.368513933261e-01,        +3.533880975672e-02
 1.45000000e+02,        +1.414213562373e-01,        +1.379783823782e-01,        +3.405976332360e-02,        +1.876557112160e-02,        -7.319761606004e-02,        -8.738998979157e-02,        -3.961066770479e-02,        -1.513012506374e-02,        -3.044141759765e-02,        +1.414213562373e-01,        +1.876557112160e-02,        -7.319761606004e-02,        +1.379504632762e-01,        +3.399151379881e-02,        -1.515810262555e-02,        -3.048577364470e-02,        -8.739540177015e-02,        -3.960348568301e-02,        +1.414213562373e-01,        -8.738998979157e-02,        -3.961066770479e-02,        -1.515810262555e-02,        -3.048577364470e-02,        +1.379178107636e-01,        +3.399248682577e-02,        +1.876220253709e-02,        -7.320265646803e-02,        +1.414213562373e-01,        -1.513012506374e-02,        -3.044141759765e-02,        -8.739540177015e-02,        -3.960348568301e-02,        +1.876220253709e-02,        -7.320265646803e-02,        +1.379555781136e-01,        +3.403223187178e-02
 1.46000000e+02,        +1.414213562373e-01,        +1.390372480603e-01,        +3.270460000952e-02,        +1.782974085639e-02,        -7.403685689217e-02,        -8.857939934218e-02,        -3.755158583320e-02,        -1.501622939155e-02,        -2.952305102743e-02,        +1.414213562373e-01,        +1.782974085639e-02,        -7.403685689217e-02,        +1.390091239602e-01,        +3.263595764416e-02,        -1.504608650396e-02,        -2.956659800449e-02,        -8.858460930977e-02,        -3.754399298505e-02,        +1.414213562373e-01,        -8.857939934218e-02,        -3.755158583320e-02,        -1.504608650396e-02,        -2.956659800449e-02,        +1.389764321353e-01,        +3.263800021870e-02,        +1.782621034093e-02,        -7.404168477448e-02,        +1.414213562373e-01,        -1.501622939155e-02,        -2.952305102742e-02,        -8.858460930977e-02,        -3.754399298505e-02,        +1.782621034093e-02,        -7.404168477448e-02,        +1.390138839141e-01,        +3.267715850135e-02
 1.47000000e+02,        +1.414213562373e-01,        +1.400476616091e-01,        +3.130298178350e-02,        +1.684356022435e-02,        -7.486244223022e-02,        -8.971001302184e-02,        -3.544543228574e-02,        -1.484917985893e-02,        -2.861581667482e-02,        +1.414213562373e-01,        +1.684356022435e-02,        -7.486244223022e-02,        +1.400193152239e-01,        +3.123393569400e-02,        -1.488090367053e-02,        -2.865846097099e-02,        -8.971499346905e-02,        -3.543743052545e-02,        +1.414213562373e-01,        -8.971001302184e-02,        -3.544543228574e-02,        -1.488090367053e-02,        -2.865846097100e-02,        +1.399866374218e-01,        +3.123706194334e-02,        +1.683987941881e-02,        -7.486705005210e-02,        +1.414213562373e-01,        -1.484917985893e-02,        -2.861581667482e-02,        -8.971499346905e-02,        -3.543743052545e-02,        +1.683987941881e-02,        -7.486705005210e-02,        +1.400237335890e-01,        +3.127564800141e-02
 1.48000000e+02,        +1.414213562373e-01,        +1.410071763385e-01,        +2.985713346319e-02,        +1.580688441735e-02,        -7.567083693287e-02,        -9.077941952524e-02,        -3.329454207558e-02,        -1.462893842516e-02,        -2.772329797495e-02,        +1.414213562373e-01,        +1.580688441735e-02,        -7.567083693287e-02,        +1.409785885665e-01,        +2.978767455799e-02,        -1.466251082625e-02,        -2.776494529328e-02,        -9.078414244782e-02,        -3.328613524235e-02,        +1.414213562373e-01,        -9.077941952524e-02,        -3.329454207559e-02,        -1.466251082625e-02,        -2.776494529328e-02,        +1.409459797276e-01,        +2.979189545480e-02,        +1.580306543100e-02,        -7.567521797856e-02,        +1.414213562373e-01,        -1.462893842516e-02,        -2.772329797495e-02,        -9.078414244782e-02,        -3.328613524235e-02,        +1.580306543100e-02,        -7.567521797856e-02,        +1.409826810465e-01,        +2.982992589930e-02
 1.49000000e+02,        +1.414213562373e-01,        +1.419134901286e-01,        +2.836943489950e-02,        +1.471985217181e-02,        -7.645843227370e-02,        -9.178535148629e-02,        -3.110140377698e-02,        -1.435575060732e-02,        -2.684914853309e-02,        +1.414213562373e-01,        +1.471985217181e-02,        -7.645843227370e-02,        +1.418846402174e-01,        +2.829955611929e-02,        -1.439114810300e-02,        -2.688970423438e-02,        -9.178978853304e-02,        -3.109259772035e-02,        +1.414213562373e-01,        -9.178535148630e-02,        -3.110140377698e-02,        -1.439114810300e-02,        -2.688970423438e-02,        +1.418521566648e-01,        +2.830487930736e-02,        +1.471590751044e-02,        -7.646258068851e-02,        +1.414213562373e-01,        -1.435575060732e-02,        -2.684914853309e-02,        -9.178978853304e-02,        -3.109259772035e-02,        +1.471590751044e-02,        -7.646258068851e-02,        +1.418884248336e-01,        +2.834237275252e-02
 1.50000000e+02,        +1.414213562373e-01,        +1.427644575062e-01,        +2.684240742415e-02,        +1.358289769705e-02,        -7.722157185486e-02,        -9.272569753909e-02,        -2.886864605387e-02,        -1.403015735838e-02,        -2.599706624531e-02,        +1.414213562373e-01,        +1.358289769705e-02,        -7.722157185486e-02,        +1.427353232492e-01,        +2.677210396767e-02,        -1.406735096843e-02,        -2.603643570695e-02,        -9.272982017154e-02,        -2.885944870647e-02,        +1.414213562373e-01,        -9.272569753909e-02,        -2.886864605387e-02,        -1.406735096843e-02,        -2.603643570695e-02,        +1.427030224457e-01,        +2.677853360622e-02,        +1.357884018619e-02,        -7.722548267995e-02,        +1.414213562373e-01,        -1.403015735838e-02,        -2.599706624531e-02,        -9.272982017154e-02,        -2.885944870647e-02,        +1.357884018619e-02,        -7.722548267995e-02,        +1.427388202203e-01,        +2.681551058931e-02
 1.51000000e+02,        +1.414213562373e-01,        +1.435581000316e-01,        +2.527869910471e-02,        +1.239675990075e-02,        -7.795657925654e-02,        -9.359851268655e-02,        -2.659902299451e-02,        -1.365300424344e-02,        -2.517076568344e-02,        +1.414213562373e-01,        +1.239675990075e-02,        -7.795657925654e-02,        +1.435286579938e-01,        +2.520796863599e-02,        -1.369195943065e-02,        -2.520885467075e-02,        -9.360229234919e-02,        -2.658944443042e-02,        +1.414213562373e-01,        -9.359851268655e-02,        -2.659902299451e-02,        -1.369195943065e-02,        -2.520885467075e-02,        +1.434965982810e-01,        +2.521550526492e-02,        +1.239260260463e-02,        -7.796024845562e-02,        +1.414213562373e-01,        -1.365300424344e-02,        -2.517076568344e-02,        -9.360229234919e-02,        -2.658944443042e-02,        +1.239260260463e-02,        -7.796024845562e-02,        +1.435318895888e-01,        +2.525198815625e-02
 1.52000000e+02,        +1.414213562373e-01,        +1.442926148389e-01,        +2.368106906234e-02,        +1.116248865718e-02,        -7.865978709842e-02,        -9.440202682636e-02,        -2.429539850719e-02,        -1.322544765998e-02,        -2.437394906814e-02,        +1.414213562373e-01,        +1.116248865719e-02,        -7.865978709842e-02,        +1.442628406127e-01,        +2.360991189496e-02,        -1.326612428844e-02,        -2.441066411558e-02,        -9.440543512603e-02,        -2.428545098460e-02,        +1.414213562373e-01,        -9.440202682636e-02,        -2.429539850719e-02,        -1.326612428844e-02,        -2.441066411558e-02,        +1.442310809337e-01,        +2.361855232346e-02,        +1.115824479467e-02,        -7.866321157584e-02,        +1.414213562373e-01,        -1.322544765998e-02,        -2.437394906814e-02,        -9.440543512603e-02,        -2.428545098460e-02,        +1.115824479467e-02,        -7.866321157584e-02,        +1.442658309767e-01,        +2.365456522772e-02
 1.53000000e+02,        +1.414213562373e-01,        +1.449663812252e-01,        +2.205237113062e-02,        +9.881447909076e-03,        -7.932756715062e-02,        -9.513465132711e-02,        -2.196073005536e-02,        -1.274895789305e-02,        -2.361027619270e-02,        +1.414213562373e-01,        +9.881447909076e-03,        -7.932756715062e-02,        +1.449362497116e-01,        +2.198079038488e-02,        -1.279131021734e-02,        -2.364552499194e-02,        -9.513766021979e-02,        -2.195042804209e-02,        +1.414213562373e-01,        -9.513465132712e-02,        -2.196073005536e-02,        -1.279131021734e-02,        -2.364552499194e-02,        +1.449048493202e-01,        +2.199052760547e-02,        +9.877130767382e-03,        -7.933074476036e-02,        +1.414213562373e-01,        -1.274895789305e-02,        -2.361027619270e-02,        -9.513766021979e-02,        -2.195042804209e-02,        +9.877130767381e-03,        -7.933074476036e-02,        +1.449390246664e-01,        +2.202609625593e-02
 1.54000000e+02,        +1.414213562373e-01,        +1.455779652284e-01,        +2.039553714899e-02,        +8.555315444986e-03,        -7.995636110012e-02,        -9.579498359504e-02,        -1.959805202580e-02,        -1.222531884728e-02,        -2.288333369141e-02,        +1.414213562373e-01,        +8.555315444986e-03,        -7.995636110012e-02,        +1.455474509420e-01,        +2.032353887824e-02,        -1.226929553351e-02,        -2.291702548336e-02,        -9.579756557819e-02,        -1.958741220654e-02,        +1.414213562373e-01,        -9.579498359504e-02,        -1.959805202580e-02,        -1.226929553351e-02,        -2.291702548336e-02,        +1.455164691008e-01,        +2.033436200785e-02,        +8.550938292486e-03,        -7.995929064545e-02,        +1.414213562373e-01,        -1.222531884728e-02,        -2.288333369141e-02,        -9.579756557819e-02,        -1.958741220655e-02,        +8.550938292486e-03,        -7.995929064545e-02,        +1.455500377642e-01,        +2.036951365498e-02
 1.55000000e+02,        +1.414213562373e-01,        +1.461261221839e-01,        +1.871356019081e-02,        +7.186079250203e-03,        -8.054271155546e-02,        -9.638180962172e-02,        -1.721045902972e-02,        -1.165662435404e-02,        -2.219660406974e-02,        +1.414213562373e-01,        +7.186079250203e-03,        -8.054271155546e-02,        +1.460951995769e-01,        +1.864115347339e-02,        -1.170216853297e-02,        -2.222865003743e-02,        -9.638393793025e-02,        -1.719950029420e-02,        +1.414213562373e-01,        -9.638180962172e-02,        -1.721045902972e-02,        -1.170216853298e-02,        -2.222865003743e-02,        +1.460646952480e-01,        +1.865304772305e-02,        +7.181655249367e-03,        -8.054539277903e-02,        +1.414213562373e-01,        -1.165662435404e-02,        -2.219660406974e-02,        -9.638393793025e-02,        -1.719950029420e-02,        +7.181655249366e-03,        -8.054539277903e-02,        +1.460976267552e-01,        +1.868781101927e-02
 1.56000000e+02,        +1.414213562373e-01,        +1.466097973021e-01,        +1.700947802289e-02,        +5.776030388540e-03,        -8.108329285839e-02,        -9.689410455410e-02,        -1.480108943377e-02,        -1.104527101095e-02,        -2.155343492758e-02,        +1.414213562373e-01,        +5.776030388541e-03,        -8.108329285839e-02,        +1.465784411042e-01,        +1.693667501680e-02,        -1.109232036340e-02,        -2.158374858677e-02,        -9.689575335761e-02,        -1.478983284514e-02,        +1.414213562373e-01,        -9.689410455410e-02,        -1.480108943377e-02,        -1.109232036340e-02,        -2.158374858677e-02,        +1.465484726346e-01,        +1.694962169081e-02,        +5.771572510243e-03,        -8.108572642291e-02,        +1.414213562373e-01,        -1.104527101095e-02,        -2.155343492758e-02,        -9.689575335761e-02,        -1.478983284514e-02,        +5.771572510242e-03,        -8.108572642290e-02,        +1.465807380797e-01,        +1.698402657300e-02
 1.57000000e+02,        +1.414213562373e-01,        +1.470281243582e-01,        +1.528635708100e-02,        +4.327752433393e-03,        -8.157494126680e-02,        -9.733103137760e-02,        -1.237310940564e-02,        -1.039394757247e-02,        -2.095700881097e-02,        +1.414213562373e-01,        +4.327752433392e-03,        -8.157494126680e-02,        +1.469963099271e-01,        +1.521317303881e-02,        -1.044243444655e-02,        -2.098550639565e-02,        -9.733217597674e-02,        -1.236157814871e-02,        +1.414213562373e-01,        -9.733103137760e-02,        -1.237310940564e-02,        -1.044243444655e-02,        -2.098550639565e-02,        +1.469669347330e-01,        +1.522714956410e-02,        +4.323273373777e-03,        -8.157712872633e-02,        +1.414213562373e-01,        -1.039394757246e-02,        -2.095700881098e-02,        -9.733217597675e-02,        -1.236157814871e-02,        +4.323273373775e-03,        -8.157712872633e-02,        +1.469985068192e-01,        +1.526122713565e-02
 1.58000000e+02,        +1.414213562373e-01,        +1.473804226314e-01,        +1.354727722438e-02,        +2.844107527390e-03,        -8.201468407829e-02,        -9.769193784997e-02,        -9.929697737100e-03,        -9.705620970636e-03,        -2.041031412319e-02,        +1.414213562373e-01,        +2.844107527389e-03,        -8.201468407829e-02,        +1.473481263088e-01,        +1.347373046664e-02,        -9.755472530461e-03,        -2.043691496266e-02,        -9.769255486964e-02,        -9.917917046428e-03,        +1.414213562373e-01,        -9.769193784997e-02,        -9.929697737099e-03,        -9.755472530461e-03,        -2.043691496266e-02,        +1.473194005618e-01,        +1.348871045243e-02,        +2.839619628432e-03,        -8.201662784061e-02,        +1.414213562373e-01,        -9.705620970638e-03,        -2.041031412319e-02,        -9.769255486964e-02,        -9.917917046427e-03,        +2.839619628433e-03,        -8.201662784061e-02,        +1.473502536311e-01,        +1.352249286643e-02
 1.59000000e+02,        +1.414213562373e-01,        +1.476661922728e-01,        +1.179531750210e-02,        +1.328219209080e-03,        -8.239976727809e-02,        -9.797635186546e-02,        -7.474031677851e-03,        -8.983519104773e-03,        -1.991611751081e-02,        +1.414213562373e-01,        +1.328219209079e-03,        -8.239976727809e-02,        +1.476333917412e-01,        +1.172142934817e-02,        -9.034657509460e-03,        -1.994074439588e-02,        -9.797641944227e-02,        -7.462028745931e-03,        +1.414213562373e-01,        -9.797635186546e-02,        -7.474031677853e-03,        -9.034657509461e-03,        -1.994074439588e-02,        +1.476053700597e-01,        +1.173738267570e-02,        +1.323734383948e-03,        -8.240147055863e-02,        +1.414213562373e-01,        -8.983519104770e-03,        -1.991611751081e-02,        -9.797641944227e-02,        -7.462028745931e-03,        +1.323734383946e-03,        -8.240147055863e-02,        +1.476354801111e-01,        +1.177090302094e-02
 1.60000000e+02,        +1.414213562373e-01,        +1.478851083192e-01,        +1.003354312733e-02,        -2.165477990716e-04,        -8.272768131876e-02,        -9.818397546403e-02,        -5.009273976108e-03,        -8.231110594142e-03,        -1.947693811766e-02,        +1.414213562373e-01,        -2.165477990714e-04,        -8.272768131876e-02,        +1.478517829533e-01,        +9.959337783251e-03,        -8.283453206135e-03,        -1.949951765294e-02,        -9.818347342601e-02,        -4.997077842136e-03,        +1.414213562373e-01,        -9.818397546403e-02,        -5.009273976106e-03,        -8.283453206135e-03,        -1.949951765294e-02,        +1.478245181027e-01,        +9.976230724936e-03,        -2.210181348166e-04,        -8.272914808675e-02,        +1.414213562373e-01,        -8.231110594141e-03,        -1.947693811766e-02,        -9.818347342601e-02,        -4.997077842137e-03,        -2.210181348160e-04,        -8.272914808675e-02,        +1.478538627992e-01,        +1.000952291609e-02
 1.61000000e+02,        +1.414213562373e-01,        +1.480370135924e-01,        +8.264993812188e-03,        -1.786610596049e-03,        -8.299618467006e-02,        -9.831467772865e-02,        -2.538561278892e-03,        -7.452081739079e-03,        -1.909502406793e-02,        +1.414213562373e-01,        -1.786610596049e-03,        -8.299618467006e-02,        +1.480031448003e-01,        +8.190498216046e-03,        -7.505541360231e-03,        -1.911548700787e-02,        -9.831358776477e-02,        -2.526202699040e-03,        +1.414213562373e-01,        -9.831467772865e-02,        -2.538561278894e-03,        -7.505541360230e-03,        -1.911548700787e-02,        +1.479766874049e-01,        +8.208293582914e-03,        -1.791055586521e-03,        -8.299741958764e-02,        +1.414213562373e-01,        -7.452081739084e-03,        -1.909502406793e-02,        -9.831358776477e-02,        -2.526202699038e-03,        -1.791055586516e-03,        -8.299741958764e-02,        +1.480052460714e-01,        +8.241392256188e-03
 1.62000000e+02,        +1.414213562373e-01,        +1.481219107496e-01,        +6.492673568649e-03,        -3.378193610533e-03,        -8.320332481563e-02,        -9.836848683235e-02,        -6.499399778733e-05,        -6.650310980949e-03,        -1.877233150150e-02,        +1.414213562373e-01,        -3.378193610533e-03,        -8.320332481563e-02,        +1.480874822974e-01,        +6.417917194600e-03,        -6.704796114745e-03,        -1.879061306783e-02,        -9.836679264973e-02,        -5.250529808071e-05,        +1.414213562373e-01,        -9.836848683235e-02,        -6.499399778703e-05,        -6.704796114745e-03,        -1.879061306783e-02,        +1.480618805674e-01,        +6.436574510560e-03,        -3.382603014017e-03,        -8.320433317095e-02,        +1.414213562373e-01,        -6.650310980951e-03,        -1.877233150151e-02,        -9.836679264973e-02,        -5.250529807997e-05,        -3.382603014016e-03,        -8.320433317094e-02,        +1.480896341797e-01,        +6.469514925996e-03
 1.63000000e+02,        +1.414213562373e-01,        +1.481399537527e-01,        +4.719542031598e-03,        -4.987356283199e-03,        -8.334745641705e-02,        -9.834558150643e-02,        +2.408372303720e-03,        -5.829841189724e-03,        -1.851050644110e-02,        +1.414213562373e-01,        -4.987356283199e-03,        -8.334745641705e-02,        +1.481049520685e-01,        +4.644556654491e-03,        -5.885256327803e-03,        -1.852654661945e-02,        -9.834326897336e-02,        +2.420957390499e-03,        +1.414213562373e-01,        -9.834558150644e-02,        +2.408372303721e-03,        -5.885256327804e-03,        -1.852654661945e-02,        +1.480802515442e-01,        +4.664032355599e-03,        -4.991720518451e-03,        -8.334824405224e-02,        +1.414213562373e-01,        -5.829841189723e-03,        -1.851050644110e-02,        -9.834326897336e-02,        +2.420957390498e-03,        -4.991720518453e-03,        -8.334824405224e-02,        +1.481071827110e-01,        +4.696850306782e-03
 1.64000000e+02,        +1.414213562373e-01,        +1.480914390314e-01,        +2.948507309717e-03,        -6.610022563332e-03,        -8.342725641361e-02,        -9.824628220150e-02,        +4.878533995238e-03,        -4.994850138835e-03,        -1.831086972242e-02,        +1.414213562373e-01,        -6.610022563333e-03,        -8.342725641361e-02,        +1.480558534822e-01,        +2.873326733008e-03,        -5.051096069815e-03,        -1.832461353635e-02,        -9.824333947442e-02,        +4.891180506971e-03,        +1.414213562373e-01,        -9.824628220150e-02,        +4.878533995238e-03,        -5.051096069816e-03,        -1.832461353635e-02,        +1.480320967992e-01,        +2.893574389561e-03,        -6.614332747119e-03,        -8.342782964890e-02,        +1.414213562373e-01,        -4.994850138837e-03,        -1.831086972242e-02,        -9.824333947442e-02,        +4.891180506972e-03,        -6.614332747119e-03,        -8.342782964891e-02,        +1.480581897382e-01,        +2.926306121439e-03
 1.65000000e+02,        +1.414213562373e-01,        +1.479767965999e-01,        +1.182420321580e-03,        -8.242011836862e-03,        -8.344173587760e-02,        -9.807104220343e-02,        +7.342544979305e-03,        -4.149619550097e-03,        -1.817440516768e-02,        +1.414213562373e-01,        -8.242011836863e-03,        -8.344173587759e-02,        +1.479406197377e-01,        +1.107080071905e-03,        -4.206593688577e-03,        -1.818580292838e-02,        -9.806745983635e-02,        +7.355216914428e-03,        +1.414213562373e-01,        -9.807104220343e-02,        +7.342544979303e-03,        -4.206593688579e-03,        -1.818580292838e-02,        +1.479178464139e-01,        +1.128050630925e-03,        -8.246259812420e-03,        -8.344210143252e-02,        +1.414213562373e-01,        -4.149619550098e-03,        -1.817440516768e-02,        -9.806745983635e-02,        +7.355216914427e-03,        -8.246259812421e-03,        -8.344210143253e-02,        +1.479430869246e-01,        +1.160732766053e-03
 1.66000000e+02,        +1.414213562373e-01,        +1.477965813722e-01,        -5.759294710753e-04,        -9.879070887622e-03,        -8.339024849690e-02,        -9.782043894820e-02,        +9.797520893860e-03,        -3.298503106785e-03,        -1.810175113037e-02,        +1.414213562373e-01,        -9.879070887622e-03,        -8.339024849690e-02,        +1.477598091447e-01,        -6.513924787067e-04,        -3.356099840315e-03,        -1.811075866054e-02,        -9.781620998319e-02,        +9.810181411678e-03,        +1.414213562373e-01,        -9.782043894820e-02,        +9.797520893859e-03,        -3.356099840315e-03,        -1.811075866054e-02,        +1.477380553921e-01,        -6.297504332499e-04,        -9.883249243824e-03,        -8.339041340990e-02,        +1.414213562373e-01,        -3.298503106787e-03,        -1.810175113037e-02,        -9.781620998320e-02,        +9.810181411677e-03,        -9.883249243824e-03,        -8.339041340990e-02,        +1.477624308251e-01,        -5.970809598973e-04
 1.67000000e+02,        +1.414213562373e-01,        +1.475514648936e-01,        -2.323817061257e-03,        -1.151690648595e-02,        -8.327249560997e-02,        -9.749516575348e-02,        +1.224064204551e-02,        -2.445893840622e-03,        -1.809319548618e-02,        +1.414213562373e-01,        -1.151690648595e-02,        -8.327249560997e-02,        +1.475140968162e-01,        -2.399364883094e-03,        -2.504004892355e-03,        -1.809977431697e-02,        -9.749028579126e-02,        +1.225325367473e-02,        +1.414213562373e-01,        -9.749516575348e-02,        +1.224064204551e-02,        -2.504004892358e-03,        -1.809977431697e-02,        +1.474933953783e-01,        -2.377104855167e-03,        -1.152100856714e-02,        -8.327246715757e-02,        +1.414213562373e-01,        -2.445893840624e-03,        -1.809319548618e-02,        -9.749028579126e-02,        +1.225325367473e-02,        -1.152100856714e-02,        -8.327246715757e-02,        +1.475168946044e-01,        -2.344410852990e-03
 1.68000000e+02,        +1.414213562373e-01,        +1.472422276725e-01,        -4.058583788170e-03,        -1.315121819840e-02,        -8.308852777013e-02,        -9.709602415170e-02,        +1.466915523575e-02,        -1.596191298779e-03,        -1.814867409311e-02,        +1.414213562373e-01,        -1.315121819840e-02,        -8.308852777013e-02,        +1.472042669587e-01,        -4.134177831217e-03,        -1.654706103478e-03,        -1.815279163299e-02,        -9.709049140156e-02,        +1.468168008897e-02,        +1.414213562373e-01,        -9.709602415170e-02,        +1.466915523575e-02,        -1.654706103478e-03,        -1.815279163300e-02,        +1.471846469754e-01,        -4.111355125672e-03,        -1.315523810503e-02,        -8.308831338682e-02,        +1.414213562373e-01,        -1.596191298775e-03,        -1.814867409311e-02,        -9.709049140157e-02,        +1.468168008897e-02,        -1.315523810503e-02,        -8.308831338682e-02,        +1.472072603542e-01,        -4.078599197246e-03
 1.69000000e+02,        +1.414213562373e-01,        +1.468697522604e-01,        -5.777638311154e-03,        -1.477773101869e-02,        -8.283874286638e-02,        -9.662391697167e-02,        +1.708037466900e-02,        -7.537688906138e-04,        -1.826777269337e-02,        +1.414213562373e-01,        -1.477773101869e-02,        -8.283874286638e-02,        +1.468312059078e-01,        -5.853239727187e-03,        -8.125749816379e-04,        -1.826940236820e-02,        -9.661773228024e-02,        +1.709277466082e-02,        +1.414213562373e-01,        -9.662391697167e-02,        +1.708037466901e-02,        -8.125749816348e-04,        -1.826940236819e-02,        +1.468126928078e-01,        -5.829911153826e-03,        -1.478166359905e-02,        -8.283835006631e-02,        +1.414213562373e-01,        -7.537688906128e-04,        -1.826777269336e-02,        -9.661773228024e-02,        +1.709277466082e-02,        -1.478166359905e-02,        -8.283835006631e-02,        +1.468344121592e-01,        -5.797055736332e-03
