        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J),              E_elec[3] (J),               E_mag[3] (J),               E_cap[3] (J),               E_ind[3] (J),              E_elec[4] (J),               E_mag[4] (J),               E_cap[4] (J),               E_ind[4] (J)
 1.76000000e+02,        +1.720937185071e-12,        +1.558417791353e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.720928469792e-12,        +1.557931025621e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.720656203264e-12,        +1.557827990637e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.720735969066e-12,        +1.558096599762e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.77000000e+02,        +1.719697680666e-12,        +1.548647995631e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.719668128696e-12,        +1.548145392893e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.719405830850e-12,        +1.548051504424e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.719487492966e-12,        +1.548323075629e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.78000000e+02,        +1.717832778387e-12,        +1.538588515187e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.717782458995e-12,        +1.538070238742e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.717530291327e-12,        +1.537985309868e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.717613758784e-12,        +1.538259993364e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.79000000e+02,        +1.715351276449e-12,        +1.528254187168e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.715280321751e-12,        +1.527720441092e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.715038407787e-12,        +1.527644259624e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.715123588749e-12,        +1.527922201522e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.80000000e+02,        +1.712262831954e-12,        +1.517660099985e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.712171435421e-12,        +1.517111127073e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.711939861017e-12,        +1.517043456706e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.712026663114e-12,        +1.517324799165e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.81000000e+02,        +1.708577969494e-12,        +1.506821595857e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.708466384086e-12,        +1.506257675451e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.708245197938e-12,        +1.506198257000e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.708333528620e-12,        +1.506483138357e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.82000000e+02,        +1.704308090392e-12,        +1.495754270447e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.704176626339e-12,        +1.495175716170e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.703965840686e-12,        +1.495124268860e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.704055607616e-12,        +1.495412823762e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.83000000e+02,        +1.699465480823e-12,        +1.484473968533e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.699314503092e-12,        +1.483881125961e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.699114094600e-12,        +1.483837348764e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.699205206078e-12,        +1.484129708292e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.84000000e+02,        +1.694063317151e-12,        +1.472996774894e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.693893242622e-12,        +1.472390019178e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.693703153418e-12,        +1.472353592187e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.693795518840e-12,        +1.472649883961e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.85000000e+02,        +1.688115666930e-12,        +1.461338999771e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.687926961325e-12,        +1.460718733242e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.687747100179e-12,        +1.460689319055e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.687840630523e-12,        +1.460989667337e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.86000000e+02,        +1.681637484247e-12,        +1.449517158499e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.681430658846e-12,        +1.448883808267e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.681260902470e-12,        +1.448861053382e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.681355510809e-12,        +1.449165579172e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.87000000e+02,        +1.674644598284e-12,        +1.437547945161e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.674420206458e-12,        +1.436901960727e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.674260400908e-12,        +1.436885496923e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.674356002945e-12,        +1.437194318042e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.88000000e+02,        +1.667153694230e-12,        +1.425448200274e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.666912327843e-12,        +1.424790051185e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.666762289998e-12,        +1.424779496880e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.666858804625e-12,        +1.425092728051e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.89000000e+02,        +1.659182285963e-12,        +1.413234872805e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.658924571668e-12,        +1.412565046346e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.658784090782e-12,        +1.412560007927e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.658881440643e-12,        +1.412877760849e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.90000000e+02,        +1.650748680195e-12,        +1.400924976923e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.650475275674e-12,        +1.400243975885e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.650344114960e-12,        +1.400244048987e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.650442227033e-12,        +1.400566432412e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.91000000e+02,        +1.641871932036e-12,        +1.388535544123e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.641583522204e-12,        +1.387843884643e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.641461420453e-12,        +1.387848655369e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.641560226631e-12,        +1.388175775182e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.92000000e+02,        +1.632571792201e-12,        +1.376083571442e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.632269085438e-12,        +1.375381780936e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.632155758635e-12,        +1.375390827015e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.632255196317e-12,        +1.375722786320e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.93000000e+02,        +1.622868646341e-12,        +1.363585966612e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.622552370760e-12,        +1.362874581820e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.622447513694e-12,        +1.362887473676e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.622547526366e-12,        +1.363224372897e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.94000000e+02,        +1.612783447159e-12,        +1.351059491075e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.612454346968e-12,        +1.350339056222e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.612357634802e-12,        +1.350355357956e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.612458172627e-12,        +1.350697294957e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.95000000e+02,        +1.602337640182e-12,        +1.338520701797e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.601996472158e-12,        +1.337791766888e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.601907561960e-12,        +1.337811037155e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.602008582357e-12,        +1.338158107391e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.96000000e+02,        +1.591553084183e-12,        +1.325985892844e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.591200614306e-12,        +1.325249012108e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.591119146497e-12,        +1.325270804880e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.591220614733e-12,        +1.325623101583e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.97000000e+02,        +1.580451967369e-12,        +1.313471037667e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.580088967637e-12,        +1.312726768160e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.580014567364e-12,        +1.312750633355e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.580116457136e-12,        +1.313108247775e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.98000000e+02,        +1.569056720504e-12,        +1.300991732971e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.568683965972e-12,        +1.300240633367e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.568616244360e-12,        +1.300266117340e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.568718538405e-12,        +1.300629139043e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.99000000e+02,        +1.557389928176e-12,        +1.288563145013e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.557008194245e-12,        +1.287805774590e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.556946749532e-12,        +1.287832420463e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.557049440247e-12,        +1.288200937708e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+02,        +1.545474239415e-12,        +1.276199959051e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.545084299413e-12,        +1.275436876898e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.545028717929e-12,        +1.275464224720e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.545131808028e-12,        +1.275838324932e-12,        +0.000000000000e+00,        +0.000000000000e+00
