        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            Re{I[3][1]} (A),            Im{I[3][1]} (A),            Re{I[4][1]} (A),            Im{I[4][1]} (A),            Re{I[5][1]} (A),            Im{I[5][1]} (A),            Re{I[6][1]} (A),            Im{I[6][1]} (A),            Re{I[7][1]} (A),            Im{I[7][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A),            Re{I[3][2]} (A),            Im{I[3][2]} (A),            Re{I[4][2]} (A),            Im{I[4][2]} (A),            Re{I[5][2]} (A),            Im{I[5][2]} (A),            Re{I[6][2]} (A),            Im{I[6][2]} (A),            Re{I[7][2]} (A),            Im{I[7][2]} (A),            I_inc[3][3] (A),            Re{I[1][3]} (A),            Im{I[1][3]} (A),            Re{I[2][3]} (A),            Im{I[2][3]} (A),            Re{I[3][3]} (A),            Im{I[3][3]} (A),            Re{I[4][3]} (A),            Im{I[4][3]} (A),            Re{I[5][3]} (A),            Im{I[5][3]} (A),            Re{I[6][3]} (A),            Im{I[6][3]} (A),            Re{I[7][3]} (A),            Im{I[7][3]} (A),            I_inc[4][4] (A),            Re{I[1][4]} (A),            Im{I[1][4]} (A),            Re{I[2][4]} (A),            Im{I[2][4]} (A),            Re{I[3][4]} (A),            Im{I[3][4]} (A),            Re{I[4][4]} (A),            Im{I[4][4]} (A),            Re{I[5][4]} (A),            Im{I[5][4]} (A),            Re{I[6][4]} (A),            Im{I[6][4]} (A),            Re{I[7][4]} (A),            Im{I[7][4]} (A),            I_inc[5][5] (A),            Re{I[1][5]} (A),            Im{I[1][5]} (A),            Re{I[2][5]} (A),            Im{I[2][5]} (A),            Re{I[3][5]} (A),            Im{I[3][5]} (A),            Re{I[4][5]} (A),            Im{I[4][5]} (A),            Re{I[5][5]} (A),            Im{I[5][5]} (A),            Re{I[6][5]} (A),            Im{I[6][5]} (A),            Re{I[7][5]} (A),            Im{I[7][5]} (A),            I_inc[6][6] (A),            Re{I[1][6]} (A),            Im{I[1][6]} (A),            Re{I[2][6]} (A),            Im{I[2][6]} (A),            Re{I[3][6]} (A),            Im{I[3][6]} (A),            Re{I[4][6]} (A),            Im{I[4][6]} (A),            Re{I[5][6]} (A),            Im{I[5][6]} (A),            Re{I[6][6]} (A),            Im{I[6][6]} (A),            Re{I[7][6]} (A),            Im{I[7][6]} (A),            I_inc[7][7] (A),            Re{I[1][7]} (A),            Im{I[1][7]} (A),            Re{I[2][7]} (A),            Im{I[2][7]} (A),            Re{I[3][7]} (A),            Im{I[3][7]} (A),            Re{I[4][7]} (A),            Im{I[4][7]} (A),            Re{I[5][7]} (A),            Im{I[5][7]} (A),            Re{I[6][7]} (A),            Im{I[6][7]} (A),            Re{I[7][7]} (A),            Im{I[7][7]} (A)
 8.00000000e+01,        +1.414213562373e-01,        +6.140651427108e-02,        -1.123550223527e-01,        -6.888154755444e-05,        +1.243149560131e-04,        -2.502799481073e-04,        +7.395000393618e-05,        -2.107766819098e-04,        +1.741144930968e-04,        +1.709764378347e-04,        -6.040682569613e-05,        +9.528569276081e-05,        -7.989333670466e-05,        +1.806354973163e-05,        +8.015402816618e-05,        +1.414213562373e-01,        -6.888154755266e-05,        +1.243149560100e-04,        +9.151029190074e-02,        +5.201819224949e-02,        -2.558594143585e-02,        -4.605301077370e-02,        -7.321669854351e-03,        -4.241122661298e-02,        -4.312769587273e-02,        -2.058278052965e-02,        -2.843044601777e-02,        -2.740803147084e-02,        +5.341347447132e-02,        -2.435859319238e-02,        +1.414213562373e-01,        -2.502799481085e-04,        +7.395000393427e-05,        -2.558594143673e-02,        -4.605301077350e-02,        +1.119642816029e-01,        +7.633359533745e-03,        +5.747410859442e-02,        -7.082104032263e-02,        -2.261989815626e-02,        +2.980098683998e-02,        -2.598688258982e-02,        +1.877836407058e-02,        -4.367462417152e-02,        -1.979182674939e-02,        +1.414213562373e-01,        -2.107766819089e-04,        +1.741144930939e-04,        -7.321669854678e-03,        -4.241122661267e-02,        +5.747410859478e-02,        -7.082104032246e-02,        +8.111852767693e-02,        +1.650055220082e-02,        -2.573948377711e-02,        +1.846175899945e-02,        -2.511844921404e-02,        +8.763465536164e-03,        -2.856794750774e-02,        -2.662615828019e-02,        +1.414213562373e-01,        +1.709764378344e-04,        -6.040682569429e-05,        -4.312769587199e-02,        -2.058278053088e-02,        -2.261989815721e-02,        +2.980098683825e-02,        -2.573948377757e-02,        +1.846175899810e-02,        +1.127748557822e-01,        +8.825275195866e-03,        +5.880661359213e-02,        -7.044684635485e-02,        -2.480669373953e-02,        -4.661371255751e-02,        +1.414213562373e-01,        +9.528569276318e-05,        -7.989333670302e-05,        -2.843044601750e-02,        -2.740803147191e-02,        -2.598688259066e-02,        +1.877836406918e-02,        -2.511844921454e-02,        +8.763465535117e-03,        +5.880661359178e-02,        -7.044684635471e-02,        +8.251471175368e-02,        +1.601870635737e-02,        -6.827913199515e-03,        -4.324139148662e-02,        +1.414213562373e-01,        +1.806354973460e-05,        +8.015402816484e-05,        +5.341347447157e-02,        -2.435859319268e-02,        -4.367462417144e-02,        -1.979182675006e-02,        -2.856794750789e-02,        -2.662615828083e-02,        -2.480669374002e-02,        -4.661371255670e-02,        -6.827913199392e-03,        -4.324139148588e-02,        +9.173819097102e-02,        +5.167287739716e-02
 8.16000000e+01,        +1.414213562373e-01,        +5.807423125248e-02,        -1.097583991585e-01,        -6.084565760571e-05,        +1.267188052028e-04,        -2.443311624222e-04,        +9.218411157370e-05,        -1.988344746985e-04,        +1.917966955696e-04,        +1.749825810086e-04,        -7.769208567769e-05,        +9.476853475928e-05,        -9.874081978561e-05,        +2.570800007154e-05,        +7.321473569073e-05,        +1.414213562373e-01,        -6.084565760682e-05,        +1.267188052042e-04,        +9.385595464584e-02,        +5.221150596575e-02,        -2.858591765120e-02,        -4.475312466357e-02,        -9.215397383081e-03,        -4.135788500554e-02,        -4.495387004077e-02,        -1.790740900586e-02,        -2.966498917123e-02,        -2.539829620198e-02,        +5.446991153866e-02,        -2.551529059133e-02,        +1.414213562373e-01,        -2.443311624294e-04,        +9.218411157334e-05,        -2.858591765131e-02,        -4.475312466423e-02,        +1.105480344039e-01,        +5.961532787046e-03,        +5.405428299036e-02,        -7.307102548173e-02,        -1.951415850397e-02,        +3.120685817079e-02,        -2.395201912054e-02,        +2.033753435443e-02,        -4.539334637495e-02,        -1.708585659543e-02,        +1.414213562373e-01,        -1.988344747040e-04,        +1.917966955688e-04,        -9.215397383041e-03,        -4.135788500620e-02,        +5.405428299047e-02,        -7.307102548140e-02,        +7.931060392758e-02,        +1.695927625710e-02,        -2.374877180275e-02,        +2.000147005372e-02,        -2.372537643117e-02,        +1.043574849986e-02,        -2.970312816501e-02,        -2.461797229310e-02,        +1.414213562373e-01,        +1.749825810152e-04,        -7.769208567997e-05,        -4.495387004004e-02,        -1.790740900532e-02,        -1.951415850437e-02,        +3.120685817167e-02,        -2.374877180266e-02,        +2.000147005479e-02,        +1.113909984215e-01,        +7.069919016350e-03,        +5.536600713059e-02,        -7.280008434916e-02,        -2.790256071675e-02,        -4.536092564713e-02,        +1.414213562373e-01,        +9.476853476550e-05,        -9.874081978505e-05,        -2.966498917051e-02,        -2.539829620143e-02,        -2.395201912109e-02,        +2.033753435525e-02,        -2.372537643118e-02,        +1.043574850100e-02,        +5.536600713103e-02,        -7.280008434978e-02,        +8.062564345045e-02,        +1.637228494993e-02,        -8.832398156847e-03,        -4.221521188912e-02,        +1.414213562373e-01,        +2.570800007520e-05,        +7.321473569262e-05,        +5.446991153879e-02,        -2.551529059110e-02,        -4.539334637530e-02,        -1.708585659479e-02,        -2.970312816536e-02,        -2.461797229232e-02,        -2.790256071704e-02,        -4.536092564721e-02,        -8.832398157240e-03,        -4.221521188895e-02,        +9.403706363566e-02,        +5.184809949285e-02
 8.32000000e+01,        +1.414213562373e-01,        +5.485829580099e-02,        -1.070862517731e-01,        -5.283195559009e-05,        +1.291381665520e-04,        -2.369991436492e-04,        +1.099309163009e-04,        -1.853841857784e-04,        +2.090195974533e-04,        +1.768880807931e-04,        -9.535856839043e-05,        +9.170069106863e-05,        -1.176154512529e-04,        +3.240471612268e-05,        +6.604019493783e-05,        +1.414213562373e-01,        -5.283195558872e-05,        +1.291381665544e-04,        +9.624505002612e-02,        +5.216972503978e-02,        -3.150748149687e-02,        -4.323191517579e-02,        -1.098865116899e-02,        -4.019865873324e-02,        -4.662054663462e-02,        -1.509084419454e-02,        -3.073610397024e-02,        -2.335873683772e-02,        +5.553237062736e-02,        -2.691779241731e-02,        +1.414213562373e-01,        -2.369991436512e-04,        +1.099309162942e-04,        -3.150748149691e-02,        -4.323191517580e-02,        +1.090687811114e-01,        +4.494988342372e-03,        +5.054820891462e-02,        -7.506931041987e-02,        -1.633148225041e-02,        +3.224147327559e-02,        -2.184997153577e-02,        +2.162310335878e-02,        -4.695458998686e-02,        -1.425147591078e-02,        +1.414213562373e-01,        -1.853841857817e-04,        +2.090195974472e-04,        -1.098865116906e-02,        -4.019865873329e-02,        +5.054820891426e-02,        -7.506931042041e-02,        +7.754495537991e-02,        +1.767469757268e-02,        -2.169123544124e-02,        +2.127303687531e-02,        -2.224686996375e-02,        +1.189078984844e-02,        -3.067815908060e-02,        -2.259112315638e-02,        +1.414213562373e-01,        +1.768880808007e-04,        -9.535856839213e-05,        -4.662054663442e-02,        -1.509084419461e-02,        -1.633148225111e-02,        +3.224147327507e-02,        -2.169123544233e-02,        +2.127303687452e-02,        +1.099395098927e-01,        +5.523028698325e-03,        +5.183529793109e-02,        -7.489481268933e-02,        -3.091857534861e-02,        -4.387405349863e-02,        +1.414213562373e-01,        +9.170069107771e-05,        -1.176154512492e-04,        -3.073610396991e-02,        -2.335873683798e-02,        -2.184997153590e-02,        +2.162310335874e-02,        -2.224686996411e-02,        +1.189078984807e-02,        +5.183529793031e-02,        -7.489481268961e-02,        +7.877525499606e-02,        +1.699273240708e-02,        -1.071447161403e-02,        -4.107023411148e-02,        +1.414213562373e-01,        +3.240471612723e-05,        +6.604019494119e-05,        +5.553237062765e-02,        -2.691779241749e-02,        -4.695458998677e-02,        -1.425147591049e-02,        -3.067815908058e-02,        -2.259112315633e-02,        -3.091857534935e-02,        -4.387405349941e-02,        -1.071447161438e-02,        -4.107023411166e-02,        +9.637886321657e-02,        +5.179371281300e-02
 8.48000000e+01,        +1.414213562373e-01,        +5.175736056386e-02,        -1.043421512710e-01,        -4.473063764192e-05,        +1.315222980334e-04,        -2.282974155375e-04,        +1.270349515167e-04,        -1.703732557062e-04,        +2.255948118263e-04,        +1.767302243600e-04,        -1.131635695546e-04,        +8.613309604542e-05,        -1.362593131836e-04,        +3.821727911501e-05,        +5.866375437020e-05,        +1.414213562373e-01,        -4.473063764091e-05,        +1.315222980321e-04,        +9.864616569528e-02,        +5.189080400859e-02,        -3.433326048653e-02,        -4.149073333407e-02,        -1.263370214528e-02,        -3.894027703636e-02,        -4.812097057383e-02,        -1.213532071657e-02,        -3.164740708492e-02,        -2.129594485959e-02,        +5.656511541743e-02,        -2.856778126385e-02,        +1.414213562373e-01,        -2.282974155404e-04,        +1.270349515126e-04,        -3.433326048661e-02,        -4.149073333415e-02,        +1.075478400482e-01,        +3.221065552241e-03,        +4.697470828312e-02,        -7.682259113340e-02,        -1.312186687253e-02,        +3.290755617125e-02,        -1.972269890964e-02,        +2.264296224984e-02,        -4.835248807143e-02,        -1.129002459344e-02,        +1.414213562373e-01,        -1.703732557092e-04,        +2.255948118224e-04,        -1.263370214548e-02,        -3.894027703686e-02,        +4.697470828318e-02,        -7.682259113299e-02,        +7.584371030413e-02,        +1.864021345327e-02,        -1.960843283553e-02,        +2.228413098890e-02,        -2.071807789625e-02,        +1.313753570497e-02,        -3.149745890565e-02,        -2.055155362261e-02,        +1.414213562373e-01,        +1.767302243711e-04,        -1.131635695434e-04,        -4.812097057366e-02,        -1.213532071639e-02,        -1.312186687377e-02,        +3.290755617050e-02,        -1.960843283624e-02,        +2.228413098875e-02,        +1.084421610994e-01,        +4.171143642757e-03,        +4.823374553488e-02,        -7.673868913211e-02,        -3.383641339868e-02,        -4.215553299994e-02,        +1.414213562373e-01,        +8.613309606090e-05,        -1.362593131786e-04,        -3.164740708477e-02,        -2.129594485921e-02,        -1.972269891055e-02,        +2.264296224947e-02,        -2.071807789671e-02,        +1.313753570511e-02,        +4.823374553503e-02,        -7.673868913220e-02,        +7.698606982004e-02,        +1.787259238546e-02,        -1.246550266489e-02,        -3.981402568977e-02,        +1.414213562373e-01,        +3.821727912290e-05,        +5.866375437119e-05,        +5.656511541739e-02,        -2.856778126372e-02,        -4.835248807231e-02,        -1.129002459357e-02,        -3.149745890610e-02,        -2.055155362235e-02,        -3.383641339828e-02,        -4.215553299980e-02,        -1.246550266470e-02,        -3.981402568971e-02,        +9.873256749306e-02,        +5.150749246219e-02
 8.64000000e+01,        +1.414213562373e-01,        +4.877005948017e-02,        -1.015293033597e-01,        -3.645501933806e-05,        +1.338083386686e-04,        -2.182700411150e-04,        +1.433398068244e-04,        -1.537851369181e-04,        +2.413244797749e-04,        +1.745631806880e-04,        -1.308752406762e-04,        +7.812818843504e-05,        -1.544198582095e-04,        +4.319184655724e-05,        +5.111288427814e-05,        +1.414213562373e-01,        -3.645501933489e-05,        +1.338083386722e-04,        +1.010280857843e-01,        +5.137557754892e-02,        -3.704443692052e-02,        -3.953302763992e-02,        -1.414193085857e-02,        -3.759130823200e-02,        -4.944574339097e-02,        -9.043447698150e-03,        -3.240062944643e-02,        -1.921678038850e-02,        +5.753262225248e-02,        -3.046357191696e-02,        +1.414213562373e-01,        -2.182700411098e-04,        +1.433398068213e-04,        -3.704443692093e-02,        -3.953302764014e-02,        +1.060020407969e-01,        +2.125401734203e-03,        +4.334958807842e-02,        -7.833874157905e-02,        -9.932040089099e-03,        +3.321420775975e-02,        -1.760792029577e-02,        +2.341058919512e-02,        -4.957845274333e-02,        -8.203292490259e-03,        +1.414213562373e-01,        -1.537851369095e-04,        +2.413244797735e-04,        -1.414193085899e-02,        -3.759130823204e-02,        +4.334958807793e-02,        -7.833874157929e-02,        +7.422754093057e-02,        +1.984769019260e-02,        -1.753770454470e-02,        +2.304804533649e-02,        -1.916926152721e-02,        +1.418939957564e-02,        -3.216354241147e-02,        -1.850550896327e-02,        +1.414213562373e-01,        +1.745631806734e-04,        -1.308752406738e-04,        -4.944574339063e-02,        -9.043447698364e-03,        -9.932040089261e-03,        +3.321420775977e-02,        -1.753770454533e-02,        +2.304804533617e-02,        +1.069159814942e-01,        +2.999221611964e-03,        +4.457736404056e-02,        -7.834037647261e-02,        -3.663643681244e-02,        -4.020981279167e-02,        +1.414213562373e-01,        +7.812818842412e-05,        -1.544198582053e-04,        -3.240062944619e-02,        -1.921678038868e-02,        -1.760792029559e-02,        +2.341058919538e-02,        -1.916926152767e-02,        +1.418939957570e-02,        +4.457736404004e-02,        -7.834037647271e-02,        +7.527898010907e-02,        +1.900309031944e-02,        -1.407604553876e-02,        -3.845592337638e-02,        +1.414213562373e-01,        +4.319184655526e-05,        +5.111288428504e-05,        +5.753262225286e-02,        -3.046357191708e-02,        -4.957845274244e-02,        -8.203292490111e-03,        -3.216354241078e-02,        -1.850550896347e-02,        -3.663643681317e-02,        -4.020981279167e-02,        -1.407604553912e-02,        -3.845592337627e-02,        +1.010673257040e-01,        +5.099012746084e-02
 8.80000000e+01,        +1.414213562373e-01,        +4.589503055193e-02,        -9.865055335052e-02,        -2.794024223419e-05,        +1.359244297318e-04,        -2.069902796333e-04,        +1.586928157051e-04,        -1.356387727241e-04,        +2.560059860350e-04,        +1.704594823739e-04,        -1.482720938226e-04,        +6.776308303694e-05,        -1.718489255261e-04,        +4.735939272892e-05,        +4.341271093346e-05,        +1.414213562373e-01,        -2.794024224315e-05,        +1.359244297327e-04,        +1.033597972364e-01,        +5.062808056497e-02,        -3.962125238684e-02,        -3.736465175778e-02,        -1.550442219336e-02,        -3.616228771489e-02,        -5.058313781056e-02,        -5.818920085009e-03,        -3.299607145394e-02,        -1.712884852031e-02,        +5.839962675697e-02,        -3.259984029997e-02,        +1.414213562373e-01,        -2.069902796205e-04,        +1.586928157183e-04,        -3.962125238677e-02,        -3.736465175795e-02,        +1.044436984675e-01,        +1.193014665842e-03,        +3.968559995388e-02,        -7.962598358448e-02,        -6.805053449320e-03,        +3.317588111583e-02,        -1.553883199496e-02,        +2.394397985229e-02,        -5.062151881222e-02,        -4.994207867983e-03,        +1.414213562373e-01,        -1.356387727184e-04,        +2.560059860445e-04,        -1.550442219313e-02,        -3.616228771491e-02,        +3.968559995389e-02,        -7.962598358477e-02,        +7.271555802546e-02,        +2.128804415692e-02,        -1.551187509927e-02,        +2.358261677541e-02,        -1.762568168751e-02,        +1.506317475426e-02,        -3.267749423512e-02,        -1.645998857180e-02,        +1.414213562373e-01,        +1.704594823620e-04,        -1.482720938247e-04,        -5.058313781091e-02,        -5.818920084761e-03,        -6.805053449430e-03,        +3.317588111649e-02,        -1.551187509984e-02,        +2.358261677617e-02,        +1.053732786904e-01,        +1.991734175292e-03,        +4.087893161566e-02,        -7.970870727467e-02,        -3.929816449265e-02,        -3.804368018584e-02,        +1.414213562373e-01,        +6.776308301909e-05,        -1.718489255309e-04,        -3.299607145418e-02,        -1.712884852006e-02,        -1.553883199524e-02,        +2.394397985297e-02,        -1.762568168803e-02,        +1.506317475504e-02,        +4.087893161580e-02,        -7.970870727427e-02,        +7.367319580551e-02,        +2.037471368065e-02,        -1.553640552788e-02,        -3.700718176076e-02,        +1.414213562373e-01,        +4.735939271291e-05,        +4.341271093132e-05,        +5.839962675679e-02,        -3.259984029996e-02,        -5.062151881236e-02,        -4.994207867298e-03,        -3.267749423547e-02,        -1.645998857143e-02,        -3.929816449237e-02,        -3.804368018544e-02,        -1.553640552785e-02,        -3.700718176058e-02,        +1.033524809125e-01,        +5.024553593617e-02
 8.96000000e+01,        +1.414213562373e-01,        +4.313093800469e-02,        -9.570838968704e-02,        -1.914250513710e-05,        +1.377929384827e-04,        -1.945595587549e-04,        +1.729494206794e-04,        -1.159886884355e-04,        +2.694368971782e-04,        +1.645115194803e-04,        -1.651439225531e-04,        +5.513249997458e-05,        -1.883030991631e-04,        +5.073784065550e-05,        +3.558940002302e-05,        +1.414213562373e-01,        -1.914250513941e-05,        +1.377929384846e-04,        +1.056106916256e-01,        +4.965585484611e-02,        -4.204350682007e-02,        -3.499408352509e-02,        -1.671249602015e-02,        -3.466575787968e-02,        -5.151950017609e-02,        -2.467123930554e-03,        -3.343307627743e-02,        -1.504086782668e-02,        +5.913134880644e-02,        -3.496736393872e-02,        +1.414213562373e-01,        -1.945595587529e-04,        +1.729494206669e-04,        -4.204350681974e-02,        -3.499408352509e-02,        +1.028808472501e-01,        +4.093054432590e-04,        +3.599262909888e-02,        -8.069211966067e-02,        -3.780059277385e-03,        +3.281147940269e-02,        -1.354397985693e-02,        +2.426470446324e-02,        -5.146876818272e-02,        -1.667417585262e-03,        +1.414213562373e-01,        -1.159886884376e-04,        +2.694368971644e-04,        -1.671249601984e-02,        -3.466575787965e-02,        +3.599262909864e-02,        -8.069211966055e-02,        +7.132542192831e-02,        +2.295176440544e-02,        -1.355911160166e-02,        +2.390927315180e-02,        -1.610760424986e-02,        +1.577806963391e-02,        -3.303945451711e-02,        -1.442308692768e-02,        +1.414213562373e-01,        +1.645115194798e-04,        -1.651439225434e-04,        -5.151950017597e-02,        -2.467123930261e-03,        -3.780059277088e-03,        +3.281147940306e-02,        -1.355911160129e-02,        +2.390927315262e-02,        +1.038219108531e-01,        +1.133683483290e-03,        +3.714822422874e-02,        -8.085191071717e-02,        -4.180074617593e-02,        -3.566650092890e-02,        +1.414213562373e-01,        +5.513249997980e-05,        -1.883030991515e-04,        -3.343307627718e-02,        -1.504086782659e-02,        -1.354397985660e-02,        +2.426470446320e-02,        -1.610760424957e-02,        +1.577806963425e-02,        +3.714822422924e-02,        -8.085191071706e-02,        +7.218640750571e-02,        +2.197773274750e-02,        -1.683714756356e-02,        -3.548103636624e-02,        +1.414213562373e-01,        +5.073784065371e-05,        +3.558940003377e-05,        +5.913134880674e-02,        -3.496736393884e-02,        -5.146876818295e-02,        -1.667417585172e-03,        -3.303945451730e-02,        -1.442308692773e-02,        -4.180074617566e-02,        -3.566650092887e-02,        -1.683714756361e-02,        -3.548103636620e-02,        +1.055577864666e-01,        +4.928116458987e-02
 9.12000000e+01,        +1.414213562373e-01,        +4.047649436326e-02,        -9.270494582499e-02,        -1.003832165172e-05,        +1.393340163929e-04,        -1.811065795495e-04,        +1.859776147822e-04,        -9.492521617289e-05,        +2.814206128690e-04,        +1.568325878840e-04,        -1.812941010995e-04,        +4.035118241900e-05,        -2.035452930612e-04,        +5.333449013051e-05,        +2.767343754523e-05,        +1.414213562373e-01,        -1.003832165615e-05,        +1.393340163793e-04,        +1.077509306127e-01,        +4.847019760719e-02,        -4.429106010773e-02,        -3.243256270053e-02,        -1.775818812239e-02,        -3.311623583540e-02,        -5.223973144063e-02,        +1.004370416742e-03,        -3.371052068280e-02,        -1.296293503727e-02,        +5.969386665642e-02,        -3.755281551206e-02,        +1.414213562373e-01,        -1.811065795449e-04,        +1.859776147754e-04,        -4.429106010847e-02,        -3.243256270048e-02,        +1.013176790552e-01,        -2.390710149363e-04,        +3.227805940752e-02,        -8.154387469958e-02,        -8.922143338358e-04,        +3.214358078279e-02,        -1.164724020869e-02,        +2.439709181721e-02,        -5.210582476600e-02,        +1.770247297618e-03,        +1.414213562373e-01,        -9.492521617439e-05,        +2.814206128591e-04,        -1.775818812284e-02,        -3.311623583533e-02,        +3.227805940743e-02,        -8.154387469968e-02,        +7.007361573784e-02,        +2.482933361870e-02,        -1.170289351730e-02,        +2.405220464470e-02,        -1.463039086747e-02,        +1.635486030766e-02,        -3.324911423481e-02,        -1.240422814119e-02,        +1.414213562373e-01,        +1.568325878913e-04,        -1.812941010706e-04,        -5.223973143992e-02,        +1.004370416569e-03,        -8.922143339763e-04,        +3.214358078224e-02,        -1.170289351737e-02,        +2.405220464394e-02,        +1.022657617892e-01,        +4.114875601841e-04,        +3.339242376768e-02,        -8.177694872503e-02,        -4.412344755092e-02,        -3.309037909363e-02,        +1.414213562373e-01,        +4.035118243065e-05,        -2.035452930418e-04,        -3.371052068235e-02,        -1.296293503750e-02,        -1.164724020871e-02,        +2.439709181685e-02,        -1.463039086739e-02,        +1.635486030703e-02,        +3.339242376718e-02,        -8.177694872493e-02,        +7.083511069056e-02,        +2.380261642899e-02,        -1.796956273022e-02,        -3.389269716168e-02,        +1.414213562373e-01,        +5.333449012861e-05,        +2.767343753654e-05,        +5.969386665661e-02,        -3.755281551210e-02,        -5.210582476567e-02,        +1.770247297519e-03,        -3.324911423465e-02,        -1.240422814150e-02,        -4.412344755139e-02,        -3.309037909335e-02,        -1.796956273011e-02,        -3.389269716139e-02,        +1.076537842117e-01,        +4.810822723928e-02
 9.28000000e+01,        +1.414213562373e-01,        +3.793048301286e-02,        -8.964200032008e-02,        -6.233087393933e-07,        +1.404695048364e-04,        -1.667862810534e-04,        +1.976627267743e-04,        -7.257425458273e-05,        +2.917730066769e-04,        +1.475569604977e-04,        -1.965430748080e-04,        +2.355547009459e-05,        -2.173473524193e-04,        +5.514906972332e-05,        +1.970266892492e-05,        +1.414213562373e-01,        -6.233087382906e-07,        +1.404695048356e-04,        +1.097519413958e-01,        +4.708631465137e-02,        -4.634433788393e-02,        -2.969414662768e-02,        -1.863468915904e-02,        -3.153011743152e-02,        -5.272783165384e-02,        +4.585436039483e-03,        -3.382731678357e-02,        -1.090668714238e-02,        +6.005460925236e-02,        -4.033864459777e-02,        +1.414213562373e-01,        -1.667862810650e-04,        +1.976627267887e-04,        -4.634433788422e-02,        -2.969414662727e-02,        +9.975513106667e-02,        -7.634986648892e-04,        +2.854726349858e-02,        -8.218637086523e-02,        +1.827336435511e-03,        +3.119778159516e-02,        -9.867869859950e-03,        +2.436753129458e-02,        -5.251740367284e-02,        +5.309428287074e-03,        +1.414213562373e-01,        -7.257425458499e-05,        +2.917730066843e-04,        -1.863468915926e-02,        -3.153011743112e-02,        +2.854726349831e-02,        -8.218637086579e-02,        +6.897583095446e-02,        +2.691152429138e-02,        -9.962054995965e-03,        +2.403765055824e-02,        -1.320464502221e-02,        +1.681514883979e-02,        -3.330621206786e-02,        -1.041429668488e-02,        +1.414213562373e-01,        +1.475569604846e-04,        -1.965430748113e-04,        -5.272783165338e-02,        +4.585436038968e-03,        +1.827336434239e-03,        +3.119778159618e-02,        -9.962054997290e-03,        +2.403765055899e-02,        +1.007053658089e-01,        -1.862978873256e-04,        +2.961665119898e-02,        -8.248898736302e-02,        -4.624614856698e-02,        -3.033023515047e-02,        +1.414213562373e-01,        +2.355547008292e-05,        -2.173473524244e-04,        -3.382731678319e-02,        -1.090668714338e-02,        -9.867869860539e-03,        +2.436753129551e-02,        -1.320464502293e-02,        +1.681514884002e-02,        +2.961665119852e-02,        -8.248898736258e-02,        +6.963504221935e-02,        +2.584031792418e-02,        -1.892610152569e-02,        -3.225927999660e-02,        +1.414213562373e-01,        +5.514906972457e-05,        +1.970266893042e-05,        +6.005460925258e-02,        -4.033864459847e-02,        -5.251740367268e-02,        +5.309428287712e-03,        -3.330621206787e-02,        -1.041429668490e-02,        -4.624614856822e-02,        -3.033023515007e-02,        -1.892610152659e-02,        -3.225927999589e-02,        +1.096123100322e-01,        +4.674184501149e-02
